{'descr': '比较优惠。', 'star': 5}
{'descr': '地理位置优越服务好房间干净', 'star': 5}
{'descr': '地理位置优越服务好房间干净', 'star': 5}
{'descr': '还不错，小而清爽', 'star': 5}
{'descr': '房间干净，服务很好', 'star': 5}
{'descr': '房间太小了！！！！！', 'star': 5}
{'descr': '还不错?基本满意  经济实惠', 'star': 5}
{'descr': '很不错的！态度很好！', 'star': 5}
{'descr': '周围打的，吃都方便', 'star': 5}
{'descr': '这家走廊地毯得换，尿味', 'star': 5}
{'descr': '比起其他布丁这家走廊有点尿味。', 'star': 5}
{'descr': '长住，是因为布丁房间灯光多。', 'star': 5}
{'descr': '长住，是因为布丁房间灯光多。', 'star': 5}
{'descr': '方便，服务好', 'star': 5}
{'descr': '环境不错，很满意，房间里面空间也非常的大，朋友和我都很满意，给大家打力推荐的地方，这里真的很好，我很满意！', 'star': 5}
{'descr': '环境不错，很满意，房间里面空间也非常的大，朋友和我都很满意，给大家打力推荐的地方，这里真的很好，我很满意！', 'star': 5}
{'descr': '环境不错，很满意，房间里面空间也非常的大，朋友和我都很满意，给大家打力推荐的地方，这里真的很好，我很满意！', 'star': 5}
{'descr': '环境不错，很满意，房间里面空间也非常的大，朋友和我都很满意，给大家打力推荐的地方，这里真的很好，我很满意！', 'star': 5}
{'descr': '挺小不过很温馨，没有牙具、香皂，记得自己带上啊', 'star': 5}
{'descr': '卫生很好，前台服务真心好。酒店交通也方便！走廊也很香。床单很干净！值得推荐的一家酒店', 'star': 5}
{'descr': '卫生很好，服务员态度非常好，很有礼貌，价格合理，房间也很温馨，卫生也蛮干净的，下次还会继续入住，谢谢前台美女借的充电器，服务真的棒棒哒~', 'star': 5}
{'descr': '前台服务不错，前台也很热情，房间很干净，卫生不错，房间也很温馨，值得推荐，服务好，卫生也好', 'star': 5}
{'descr': '这价位和地段已经很好了', 'star': 4}
{'descr': '还不错  距离移动公司比较近 还蛮好的  比较方便过来出差的人员', 'star': 5}
{'descr': '这家酒店比想象中的要好。地理位置不错，离地铁站很近，饭餐质量还算可以。前台人员比较主动热情。房间隔音较差。', 'star': 5}
{'descr': '这家酒店比想象中的要好。地理位置不错，离地铁站很近，饭餐质量还算可以。前台人员比较主动热情。房间隔音较差。', 'star': 5}
{'descr': '住着感觉还可以，，每次出差都入住那里，已经很熟悉，服务态度还行。', 'star': 5}
{'descr': '住着感觉还可以，，每次出差都入住那里，已经很熟悉，服务态度还行。', 'star': 5}
{'descr': '地理位置交通便利，房间干净整洁，，每次出差都入住这家店，已经习惯了，。', 'star': 5}
{'descr': '地理位置交通便利，房间干净整洁，，每次出差都入住这家店，已经习惯了，。', 'star': 5}
{'descr': '房间迷你，临街，适合一人居住，晚上有点吵……', 'star': 5}
{'descr': '价格实惠，住了很多次，已经习惯直接入住了，，只是偶尔会订不到房间。', 'star': 5}
{'descr': '价格实惠，住了很多次，已经习惯直接入住了，，只是偶尔会订不到房间。', 'star': 5}
{'descr': '价格适中，房间舒适。。。偶尔半夜走廊有人大声喧哗。', 'star': 5}
{'descr': '价格适中，房间舒适。。。偶尔半夜走廊有人大声喧哗。', 'star': 5}
{'descr': '住在二楼,床太高,其他没什么可挑,这个价格在北京可以了\n离地铁有些近,铁轨声音可以听到', 'star': 5}
{'descr': '住在二楼,床太高,其他没什么可挑,这个价格在北京可以了\n离地铁有些近,铁轨声音可以听到', 'star': 5}
{'descr': '酒店不错，很干净，服务态度也很好\n但是酒店只有1部电梯，很是不方便~', 'star': 5}
{'descr': '酒店不错，很干净，服务态度也很好\n但是酒店只有1部电梯，很是不方便~', 'star': 5}
{'descr': '环境服务都不错。。。交通很方便。。。。。。', 'star': 5}
{'descr': '环境服务都不错。。。交通很方便。。。。。。', 'star': 5}
{'descr': '环境不错，设施太差', 'star': 3}
{'descr': '环境不错，设施太差', 'star': 3}
{'descr': ' 感觉设施和服务非常好，就是隔音不怎么好', 'star': 3}
{'descr': ' 感觉设施和服务非常好，就是隔音不怎么好', 'star': 3}
