{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '空调很给力，房间很舒适', '短评打分': 4}
{'短评内容': '酒店的地理位置非常好，去到什么地方都比较方便，出门逛街的话也有很多地方可以去。是一个性价比比较高的酒店，值得推荐给大家。', '短评打分': 5}
{'短评内容': '可以，卫生干净', '短评打分': 4}
{'短评内容': '酒店很不错，渠道什么都比较方便，非常值得推荐给大家，下次去还会选择住在这里的！个人觉得住在这里非常非常的方便。', '短评打分': 5}
{'短评内容': '洒店很安静，也很干净', '短评打分': 5}
{'短评内容': '服务不错。', '短评打分': 5}
{'短评内容': '环境优美，服务到位', '短评打分': 5}
{'短评内容': '服务卫生还行，就是周边吃饭不方便。', '短评打分': 4}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '临时一晚 房间还不错', '短评打分': 5}
{'短评内容': '很好很好很好', '短评打分': 5}
{'短评内容': '还不错啦，价廉物美', '短评打分': 5}
{'短评内容': '还可以，就是早餐有待提高。', '短评打分': 4}
{'短评内容': '不错的酒店！很干净整洁！装修很简洁大方！床也软硬适合！虽然不在市中心，但是镇江不大，开车公里也就到万达广场了！', '短评打分': 5}
{'短评内容': '很舒适 周边环境安静 房间高档干净', '短评打分': 5}
{'短评内容': '房间环境不错', '短评打分': 5}
