{'短评内容': '很好', '短评打分': 5}
{'短评内容': '什么玩意儿……', '短评打分': 1}
{'短评内容': '房间小，卫生一般，拥挤', '短评打分': 4}
{'短评内容': '垃圾，在往上订了，门店说没有预订信息，我这确认信息都有他没有收到订单', '短评打分': 1}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '酒店服务周到', '短评打分': 5}
{'短评内容': '可以的', '短评打分': 5}
{'短评内容': '房子', '短评打分': 3}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '价格实惠', '短评打分': 5}
{'短评内容': '房间不大，无窗', '短评打分': 4}
{'短评内容': '不错。可以一住。环境不错。', '短评打分': 3}
{'短评内容': '整体环境不错，交通方便，并且是旅游固定的集合地点，只是需要提前预定。', '短评打分': 3}
{'短评内容': '这个条件值这个价钱了', '短评打分': 3}
{'短评内容': '连锁酒店，环境不错，很干净，价钱也很合理，地理位置也好，真的挺方便的', '短评打分': 5}
