{'短评内容': '很好', '短评打分': 5}
{'短评内容': '非常临时找的酒店，住这里是因为很多年前商务出差住过，离我出差的目的近。就是感觉20年前的浓浓复古气息，陈旧的设施跟比较硬的床，比较有情怀吧。', '短评打分': 3}
{'短评内容': '环境还不错，服务很好', '短评打分': 5}
{'短评内容': '酒店在当地算不错的了。房间够大，wife也很快，上网没有问题。早餐普通，也能吃饱。但设施有点陈旧，特别是冲凉只有浴缸，站在浴缸里冲凉很容易跌倒的。', '短评打分': 4}
{'短评内容': '早餐还好，普通的早餐都有味道还不错，白粥超赞，房间蛮大应该能加床，房间设施有点陈旧，酒店本身有停车场，停车有位超级方便安全。', '短评打分': 4}
{'短评内容': '还可以，只是房间内的摆设物太陈旧', '短评打分': 5}
{'短评内容': '还好，希望能在价格列表中，直接显示哪个价格是酒店开发票的。', '短评打分': 5}
{'短评内容': '前台两个女服务员态度不好，很冷淡，说话很冲，，房间设施太差，连充电器都没有，wifi质量太差，连上时断时续，不能上网，房间里面有蚊子，简直不能再糟糕的体验，床很硬，被子很薄，空调声音太大，上个厕所，壁画框居然掉下来，打到了我，周边配套太差，没有吃饭的地方，电视机只有几个频道，而且是老电视机，不想再说的更多，这辈子也不会再去第二次', '短评打分': 2}
{'短评内容': '以为很好却一般', '短评打分': 3}
{'短评内容': '离小榄轻轨站 特别特别近，走路只要5分钟就 可以 到了 。酒店有提供早餐给我们吃，或者自己另外花钱就能喝早茶', '短评打分': 5}
{'短评内容': '出差中山，第一次入住 ，总体来讲不错，环境良好，服务态度也很好，卫生干净，下次出差还会选择入住譔酒店，赞！值得推荐！！！', '短评打分': 5}
{'短评内容': '一直选美加，安静舒适。靠着小榄阳光美加小区，离小榄轻轨站走路5分钟距离，朋友来都住那里。有早茶还有早餐。', '短评打分': 5}
{'短评内容': '酒店良好，适合商务出行', '短评打分': 3}
{'短评内容': '酒店太旧了，跟住普通宾馆差不多', '短评打分': 4}
{'短评内容': '總體還可以，但東西開始舊了，早餐也一般，checkout用了20分中。。不是排隊，只是不知為何打張單會這樣慢', '短评打分': 3}
{'短评内容': '距离轻轨站近，很方便。但服务一般', '短评打分': 4}
{'短评内容': '还成', '短评打分': 4}
{'短评内容': '酒店的环境很不错，游泳也很方便。广式点心味道也不错。客房价位合理，房间挺大的，就是窗子一点都开不了。', '短评打分': 3}
{'短评内容': '环境好，近轻轨站，配套不错，值得推荐。唯一缺点无商圈。', '短评打分': 5}
{'短评内容': '该酒店为园林别墅式酒店，外部环境较好，领近轻轨小榄站，交通便利。', '短评打分': 3}
{'短评内容': '交通方便，环境不错，适合出差住宿，下次还会选择', '短评打分': 5}
{'短评内容': '要对酒店提出批评，有一个游泳池宣传的时候是一个大亮点，结果不但不开，连去边上走走进去的门都给 锁上， 太不厚道了，而且 餐厅收银台那个女人 态度也很差， 直接让我以后不会再住这个酒店。 ', '短评打分': 1}
