{'短评内容': '很好', '短评打分': 5}
{'短评内容': '每周出差都选这里，这次倒是碰上大堂屋顶漏水……估计是设备老化，酒店整体很不错，中规中矩，希望对于酒店设施要加以维护。', '短评打分': 5}
{'短评内容': '蛮好的，应该全是骆驼最好的酒店了吧', '短评打分': 5}
{'短评内容': '交通方便，前台热情，服务态度很好。卫生洁净，用品舒适！非常棒！会继续选择入住！', '短评打分': 5}
{'短评内容': '彼此彼此吧啊', '短评打分': 5}
{'短评内容': '酒店服务很好，环境很安静', '短评打分': 5}
{'短评内容': '比想象中的好许多，房间设施不错，出行方便，旁边就有欧尚超市', '短评打分': 5}
{'短评内容': '......', '短评打分': 5}
{'短评内容': '好好好', '短评打分': 5}
{'短评内容': '环境很不错', '短评打分': 5}
{'短评内容': '环境很不错', '短评打分': 5}
{'短评内容': '酒店性价比很高，非常适合家庭出游，住店旅客可以享受自助餐100园一人优惠。', '短评打分': 5}
{'短评内容': 'Good', '短评打分': 5}
{'短评内容': '服务好，质量好', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '酒店环境不错 服务也好 下次还会选择入住', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '酒店位置有点偏。硬件条件，服务都很值。早餐还算行。', '短评打分': 5}
{'短评内容': '总体不错！........', '短评打分': 5}
{'短评内容': '海尚大酒店是骆驼性价比最高的一家 星级酒店，喜欢这里的服务卫生', '短评打分': 4}
{'短评内容': '1、新酒店，干净，服务超好\n2、128元海鲜自助餐超值\n3、网速超快\n4、房间够大，十分干净\n5、由于是在新区，打车较麻烦', '短评打分': 5}
{'短评内容': '受理投诉的态度很诚恳，教人不忍给差评。整体不错。', '短评打分': 5}
{'短评内容': '帮朋友订的，朋友没说不好，想来应该不错。', '短评打分': 3}
{'短评内容': '很不错的一家酒店  定位在4星到5星之间  酒店地理位置很好  在保利广场 旁边就是欧尚超市 周边的配套设施也不错 酒店本身的硬件设施在4星左右 服务基本可以达到5星的标准  总之是一家很不错的酒店', '短评打分': 5}
{'短评内容': '硬件在镇海地区算得上是豪华的，服务也做得很周到，房间的设施和灯光也让我觉得很舒适。更好的就是，当我打电话和酒店说有一点小问题的时候，他们马上就能给我解决，让我感觉备受重视，下次一定还住这家酒店。', '短评打分': 5}
{'短评内容': '这次来镇海出差，酒店是朋友预定的。一下车，就有人给我们拿行李，每个人见到我们都会打招呼，我差点都受不了了。可能是人比较多的缘故，办理入住的时间有点长，不过等待期间有阿姨送上茶水，还有热毛巾，这点确实不错。在镇海，这样的硬件设施和服务，已经可以和市区的相媲美了！\n', '短评打分': 5}
