{'descr': '是秦皇岛北戴机场附近性价比最好的酒店。', 'star': 4}
{'descr': '下高速就到，这里是昌黎的一个镇，硬件设施不错，肃距离黄金海岸，沙雕公园近，', 'star': 5}
{'descr': '离办事地点很近', 'star': 4}
{'descr': '位置还行，下了高速就到。泥井镇上最好的酒店了，类似于连锁快捷酒店标准。家庭式的服务体系。还凑合吧，不能要求太高的。早上起来居然停电停水了，8点半才来，深深体会住在农村真艰苦。', 'star': 4}
{'descr': '前台美眉态度很好，热情，大方，美丽。设施还好，干净整洁。', 'star': 5}
{'descr': '酒店很安静房间比较干净。', 'star': 3}
{'descr': '还行吧住的一般，但他们的海鲜做的非常棒价格也不贵，值得一试！', 'star': 3}
{'descr': '硬件不错，宽敞，地方也好找。下水道反味儿，枕头是脏的，几拔人都没换过。凑合过渡一下吧', 'star': 3}
{'descr': '环境不错，干净，没有喧哗吵闹声，适合休息。停车场很大，适合自驾旅游停车。而且距离黄金海岸也不算远。路很好走。', 'star': 3}
{'descr': '一般', 'star': 3}
{'descr': '没想到在这种地方海能有这种档次的宾馆！可以！', 'star': 5}
{'descr': '宾馆不错\u3000干净', 'star': 3}
{'descr': '环境不错 设施挺全的 前台服务也很好 下次还来住', 'star': 5}
{'descr': '环境不错 设施挺全的 前台服务也很好 下次还来住', 'star': 5}
{'descr': '床比较柔软舒适，隔音效果确实不好，房间相比也有点小。总体情况一般', 'star': 5}
{'descr': '床比较柔软舒适，隔音效果确实不好，房间相比也有点小。总体情况一般', 'star': 5}
{'descr': '位置确实不错，出门就是步行街，如果只是睡一觉还是可以的，但是房间设施有些陈旧，小电视估计快到生命的尽头了，偏色很严重。', 'star': 3}
{'descr': '位置确实不错，出门就是步行街，如果只是睡一觉还是可以的，但是房间设施有些陈旧，小电视估计快到生命的尽头了，偏色很严重。', 'star': 3}
{'descr': '商务大床房拥挤，环境差，早餐更差，下次不会再住了。去张家港住沙钢宾馆又便宜环境又好，就是远了点。', 'star': 1}
{'descr': '商务大床房拥挤，环境差，早餐更差，下次不会再住了。去张家港住沙钢宾馆又便宜环境又好，就是远了点。', 'star': 1}
{'descr': '不错的啊', 'star': 3}
{'descr': '不错的啊', 'star': 3}
{'descr': '大床房，地理位置非常好，环境也不错，早餐我很喜欢，样式很多~~赞一个 \n', 'star': 5}
{'descr': '大床房，地理位置非常好，环境也不错，早餐我很喜欢，样式很多~~赞一个 \n', 'star': 5}
{'descr': '很适合经济型的乘客，房间一般，价格好。 地理位置也不错', 'star': 5}
{'descr': '很适合经济型的乘客，房间一般，价格好。 地理位置也不错', 'star': 5}
{'descr': '大床房，地理位置非常好，环境也不错，早餐我很喜欢，样式很多~~赞一个', 'star': 5}
{'descr': '大床房，地理位置非常好，环境也不错，早餐我很喜欢，样式很多~~赞一个', 'star': 5}
{'descr': '不错，蛮好的。', 'star': 3}
{'descr': '不错，蛮好的。', 'star': 3}
{'descr': '非常干净 很不错， 地理位置也非常不错 下次还会来 ', 'star': 5}
{'descr': '非常干净 很不错， 地理位置也非常不错 下次还会来 ', 'star': 5}
{'descr': '可以', 'star': 3}
{'descr': '可以', 'star': 3}
{'descr': '环境不错，员工的服务态度很OK，下回来张家港，我还会选择如家…', 'star': 3}
{'descr': '环境不错，员工的服务态度很OK，下回来张家港，我还会选择如家…', 'star': 3}
{'descr': '服务好，工作人员有礼貌~ 卫生也不错。 但是设施不够齐全，要是有吹风机就更好了', 'star': 5}
{'descr': '服务好，工作人员有礼貌~ 卫生也不错。 但是设施不够齐全，要是有吹风机就更好了', 'star': 5}
{'descr': '如家都差不多，干干净净的~不过只有一部电梯，住房在5到10楼...', 'star': 5}
{'descr': '如家都差不多，干干净净的~不过只有一部电梯，住房在5到10楼...', 'star': 5}
{'descr': '＋好', 'star': 3}
{'descr': '＋好', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '就在步行街上，去哪里都很方便，早餐似乎很简单，中餐和晚餐直接到步行街上找吃的就可以了', 'star': 5}
{'descr': '就在步行街上，去哪里都很方便，早餐似乎很简单，中餐和晚餐直接到步行街上找吃的就可以了', 'star': 5}
{'descr': '不错！', 'star': 3}
{'descr': '不错！', 'star': 3}
{'descr': '环境优美，卫生清洁，服务周到，购物方便，是个价廉物美的宾馆', 'star': 5}
{'descr': '环境优美，卫生清洁，服务周到，购物方便，是个价廉物美的宾馆', 'star': 5}
{'descr': '我已经是第二次住这里了，除了停车不便外，其他还好', 'star': 5}
{'descr': '我已经是第二次住这里了，除了停车不便外，其他还好', 'star': 5}
{'descr': '和如家其他地区的酒店一样，位居步行街闹市，购物方便，干净整洁，温馨的服务给人留下很美好的回忆。', 'star': 5}
