{'短评内容': '好好好好好', '短评打分': 5}
{'短评内容': '真的是差，天天装修电钻也是醉了！', '短评打分': 2}
{'短评内容': '习惯好评，设施略陈旧，不过价格不贵，还可以', '短评打分': 5}
{'短评内容': '一大早7点半楼上开电钻也不知道是什么鬼，反正一般', '短评打分': 3}
{'短评内容': '总体来说还可以的！但是唯一的缺点就是厕所太滑了！', '短评打分': 5}
{'短评内容': '房间不错，就是订有点麻烦，押金很久了没退回来，打电话说是银行那边的问题，明天去问问，有点不愉快', '短评打分': 4}
{'短评内容': '整体还算可以就是有点破旧！', '短评打分': 4}
{'短评内容': '就这样吧 因为公务员考试坐地起价了', '短评打分': 1}
{'短评内容': '就这样吧 因为公务员考试坐地起价了', '短评打分': 1}
{'短评内容': '环境还行吧', '短评打分': 5}
{'短评内容': '适合居住', '短评打分': 5}
{'短评内容': '酒店房间大，卫生环境好，设备齐全，价格合适，适合出差旅行', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '一次很不愉快的住宿体验！服务极差！', '短评打分': 3}
