{'短评内容': '环境很好', '短评打分': 5}
{'短评内容': '早餐30元，算是可以。床单有点汗味。銀湖很大很多魚穫。', '短评打分': 3}
{'短评内容': '就在家门口，方便接待。除了周边环境好，方便停车外，其他并没有什么特别之处。若是旅游渡假的心情，那还可以接受。', '短评打分': 5}
{'短评内容': '环境超级棒', '短评打分': 4}
{'短评内容': '酒店环境非常好，房间的用品超五星', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '环境好，酒店的前台及酒店经理服务细致，很贴心，推荐', '短评打分': 5}
{'短评内容': '这里环境非常好，就是服务员比较少，地方太大，要走很久。', '短评打分': 5}
{'短评内容': '银湖酒店附近环境优雅，空气清新，适合商务开会，组织大型活动，推荐！', '短评打分': 5}
{'短评内容': '会议合适', '短评打分': 4}
{'短评内容': '会议合适', '短评打分': 4}
{'短评内容': '环境不错就是打车不方便', '短评打分': 3}
{'短评内容': '价格有点高', '短评打分': 5}
