{'短评内容': '服务很不错', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '', '短评打分': 5}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '前台小姐姐很很很好看。', '短评打分': 5}
{'短评内容': '那么贵  态度恶劣  而且还小138住的不如招待所 住了一天就换了', '短评打分': 1}
{'短评内容': '老顾客了，一直在这住，房间有点小但是很温馨，挺不错的', '短评打分': 5}
{'短评内容': '舒心，安全，服务也挺好。', '短评打分': 5}
{'短评内容': 'going您lol哦lol明哦咯lol您咯lol哦咯lol', '短评打分': 5}
{'短评内容': '服务周到，下次还订', '短评打分': 5}
{'短评内容': '周围环境很好，房间也很干净，唯一一点不足就是隔音不太好，但这个价格来说已经很不错了。', '短评打分': 5}
{'短评内容': '房间干净，交通方便，相比附近一带的酒店，性价比非常高。', '短评打分': 5}
{'短评内容': '比较实惠', '短评打分': 4}
{'短评内容': '还不错，挺安静的', '短评打分': 5}
{'短评内容': '房间挺干净，挺舒服。不错，就是洗澡的那个淋浴龙头眼有点小，水打到身上疼，希望能改进。', '短评打分': 5}
{'短评内容': '還可以，就是隔音太差了。如果還有選擇應該不會再住哪了', '短评打分': 4}
{'短评内容': '一般哇特别冷', '短评打分': 5}
{'短评内容': '可以', '短评打分': 3}
{'短评内容': '挺好的', '短评打分': 4}
{'短评内容': '挺好的', '短评打分': 4}
{'短评内容': '还可以，挺方便的。', '短评打分': 4}
{'短评内容': '房间超级好~性价比高，干净，下次还会来的~~~', '短评打分': 4}
{'短评内容': '住过的百时里印象最差的，被单不干净，重新铺了。总体感觉不干净。', '短评打分': 1}
{'短评内容': '干净整洁 房间颜色很安神 但房间确实太小了', '短评打分': 3}
{'短评内容': '百时快捷属于迷你型酒店  房间比较小  到挺干净的  麻雀虽小 五脏俱全啊  总体感觉还不错', '短评打分': 3}
{'短评内容': '地理位置很不错，但是房间很小，考虑到这么便宜的价格，可以理解啦', '短评打分': 5}
{'短评内容': '非常实惠', '短评打分': 3}
{'短评内容': '房间迷你，但是还算温馨吧，虽然兰州的房价高，但是这个店比起武都路的一家来说还是偏贵了点。最近发现怎么没有折扣券啦。\n正宁路夜市就在跟前，比较好。', '短评打分': 5}
{'短评内容': '房间迷你，但是还算温馨吧，虽然兰州的房价高，但是这个店比起武都路的一家来说还是偏贵了点。最近发现怎么没有折扣券啦。', '短评打分': 5}
{'短评内容': '房间迷你，但是还算温馨吧，虽然兰州的房价高，但是这个店比起武都路的一家来说还是偏贵了点。', '短评打分': 5}
{'短评内容': '还好，想住在闹市，又想便宜的可以考虑。兰州的百时捷酒店还是比其他城市稍贵了点。', '短评打分': 5}
{'短评内容': '房间非常紧凑，一次性的洗漱用品也没有，但是干净卫生，还行吧。', '短评打分': 5}
{'短评内容': '房间大概在8平米左右，很干净，服务员收拾的很及时，设施齐全。但临街，略有些声音。总体来说，值得推荐。', '短评打分': 5}
{'短评内容': '请您地理位置很好,离张掖路步行街很近,房间不大,但是床不小很舒服,房间没有一次性洗漱用品提供,前台有公用电脑供客人使用', '短评打分': 5}
{'短评内容': '蛮好,希望加大隔音效果,蛮好,希望加大隔音效果,蛮好,希望加大隔音效果,', '短评打分': 5}
{'短评内容': '方便，快捷，酒店内部温馨，优雅，服务很好。', '短评打分': 5}
{'短评内容': '酒店服务态度不是很好、双人间房子小床非常小、感觉很压抑', '短评打分': 5}
{'短评内容': '地理位置十分方便，房间较小，设施简朴，但是价格相对靠谱，总体值得推荐。', '短评打分': 5}
{'短评内容': '还不错 地段很好，就在中山路上，出行方便，吃饭方便，不过酒店很小，就这价格来说可以的', '短评打分': 5}
{'短评内容': '房间较小，卫生不错，位置离西关不远，兰州宾馆的价格普遍较高。', '短评打分': 5}
{'短评内容': ' 还比较干净，受不了没有仓库，不推荐', '短评打分': 3}
{'短评内容': '＋间房不错，干净！满意', '短评打分': 3}
{'短评内容': '酒店不错，就是太吵了！', '短评打分': 3}
{'短评内容': '来兰州一直住这家，还不错，交通比较便利', '短评打分': 3}
{'短评内容': '房间虽小，但是设施和卫生条件都很好！家具和设施都是宜家风格的！\n位置也算不错！', '短评打分': 5}
{'短评内容': '外面热，房间里面太潮湿~睡的不是很舒服~~', '短评打分': 5}
{'短评内容': '415挺不错，房间相对大一些，记得先让给留着！', '短评打分': 3}
{'短评内容': '单间是非常的小，不过前台人很客气。没有拖鞋有点不方便，但是床很软，相当舒服。', '短评打分': 5}
{'短评内容': '房间及过道等卫生情况较好、干净，就房间太小，一张小书桌、1.3米左右的床、卫生间，其他基本只有过路的空间了，床也是一边挨着墙壁的！', '短评打分': 3}
{'短评内容': '虽然小。。但是我觉得很安全也很好的感觉。。干净吧。。', '短评打分': 5}
{'短评内容': '房间太小，空调和热水还可以，如果能免费提供洗具就更好一些。', '短评打分': 3}
{'短评内容': '房间不是很干净、有点小、而且房间还有苍蝇。', '短评打分': 1}
{'短评内容': '＋房间蛮小的，单人床蛮大的，设施蛮齐全的。', '短评打分': 3}
{'短评内容': '房间虽小，但还算舒适，就是没有免费拖鞋提供有点不习惯，电视装得有点过高', '短评打分': 5}
{'短评内容': '价格适中', '短评打分': 3}
{'短评内容': '挺好的', '短评打分': 3}
{'短评内容': ' 和以前一样，没有电话哈', '短评打分': 3}
{'短评内容': '房间有点小，服务态度很不好。', '短评打分': 3}
{'短评内容': '地理位置不错，旁边卡拉OK夜里太吵了。', '短评打分': 3}
{'短评内容': '有点吵，临街的', '短评打分': 3}
{'短评内容': '服务好像越来越轻慢了。卫生条件也一般', '短评打分': 3}
{'短评内容': '迷你小房间，小电视，无电话，卫生间够大，隔音差。', '短评打分': 5}
{'短评内容': '房间小但干净舒适，不错！', '短评打分': 3}
{'短评内容': '房子还算个干净', '短评打分': 3}
{'短评内容': '住了十几天了，一如既往的好。交通便利，毗邻可爱的小吃街！', '短评打分': 5}
{'短评内容': '还可以，就是不隔音啊,一个人住还是很凑合的', '短评打分': 5}
{'短评内容': '隔音很差', '短评打分': 3}
{'短评内容': '房间很小，刚入住时床单不干净，给前台说了后，很快换了，服务员态度不错', '短评打分': 5}
{'短评内容': '房间超级迷你，胖子绝对转不过身，装修很简单，也挺旧的了，就是一个廉价酒店，相对价格来说性价比一般般。前台服务员有的比较冷淡，有的还挺热情的。', '短评打分': 5}
{'短评内容': '不错挺喜欢的，这不是第一次住了…', '短评打分': 3}
{'短评内容': ' 房间虽小，但还算舒适。', '短评打分': 3}
{'短评内容': '价格在兰州来说算便宜的了，房间超迷你，适合年轻人', '短评打分': 3}
{'短评内容': '极度差               极度差    房间晓得不得了   环境也不好', '短评打分': 1}
{'短评内容': '市中心，比较安静。小房间很有安全感！色调也比较喜欢。 ', '短评打分': 5}
{'短评内容': '性价比高   适合出差的朋友住  房间虽然小点 但是还是比较干净 住的放心  服务也比较好', '短评打分': 5}
{'短评内容': '适合一个人出门旅行住，虽然小一些，但是设施还算齐全。', '短评打分': 5}
{'短评内容': '单人间有点小', '短评打分': 3}
{'短评内容': '还不错。就是房间有点小。。高低铺的床位。电视机有点高在下铺看着不舒服。。。', '短评打分': 5}
{'短评内容': '\u3000无机打发票,需报销的朋友留个神.\u3000无电话.\u3000蓝色墙面很舒服.\u3000洗手间很大.\u3000网速慢.\u3000', '短评打分': 3}
{'短评内容': '这样的快捷酒店挺适合情侣旅游居住的，经济实用，这已经是第二次居住了，比第一次好多了，独立卫浴的空间大了些，而且有沐浴露了，不错~', '短评打分': 5}
