{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '环境很棒！房间卫生还是很不错的，房间格调设计都很合我心水！真的是超级喜欢的，我们都觉得，下次再来三水出游，一定要再来这里', '短评打分': 5}
{'短评内容': '卫生环境都不错，楼下就是三水广场商场！比较方便！唯独大床房间小了些！其他都挺好', '短评打分': 5}
{'短评内容': '酒店位置很好，购物逛街都方便，从佛山来的阿姨住，而且近我家，有需要还会再订。', '短评打分': 5}
{'短评内容': '不错：只是隔音好差、', '短评打分': 5}
{'短评内容': '还是不错的', '短评打分': 5}
{'短评内容': '酒店位置方便', '短评打分': 5}
{'短评内容': '房间比较整洁干净，服务也不错！大床房间稍微小些，问了前台也可以换，不过后面住习惯了就没换！楼下就是三水广场可以逛街看景，整体来说还是很不错的！', '短评打分': 5}
{'短评内容': '十分方便快捷实用', '短评打分': 5}
{'短评内容': '非常干净设施很好床很舒服好', '短评打分': 5}
{'短评内容': '很便宜，不错', '短评打分': 5}
{'短评内容': '还行，就是房间小了一点点', '短评打分': 5}
{'短评内容': '一般般囉，环境系可以嘅。', '短评打分': 5}
{'短评内容': '物有所值，可以，不贵', '短评打分': 5}
{'短评内容': '好可以', '短评打分': 5}
{'短评内容': '可以，实惠。', '短评打分': 5}
{'短评内容': '环境很好，用具也很干净。只是床单和被单有点粗糙，不是很舒服。我订的是大床房，冲凉房和床之间是透明的，很有情趣。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '怎么每次都要评啊，有暖气，双人房看到大公园，景致很好，又高，下次还来', '短评打分': 5}
{'短评内容': '点评是不是有奖励啊？一间住三个人，可以提供最多两套被子和洗刷用品，服务很快，看得出管理上挺用心的了，位置是最方便的，就在三水广场里，管理都是一起的，有车子告诉前台会给免费停车券', '短评打分': 5}
{'短评内容': '赞', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '酒店在市中心，地理位置优越，而且可以下午2点退房，10分方便，推荐入住。', '短评打分': 4}
{'短评内容': '非常不错', '短评打分': 5}
{'短评内容': '旁边就是三水广场，吃饭购物都挺方便的，酒店房间挺干净的，不错！', '短评打分': 5}
{'短评内容': '还可以！比较干净', '短评打分': 4}
{'短评内容': '干净，方便逛街。但有点小贵。', '短评打分': 4}
{'短评内容': '感觉很好！！服务号，住得舒适！！', '短评打分': 5}
{'短评内容': '不错！很喜欢！环境很好，很干净，设施完整，安静', '短评打分': 5}
