{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '很好，已经第二次入住了', '短评打分': 5}
{'短评内容': '卫生好，上档次，价格实惠', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 4}
{'短评内容': '早餐好好', '短评打分': 5}
{'短评内容': '挺好，方便，服务也真不错', '短评打分': 5}
{'短评内容': '房间太小，早餐到还挺丰富的！', '短评打分': 5}
{'短评内容': '相当不错，还有早餐', '短评打分': 5}
{'短评内容': '相当不错，还有早餐', '短评打分': 5}
{'短评内容': '满意满意满意', '短评打分': 5}
{'短评内容': '床好大不错不错', '短评打分': 5}
{'短评内容': '还好', '短评打分': 4}
{'短评内容': '还行', '短评打分': 4}
{'短评内容': '挺好的', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '酒店高大上的感觉，环境优雅。', '短评打分': 5}
{'短评内容': '房间相当不错，很满意。', '短评打分': 5}
{'短评内容': '一切都還不錯,房間配置及服務人員素質要再加強', '短评打分': 4}
{'短评内容': '可以', '短评打分': 4}
{'短评内容': '酒店离镇中心还是有段路，吃得不是很方便但是酒店有餐厅，房内空间还不错～价位与配套设施需要改善、这个价位浴室用品配置有待提升，其他还可以。', '短评打分': 4}
{'短评内容': '位置不错，设施都可以。房间格局大小满意灯光可名可明可暗.商务需求及休闲入住都很适宜离万科近走路五分钟闹中取静离长安北站也很近', '短评打分': 4}
{'短评内容': '初めての宿泊で4泊しました。 立地は\u3000ホテル前に香港空港からのバスが止まるので便利ですが、周辺に食事等の店が少なく、中国に不慣れな方には少し不便かも知れません。 館内は清潔に保たれており問題無いレベルで、フロントの従業員もとても愛想がいいです。とは言っても男性マネージャが英語可能ですが、それ以外は中国語オンリーのようです。 夜もとても静かに寝られました。周辺と比較し、少し価格が高いですが、リピート', '短评打分': 5}
{'短评内容': '感觉还不错啦！只是我入住的比较晚，倒头就睡了，呵呵……', '短评打分': 5}
{'短评内容': '房间设施不错', '短评打分': 3}
{'短评内容': '大堂服务人员态度一般，不冷不热的。房间比较干净，晚上也不吵。房间的电脑网速很慢，灯光很暗很暗很暗，这两点不喜欢。', '短评打分': 5}
{'短评内容': '酒店地点不错，热水太凉，望改进。', '短评打分': 3}
{'短评内容': '还不错，干净，早餐也不错。                     。', '短评打分': 5}
{'短评内容': '第一天入组的房间靠近楼梯口，上下楼的脚步声、开门的吱嘎声，吵得我都睡不着觉~~要求换房，被告知没有房间了~~结果一整晚没睡好~第二天换了一个房间，挺不错的，但是就贵了70块~~', '短评打分': 5}
{'短评内容': '房间很大，很宽敞，住着蛮舒服的。酒店性价比蛮高，住宿环境也不错', '短评打分': 5}
{'短评内容': '感觉物有所值，很不错的酒店，服务和设施我很满意，住着很舒服', '短评打分': 5}
{'短评内容': '服务人员非常热情，都是标志的笑容。感觉很舒适。', '短评打分': 5}
{'短评内容': '酒店位置还可以，不是很拥堵，购物和逛街感觉都很方便，酒店服务员态度都很有礼貌，很热情，住着蛮舒服的', '短评打分': 5}
{'短评内容': '性价比蛮高的酒店，很超值，服务到位，卫生条件蛮好', '短评打分': 5}
{'短评内容': '酒店的标配都非常好，都比较上档次。环境很舒适。', '短评打分': 5}
{'短评内容': '酒店提供的早餐很丰盛，可供选择，房间的设施很到位，服务员很有礼貌，比较超值', '短评打分': 5}
{'短评内容': '酒店的设施配置都比较新，早餐种类也很多很丰盛。', '短评打分': 5}
{'短评内容': '前台服务员很礼貌，房间硬件设施一应俱全，配套的硬件设施也不错，比如健身房和餐饮服务都很好', '短评打分': 5}
{'短评内容': '位置很方便，下了高速就直接到了。出行也很方便。', '短评打分': 5}
{'短评内容': '周边环境比较空旷，空气环境都很不错，适合自驾的客人。', '短评打分': 5}
{'短评内容': '酒店在五金城附近，西餐厅环境不错。足浴美女多。推荐', '短评打分': 3}
{'短评内容': 'ok &amp; good', '短评打分': 5}
{'短评内容': '沐足服务好', '短评打分': 5}
{'短评内容': '酒店设施蛮新的,早餐很丰盛.唯一缺点是住的房间窗户面对公司的宿舍', '短评打分': 5}
