{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '早餐挺好，停车位很多，房间很干净，酒店位置很好', '短评打分': 5}
{'短评内容': '住宿条件不错', '短评打分': 5}
{'短评内容': '住宿条件不错', '短评打分': 5}
{'短评内容': '住宿条件不错', '短评打分': 5}
{'短评内容': '位置不错，距离高铁站1.7公里', '短评打分': 5}
{'短评内容': '离高铁站很近，挺不错', '短评打分': 5}
{'短评内容': '离高铁站很近！房间不小！就是设备老旧！四星不值！早餐只能说吃饱！', '短评打分': 5}
{'短评内容': '忙了,都忘记了,不好意思还能说什么呢~~有 生之年能碰到老板这个店,够幸福的..', '短评打分': 5}
{'短评内容': '从专业角度来看，楼主的帖子立意肤浅，文笔晦涩，根本不值一顶；但既然已经上当进来，把帖子点开，不顶，则意味着少积3分，失去早日升级的机会。 顶，还是不顶...', '短评打分': 5}
{'短评内容': '地点在大路上，就是开车进停车场太费劲，必须违章才能进辅路', '短评打分': 5}
{'短评内容': '非常好，非常棒，地理位置也很好，交通特别方便，房间干净卫生', '短评打分': 5}
{'短评内容': '服务态度非常好，酒店的自助餐不错，价格在当地也不便宜，酒店设施有点旧了。', '短评打分': 5}
{'短评内容': '环境、服务都不错！', '短评打分': 5}
{'短评内容': '环境不错，比较安静', '短评打分': 5}
{'短评内容': '中石油的酒店，各方面一般', '短评打分': 4}
{'短评内容': '地理位置非常利于出游，离关林非常近，可步行前往，离龙门石窟也不远，大概5公里左右。出门就是汽车站，交通便利。缺点是离洛阳市区较远，房间有点异味，早餐比较简单。总体满意。', '短评打分': 5}
{'短评内容': '还行，早餐一般', '短评打分': 5}
{'短评内容': '较好。', '短评打分': 5}
{'短评内容': '地理位置不错，用餐方便，早餐丰富。', '短评打分': 5}
{'短评内容': '卫生不错，房间也不小，价位合适，饭菜较贵。', '短评打分': 4}
{'短评内容': '地理位置不错。附近有关林小吃街，餐饮很方便。 酒店附近都是单位居民区，很安全。 停车很方便。停车后保安大爷很负责，一再提醒所有东西不要放车上。 要是去旅游的话也推荐住。因为离龙门石窟非常近。 唯一不满的是，晚上用淋浴间花洒时，用着用着就没水了！没水了！没水了！', '短评打分': 5}
{'短评内容': '酒店环境相当不错，且离龙门石窟、关林等景点相当近', '短评打分': 4}
{'短评内容': '房间干净，周边环境有待改善。', '短评打分': 4}
{'短评内容': '基本是4星的水平，饭菜一般般。', '短评打分': 4}
{'短评内容': '酒店周边环境有待改善，内部干净，浴巾有点旧。', '短评打分': 4}
{'短评内容': '酒店卫生条件可以，用品不给力，周边环境一般般。', '短评打分': 4}
{'短评内容': '酒店里很干净，用品有点旧，周边环境一般般。', '短评打分': 4}
{'短评内容': '性价比还可以，房间尚宽敞，但设施较陈旧，周遭环境较偏僻，饮食有待体验。', '短评打分': 3}
{'短评内容': '到洛阳如果只到龙门石窟和关林景点的话，这里是首选，酒店离这两个景区和洛阳龙门高猴站都很近，很方便。 ', '短评打分': 5}
{'短评内容': '4星标准，3星价格，装修很新，离龙门石窟也很近，非常不错！', '短评打分': 5}
{'短评内容': '酒店离龙门石窟近，离市区太远半小时的车程，位置不好；早餐跟快捷酒店一样少；房间配套设施少，床太、被子硬；洗澡不舒服。', '短评打分': 3}
{'短评内容': '整体环境还算不错，就是那天，楼上多媒体室不知道搞什么活动，一大清早吵的要命，隔音措施不好！', '短评打分': 5}
{'短评内容': '地理位置很好，但是吃东西比较不方便，酒店里面的餐馆消费太高。', '短评打分': 5}
{'短评内容': ' 酒店不错，大厅字画颇有文化气息。用餐方便。', '短评打分': 3}
{'短评内容': '地理位置不错，美中不足的一点是枕头非常的不舒服，被罩与床单好像没洗干净一样，还很破旧。实在是不符合四星级酒店该有的样子啊！', '短评打分': 1}
{'短评内容': '标准的四星级酒店。价格便宜。干净明亮。只是夜里有时能听到火车叫声。', '短评打分': 5}
{'短评内容': '前台服务态度挺好的，酒店环境也不错，挺干净的，早餐很丰富，就是一楼餐厅有点贵而且上菜的速度也很慢。', '短评打分': 5}
{'短评内容': '酒店挺好的 200左右很值得 但是涨价了 就有点不划算了', '短评打分': 5}
{'短评内容': '酒店住宿环境不错，下次还会选择；大门前正在修路，过车不太方便；估计一个月后就会畅通了。', '短评打分': 5}
{'短评内容': '这条街正在修路，有点难找，周围也不是很热闹，吃饭的地方要到远的地方才有。早餐品种很少，不像是四星级的。', '短评打分': 1}
{'短评内容': '服务很好，房间设施不错，特别称赞的是酒店餐厅，味道很不错,就是早餐太晚了!可惜门前正在修路，交通有所不便。', '短评打分': 5}
{'短评内容': ' 就是一单位的招待所，消费不满千元居然不给机打发票。房间隔音不好，楼下的火车声一整晚都没停啊。门口修路那个绕啊。就是离龙门石窟近。', '短评打分': 3}
{'短评内容': '酒店前台很热情，但是没有人帮我们拿行李...挺宽敞的车位，有人看车，自驾的话还不错。离龙门石窟很近，坐公交或者打车都可以，打车8元。不过停在景区路边的车貌似是黑车，表跑很快。酒店的人都很热情，尤其是餐厅里013那位服务员。房间很大，不过洛阳在修路。。。路况比较差。我们住临街，稍微有点吵。网速很快，免费的。酒店有两个餐厅，一层的中餐很好吃，013为我们推荐了挺不错的菜，另外还帮我们介绍了景区和路线，', '短评打分': 5}
{'短评内容': '酒店内部设施比在网上看评论想像的好很多。服务态度很好。感觉不方便的是门前修路，到酒店费了不少时间，尘土也给酒店内部造成了一些影响。总体说不错，感觉很舒服。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': ' 房间还算ok，就是房间隔音不好。客户抱怨说外面的火车声吵的他很难入睡。而且门前修路很不方便。不值这个价。', '短评打分': 3}
{'短评内容': '酒店在龙门大道边,去龙门石窟很方便,离市中心景点有些远,周边购物及餐饮也都有,现在门口修路,但房间隔音好,出行也没有显著影响.', '短评打分': 5}
{'短评内容': '门外在修路，附近搞拆迁，貌似入住率不太高，安排了不靠马路的房间，倒还清静，离市区较远，餐厅较贵，离高铁站和石窟近，所以选择了这里，还算满意。', '短评打分': 5}
{'短评内容': '酒店位置很好，到龙门石窟及高铁站很近，酒店门口右转到十字路口有公交车直到白马寺。但洛阳最近到处在修路，很多公交车都改道，要仔细问人。如果没记错，应该在酒店门口左侧关林南公交站上车，坐一站，到关林路（公交枢纽－应该临时的），就在下车的车站有到龙门石窟及高铁站的车；从高铁或龙门石窟到酒店也是坐公交车到关林南下车。当然去高铁站打车最方便（洛阳的士大多不打表，到高铁站20元，几分钟到）。服务热情，走的时候', '短评打分': 5}
{'短评内容': '酒店设施还可以，可住。整体性价比一般..........................', '短评打分': 1}
{'短评内容': '酒店设备很新, 地理位置很好就在龙门石窟和高铁站附近, 下次会再去', '短评打分': 5}
{'短评内容': '酒店的设置一般，早餐根本不是四星级的标准，价格稍贵点，估计是旅游季节惹的祸。一切从简了吧。', '短评打分': 1}
{'短评内容': '酒店设备很新, 地理位置很好就在龙门石窟和高铁站附近, 下次会再去。\n\n', '短评打分': 5}
