{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '很好很很好很好很好很好', '短评打分': 5}
{'短评内容': '很好很很好很好很好很好', '短评打分': 5}
{'短评内容': '从11年开始入住的酒店，非常不错，在北碚缙云山山下，空气质量非常的好，人不是很多，没有市区的喧嚣，不喜欢热闹的人可以住在这里', '短评打分': 5}
{'短评内容': '酒店条件以及与高铁站机场交通都很便利。商务出差、往返西南大学极很方便。唯一有点遗憾的是“温泉大酒店”但没发现温泉？', '短评打分': 5}
{'短评内容': '房间干净整洁', '短评打分': 5}
{'短评内容': '早餐很好，有停车场，方便。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '住起来很好', '短评打分': 5}
{'短评内容': '早餐不错！', '短评打分': 5}
{'短评内容': '酒店位置非常好，交通很方便，楼下面?️很多餐饮，酒店性价比很高，值得推荐入住。', '短评打分': 5}
{'短评内容': '周边环境不错，好吃的东西不少。', '短评打分': 3}
{'短评内容': '非常好，交通便利，还有温泉', '短评打分': 5}
{'短评内容': '酒店硬件设施和环境不错，有三点改进意见：1、卫生间马桶明显尿渍臭气。2、温泉2楼休息区除柠檬水，其它橙汁和葡萄汁供应中断，没有服务员添加。泡完温泉的休息区也只有桶装白水供来宾饮用，想自费买瓶可乐，却被告知没有此服务！3、房间WIFI无法使用。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '酒店旁边有个超市。交通也还可以。', '短评打分': 4}
{'短评内容': '代朋友订，还不错', '短评打分': 5}
{'短评内容': 'Very good hotel. For foreigner, it is inconvenient to communicate with hotel staff in Chinese, especially, here BeiBei area in Chongqing, English is not available. However, no problem to use English i', '短评打分': 5}
{'短评内容': '还可以。不错', '短评打分': 5}
{'短评内容': '整体不错，房间大，周围也方便，北碚出差还是不错的选择', '短评打分': 5}
{'短评内容': '已经是第三次来了，很满意', '短评打分': 5}
{'短评内容': '今年第三次入住，不错', '短评打分': 4}
{'短评内容': '房间以及房内实施不错，价格比较实惠。\n但是在北碚比较偏。\n出门时出租车不太好叫。', '短评打分': 5}
{'短评内容': '很不错的酒店，干净卫生服务好，下次还会入住', '短评打分': 5}
{'短评内容': 'hotel ok, big room, just a bit pricy, ok to stay here.', '短评打分': 5}
{'短评内容': '還可以、乾淨、交通不方便、附近有超市百貨公司', '短评打分': 5}
{'短评内容': '一个月都要在这里来住几天，习惯这里的一起，习惯了就不喜欢换了。', '短评打分': 5}
{'短评内容': '还好吧，习惯在这里了。什么都还好。喜欢吃早餐的面包。', '短评打分': 5}
{'短评内容': '6楼没有无线网络，但介绍上又写有无线网络。', '短评打分': 5}
{'短评内容': '自助早餐，选择太少', '短评打分': 3}
{'短评内容': '还可以，比直接去酒店便宜。', '短评打分': 3}
{'短评内容': '酒店总体来说不错，特别是餐厅很华丽，里面的重庆特色小吃很赞。\n唯一遗憾的是，位置有点偏。', '短评打分': 5}
{'短评内容': '酒店服务态度很好,交通便利,设备较新。', '短评打分': 3}
{'短评内容': '酒店地理位置较好,房间干净,服务态度好。', '短评打分': 3}
{'短评内容': '房间整体比较整洁，看上去还是不错的。唯一一点就是房间里吃的东西少了点，有时候晚上饿了，就没啥东西可吃，并且酒店没有24小时夜宵提供，这点还需要酒店完善。最后不得不提的是在价格上面希望酒店多开出几个特价房，太贵的房间可能让消费者无法吃得消啊！', '短评打分': 5}
{'短评内容': ' 现在升五星级，服务还是跟以前差不多，但房价上得较多。', '短评打分': 3}
{'短评内容': '感觉很值，很有潜力，早餐很好吃。就是，不好打车。去机场很方便', '短评打分': 5}
{'短评内容': '环境不错。周边就是嘉陵风情街，可以去走走。', '短评打分': 3}
{'短评内容': '酒店空气很好！配套设施健全！', '短评打分': 3}
{'短评内容': '酒店还不错，服务也很好，早餐一般吧，跟酒店价格不匹配！', '短评打分': 5}
{'短评内容': '酒店还不错，服务也很好，不过酒店帮忙找的出租车真的挺贵的。', '短评打分': 5}
{'短评内容': '不错，附近有商业街和缙云步道。方便、安静。但没有温泉啊？\n', '短评打分': 5}
{'短评内容': '性价比可以，就是稍微偏僻了一点离市区比较远', '短评打分': 5}
{'短评内容': '酒店性价比可以 对面还有步行街 吃饭的地方蛮多的', '短评打分': 5}
{'短评内容': '早餐很丰盛，停车场足够用还有人给指挥很热情，房间卫生非常好也足够大，就是当天下雨感觉有点潮湿，网速很快，硬件设施和软件设施都不错，到西南大学在这里住很方便，性价比很高，唯有不足温泉还没有开，名字却是温泉酒店，有些不符。', '短评打分': 5}
{'短评内容': '下高速公路很容易就找到了，停车场足够用，环境很好房间也很大，在北碚区应该是数的上的酒店，早餐很丰盛，还会入住。', '短评打分': 5}
{'短评内容': '非常好，有荞麦枕头和其他特色枕头提供，很舒服，室内环境很干净，停车场很大，打车也很方便，下次还会去住。', '短评打分': 5}
{'短评内容': '非常好，早餐也很丰富，北碚区非常不错的酒店，周围吃饭的地方少点因为在新区，停车场很大，服务人员很有礼貌。', '短评打分': 5}
{'短评内容': '设施好', '短评打分': 3}
{'短评内容': '还可以,可惜没有电脑。', '短评打分': 3}
{'短评内容': '非常好！房间干净，而且很大。床睡的也很舒服。特别是酒店的早餐非常好。酒店的性价比非常高。', '短评打分': 5}
{'短评内容': '第一天住感觉还是不错的，单人间所有设备都是两人份。早餐很丰盛，可惜只有一份。只是第二天住的时候发生了很不愉快的事情，没有得到好的解决，最后酒店方面不了了之。也没有精力再多追究。酒店管理亟需完善，否则太可惜了。\n\n另北碚的环境很好，很舒服。', '短评打分': 1}
{'短评内容': '服务员早上的时候不敲门就冲进来了。。。。。正在换衣服。。。非常的无语。找酒店前台后，大堂经理找各种理由来推诿，除了口头致歉外，没有有诚意的道歉举动，非常的不满意。而且更让我无语的是，正在交涉时，另一个住宿的美女姐姐也在投诉说住了一晚，太阳镜不知道哪里去了。不知道五星酒店管理成这样是否有点太对不起五星这个价格了？\n\n温泉还是没有修好，还是不能泡温泉。', '短评打分': 1}
{'短评内容': '性价比非常高，在北碚非常好的一个酒店，背靠山，空气非常好！酒店内设施完善！', '短评打分': 5}
{'短评内容': '不愧建在北碚区政府旁边,装潢十分气派,性价比较高', '短评打分': 3}
{'短评内容': '每次去北碚都住那，很不错 ···········', '短评打分': 5}
{'短评内容': '每次去北碚都会住这个店的说~VERY GOOD', '短评打分': 5}
