{'descr': '连锁酒店都差不多吧', 'star': 5}
{'descr': '还可以还可以', 'star': 4}
{'descr': '环境很差,卫生也不好,不满意!', 'star': 2}
{'descr': '房间很干净，晚上睡觉时候也很安静，对面就是超市和购物中心，公交车站，非常方便。服务人员态度也很友善，都尽力帮着解决一些问题，酒店设施稍微旧了些，但对的起这个价格，毕竟是全国连锁的酒店，价格可是周边最便宜的。旁边就是长江大桥，吃完晚饭，消消停停的上桥看看夜景去', 'star': 4}
{'descr': '还行', 'star': 3}
{'descr': '很好', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '住过最差的汉庭', 'star': 1}
{'descr': '差，', 'star': 2}
{'descr': '还可以', 'star': 5}
{'descr': '有点醉，wifi都没', 'star': 4}
{'descr': '出行方便，环境不错，也很干净。', 'star': 5}
{'descr': '出行方便，整洁卫生，性价比很高！', 'star': 5}
{'descr': '地理位置不错。闹中取静', 'star': 5}
{'descr': '服务越来越没有以前好了，下次要考虑换别的地方了', 'star': 1}
{'descr': '服务越来越没有以前好了，下次要考虑换别的地方了', 'star': 1}
{'descr': '位置和设施都不错', 'star': 3}
{'descr': '位置和设施都不错', 'star': 3}
{'descr': ' 我已第二次入住汉庭 真有家的感觉 以后出差就住汉庭了 不过要能提供一点点茶叶就更完美了。', 'star': 3}
{'descr': ' 我已第二次入住汉庭 真有家的感觉 以后出差就住汉庭了 不过要能提供一点点茶叶就更完美了。', 'star': 3}
{'descr': '还可以，出行还比较方便，酒店的早餐一般，不过酒店还是很干净，不错', 'star': 5}
{'descr': '还可以，出行还比较方便，酒店的早餐一般，不过酒店还是很干净，不错', 'star': 5}
{'descr': '网速很快周围也有很多吃饭的地方 地理位置不错', 'star': 5}
{'descr': '网速很快周围也有很多吃饭的地方 地理位置不错', 'star': 5}
{'descr': '酒店房间非常小，特价房无窗，隔音效果差，没有非一次性拖鞋。服务还行。价格稍微加几十元，可以在同样的地段订到更好的房间。', 'star': 1}
{'descr': '酒店房间非常小，特价房无窗，隔音效果差，没有非一次性拖鞋。服务还行。价格稍微加几十元，可以在同样的地段订到更好的房间。', 'star': 1}
{'descr': '房间干净整洁，周边吃的也比较多，交通也很方便。', 'star': 5}
{'descr': '房间干净整洁，周边吃的也比较多，交通也很方便。', 'star': 5}
{'descr': '还是一样的温馨 干净整洁 很舒适 经济实惠', 'star': 5}
{'descr': '还是一样的温馨 干净整洁 很舒适 经济实惠', 'star': 5}
{'descr': '酒店很干净，很温暖，是如家的一贯风格。位置在狮子桥旁边，有很多吃的，交通也很方便。', 'star': 5}
{'descr': '酒店很干净，很温暖，是如家的一贯风格。位置在狮子桥旁边，有很多吃的，交通也很方便。', 'star': 5}
{'descr': '交通方便房间干净安静整体不错就是空调热风不给力哈', 'star': 3}
{'descr': '交通方便房间干净安静整体不错就是空调热风不给力哈', 'star': 3}
{'descr': '房间的墙不是实体墙，因为处于市区，价格和特别贵，尤其是电梯，感觉怪怪的。早餐挺丰盛，但贵一点。', 'star': 1}
{'descr': '房间的墙不是实体墙，因为处于市区，价格和特别贵，尤其是电梯，感觉怪怪的。早餐挺丰盛，但贵一点。', 'star': 1}
{'descr': '新配了吹风机，方便。买东西，吃饭都很方便。', 'star': 5}
{'descr': '新配了吹风机，方便。买东西，吃饭都很方便。', 'star': 5}
{'descr': '每次同事出差都订这家酒店，他们都说还行。交通方便，周边吃的也多。', 'star': 5}
{'descr': '每次同事出差都订这家酒店，他们都说还行。交通方便，周边吃的也多。', 'star': 5}
{'descr': '总体来说还可以 只是我订的是特惠房 没有窗户 比较闷 还有就是房间隔音效果确实是和不好 交通到是挺方便 ', 'star': 5}
{'descr': '总体来说还可以 只是我订的是特惠房 没有窗户 比较闷 还有就是房间隔音效果确实是和不好 交通到是挺方便 ', 'star': 5}
{'descr': '位置很好，临近狮子桥。杯具的是我住的房间空调吵得要死。', 'star': 5}
{'descr': '位置很好，临近狮子桥。杯具的是我住的房间空调吵得要死。', 'star': 5}
{'descr': '酒店挺好的，每次同事出差去南京都会给他们预订这家酒店。', 'star': 5}
{'descr': '酒店挺好的，每次同事出差去南京都会给他们预订这家酒店。', 'star': 5}
{'descr': '酒店很好，交通便利，酒店周边好吃好玩的也很多。', 'star': 5}
{'descr': '酒店很好，交通便利，酒店周边好吃好玩的也很多。', 'star': 5}
{'descr': '位置非常好，周边吃喝玩乐齐全，价格有点小贵。', 'star': 5}
{'descr': '位置非常好，周边吃喝玩乐齐全，价格有点小贵。', 'star': 5}
{'descr': '房间还可以，就是隔音效果差，隔壁说话声音都听得见。如果房内再安排个能放东东的柜子就好了。所处位置挺好，交通便利，离狮子桥美食街很近。', 'star': 5}
{'descr': '房间还可以，就是隔音效果差，隔壁说话声音都听得见。如果房内再安排个能放东东的柜子就好了。所处位置挺好，交通便利，离狮子桥美食街很近。', 'star': 5}
{'descr': '离南京狮子桥步行街很近，出门往右过一条马路就到了。往左走一点路，马路对面就是号称金陵一绝的天尝里脊。\n订的是特惠房，说是无窗，其实还是有窗的，就是离对面的房间很近。服务还是还可以的，说要电吹风就给送过来的，虽然速度慢了点，说是因为保安大叔去巡逻了。\n床很大，就是有个枕头套上破了一个洞。\n再一个就是房卡进门时，芯片朝上插进去，二货表示纠结了半天还以为房卡坏了呢。。。囧', 'star': 5}
{'descr': '离南京狮子桥步行街很近，出门往右过一条马路就到了。往左走一点路，马路对面就是号称金陵一绝的天尝里脊。\n订的是特惠房，说是无窗，其实还是有窗的，就是离对面的房间很近。服务还是还可以的，说要电吹风就给送过来的，虽然速度慢了点，说是因为保安大叔去巡逻了。\n床很大，就是有个枕头套上破了一个洞。\n再一个就是房卡进门时，芯片朝上插进去，二货表示纠结了半天还以为房卡坏了呢。。。囧', 'star': 5}
{'descr': '配置有点落后，电视太小，但是装饰风格还挺好的，换个一次房间一次是粉色的一次是草绿色的~', 'star': 5}
