{'descr': '毛巾被子，都成黑的', 'star': 1}
{'descr': '服务态度很差', 'star': 2}
{'descr': '距离医院很近，照顾病人休息很方便', 'star': 4}
{'descr': '经济实惠', 'star': 5}
{'descr': '好舒服，家的感觉', 'star': 5}
{'descr': '酒店服务很好', 'star': 3}
{'descr': '酒店服务很好', 'star': 3}
{'descr': 'The color of the hotel is not good, it give you a feeling that you double if it is clean.', 'star': 1}
{'descr': 'The color of the hotel is not good, it give you a feeling that you double if it is clean.', 'star': 1}
{'descr': '价格虽然高点，房间虽然小点，在这个位置还是可以接受的，总体比较好。', 'star': 5}
{'descr': '价格虽然高点，房间虽然小点，在这个位置还是可以接受的，总体比较好。', 'star': 5}
{'descr': '经济型酒店，没有什么特别的，离使馆较近办事方便。', 'star': 5}
{'descr': '经济型酒店，没有什么特别的，离使馆较近办事方便。', 'star': 5}
{'descr': '房间比较小，标间里也只有一张椅子。没有衣柜，无法晾晒衣服。', 'star': 1}
{'descr': '房间比较小，标间里也只有一张椅子。没有衣柜，无法晾晒衣服。', 'star': 1}
{'descr': '大床房，还以为比较宽敞，没想到那么小啊。', 'star': 5}
{'descr': '大床房，还以为比较宽敞，没想到那么小啊。', 'star': 5}
{'descr': '价格贵空间小，胜在地理位置十分优越啊，赶飞机的朋友很方便。', 'star': 5}
{'descr': '价格贵空间小，胜在地理位置十分优越啊，赶飞机的朋友很方便。', 'star': 5}
{'descr': '屋里的装修正如它的名字一样“如家”像家一样，很温馨，洗浴设施也不错，当时预定的是经济型大床房，结果没有了，前台服务很好，立即给换了个商务大床房，住着很舒服，唯一感觉别扭的就是房间有点小，不过在这个位置，能有这个性价比已经很不错了！', 'star': 5}
{'descr': '屋里的装修正如它的名字一样“如家”像家一样，很温馨，洗浴设施也不错，当时预定的是经济型大床房，结果没有了，前台服务很好，立即给换了个商务大床房，住着很舒服，唯一感觉别扭的就是房间有点小，不过在这个位置，能有这个性价比已经很不错了！', 'star': 5}
{'descr': '卫生挺好，就是房间太小！网线够长，没啥噪音啥的', 'star': 5}
{'descr': '卫生挺好，就是房间太小！网线够长，没啥噪音啥的', 'star': 5}
{'descr': '本店服务很好,就是房间小一点?推荐!', 'star': 3}
{'descr': '本店服务很好,就是房间小一点?推荐!', 'star': 3}
{'descr': '我在5月2入住如家快捷酒店（北京燕莎新源里店），房间很干净，舒适。前台服务也很好。只是房间有些小，还不太隔音。', 'star': 3}
{'descr': '我在5月2入住如家快捷酒店（北京燕莎新源里店），房间很干净，舒适。前台服务也很好。只是房间有些小，还不太隔音。', 'star': 3}
{'descr': '酒店很好，还免费升级了数码大床房，大家可以选择这家酒店入住', 'star': 3}
{'descr': '酒店很好，还免费升级了数码大床房，大家可以选择这家酒店入住', 'star': 3}
{'descr': '店还可以，就是有些小，服务也还可以！以后还会给朋友推荐的', 'star': 5}
{'descr': '店还可以，就是有些小，服务也还可以！以后还会给朋友推荐的', 'star': 5}
{'descr': '位置还可以，房间很小，给这家店的建议是，电视的安装位置似乎有点太高了，躺在床上看起来的视角很不好，站在地上看还可以看清楚，但是坐着或躺着看效果都很差了，脖子一直仰着看，也很累。另外，对于客户从哪家网站预订的，希望前台工作人员一定处理好，使顾客满意度提高。', 'star': 5}
{'descr': '位置还可以，房间很小，给这家店的建议是，电视的安装位置似乎有点太高了，躺在床上看起来的视角很不好，站在地上看还可以看清楚，但是坐着或躺着看效果都很差了，脖子一直仰着看，也很累。另外，对于客户从哪家网站预订的，希望前台工作人员一定处理好，使顾客满意度提高。', 'star': 5}
{'descr': '比较不错的享受！房间虽然比较小，但是设置的很温馨！服务员很亲切！餐厅伙食也不错！值得推荐！！尤其周边交通还是比较方便的，至少对我哦来说很便捷！', 'star': 5}
{'descr': '比较不错的享受！房间虽然比较小，但是设置的很温馨！服务员很亲切！餐厅伙食也不错！值得推荐！！尤其周边交通还是比较方便的，至少对我哦来说很便捷！', 'star': 5}
{'descr': '房间用的东西还是不错的，但是就是太小了，我订的大床房，除了床剩下的就是一条过道了！', 'star': 5}
{'descr': '房间用的东西还是不错的，但是就是太小了，我订的大床房，除了床剩下的就是一条过道了！', 'star': 5}
{'descr': '办签证很方便，房间随小，但很清洁。总体来说还算满意。觉得价格稍贵。', 'star': 5}
{'descr': '办签证很方便，房间随小，但很清洁。总体来说还算满意。觉得价格稍贵。', 'star': 5}
{'descr': '位置比较方便。。。而且卫生服务态度都比较好。下次去还是会考虑。', 'star': 5}
{'descr': '位置比较方便。。。而且卫生服务态度都比较好。下次去还是会考虑。', 'star': 5}
{'descr': '还不错！离三里屯很近，很方便！', 'star': 3}
{'descr': '还不错！离三里屯很近，很方便！', 'star': 3}
{'descr': '酒店位置很好，住宿条件只能说还可以，毕竟是北京嘛寸土寸金，但有一点要提下前台接待的男服务员态度实在不太好，一点都不热情，感觉不到北京欢迎我们的感觉！', 'star': 5}
{'descr': '酒店位置很好，住宿条件只能说还可以，毕竟是北京嘛寸土寸金，但有一点要提下前台接待的男服务员态度实在不太好，一点都不热情，感觉不到北京欢迎我们的感觉！', 'star': 5}
{'descr': '位置还好找就在使管区北1000米琨莎大厦斜对面服务挺好还干净。床大，房不大。在北京这地还行，办签证方便。', 'star': 3}
{'descr': '位置还好找就在使管区北1000米琨莎大厦斜对面服务挺好还干净。床大，房不大。在北京这地还行，办签证方便。', 'star': 3}
{'descr': '很不错，很干净，就是房间不大，但是去使馆真的很方便', 'star': 5}
{'descr': '很不错，很干净，就是房间不大，但是去使馆真的很方便', 'star': 5}
{'descr': '房间有点小，其它的到还不错！', 'star': 3}
{'descr': '房间有点小，其它的到还不错！', 'star': 3}
{'descr': '在北京如家酒店里算是比较好的一家了，设施完善，服务周到，还可以送餐，蛮方便的。', 'star': 5}
{'descr': '在北京如家酒店里算是比较好的一家了，设施完善，服务周到，还可以送餐，蛮方便的。', 'star': 5}
{'descr': '酒店不好找。\n房间是很干净，前台人员的服务态度也还好\n', 'star': 1}
{'descr': '酒店不好找。\n房间是很干净，前台人员的服务态度也还好\n', 'star': 1}
{'descr': '房间较小', 'star': 3}
{'descr': '房间较小', 'star': 3}
{'descr': '房间太小了，卫生情况还是不错的，建议朋友不要去住数码大床，真的很小', 'star': 1}
{'descr': '房间太小了，卫生情况还是不错的，建议朋友不要去住数码大床，真的很小', 'star': 1}
{'descr': '酒店的房间太小了，虽然地理位置不错，不推荐1个人住一间的数码大床房，有行李就很不方便了', 'star': 1}
{'descr': '酒店的房间太小了，虽然地理位置不错，不推荐1个人住一间的数码大床房，有行李就很不方便了', 'star': 1}
{'descr': '房间有点小 其他都不错\n\n住的是数码房间 有电脑。房间放下一张床以外 只有个小走到 \n空间特别小 \n\n卫生间倒是比较大 设计不太合理', 'star': 5}
{'descr': '房间有点小 其他都不错\n\n住的是数码房间 有电脑。房间放下一张床以外 只有个小走到 \n空间特别小 \n\n卫生间倒是比较大 设计不太合理', 'star': 5}
{'descr': '房间太小，疑似无消防通道', 'star': 3}
{'descr': '房间太小，疑似无消防通道', 'star': 3}
{'descr': '大床房房间好小啊，不过早餐挺丰富的。离德国大使馆很近，办签证方便。', 'star': 5}
{'descr': '大床房房间好小啊，不过早餐挺丰富的。离德国大使馆很近，办签证方便。', 'star': 5}
{'descr': '服务态度很好，本人很满意', 'star': 3}
{'descr': '服务态度很好，本人很满意', 'star': 3}
{'descr': '地段不错，房间偏小。性价比良好', 'star': 3}
{'descr': '地段不错，房间偏小。性价比良好', 'star': 3}
{'descr': '服务不错', 'star': 3}
{'descr': '服务不错', 'star': 3}
{'descr': '还可以，就是有点贵，交通还算便利，环境还算安静，这点比较好', 'star': 5}
{'descr': '还可以，就是有点贵，交通还算便利，环境还算安静，这点比较好', 'star': 5}
{'descr': '交通很方便，房间小，但床很大。含早的话就完美了。', 'star': 5}
