{'descr': '十一涨价太多了', 'star': 3}
{'descr': '结婚时住的，结婚起床都早，结果没热水，没办法洗头发，都用冷水洗的，特意选的一家大的宾馆还不如找个快捷酒店呢，给总机打电话说一会就热，结果一个小时都没热，快6点了都没热，而且洗手间地特别滑。', 'star': 2}
{'descr': '因为结婚用住的，所以早上4点多起床的，要洗头发，结果水是凉的，很凉的，打电话给总机说让放10鈡，结果还是凉的。', 'star': 2}
{'descr': '一家人去的，定了两间房，装修比较老了，性价比看整体不错，去关门山住本溪满族自治县的话，附近的确也没有其他的太好的选择。还不错', 'star': 4}
{'descr': '位置较偏，只能在酒店，做菜特咸。', 'star': 5}
{'descr': '小地方能有这么不错的宾馆，还是挺不容易的！', 'star': 5}
{'descr': '环境卫生 交通方便', 'star': 5}
{'descr': '一般', 'star': 5}
{'descr': '订的是家庭房 房间有味道像是酸奶坏了的味道 比较恶心 房间设施还不错 定的房间套餐里还提供免费早餐 有点不是很方便比较偏 周围的商店饮食都不是很近 基本走路在八到十五分钟 去水洞和关门山客运站都是打车出行的 总体来说还可哟 如果定家庭房这个还是比较合适的', 'star': 4}
{'descr': '挺好的 整洁。比较舒适。卫生条件差一点。还好。', 'star': 3}
{'descr': '酒店位置好', 'star': 5}
{'descr': '一般', 'star': 2}
{'descr': '条件还不错，不过价位还是偏高一些，和北京差不多了', 'star': 3}
{'descr': '房间干净，周边环境一般', 'star': 4}
{'descr': '位置比较偏，吃饭及购物不太方便。距离最近的饭馆也比较远。', 'star': 3}
{'descr': '干净 住宿主要是干净就好 好评好评', 'star': 5}
{'descr': '酒店干净，设施也很新，床又宽又舒服，前台的服务态度非常不错。餐厅的早餐很可口，样式也比较多，用心做了。总体是很满意的！性价比比较高！如果去本溪水洞旅游的话，这家饭店是很推荐的！~', 'star': 5}
{'descr': '酒店干净，设施也很新，床又宽又舒服，前台的服务态度非常不错。餐厅的早餐很可口，样式也比较多，用心做了。总体是很满意的！性价比比较高！如果去本溪水洞旅游的话，这家饭店是很推荐的！~', 'star': 5}
{'descr': '提高软件服务水平会增加锦江之星的入住回头率，建议在房价中含早餐', 'star': 5}
{'descr': '提高软件服务水平会增加锦江之星的入住回头率，建议在房价中含早餐', 'star': 5}
{'descr': '干净卫生，房间再大点就更好了', 'star': 3}
{'descr': '干净卫生，房间再大点就更好了', 'star': 3}
{'descr': '地理位置不错，特别是离华师大较近，房间卫生也不错', 'star': 5}
{'descr': '地理位置不错，特别是离华师大较近，房间卫生也不错', 'star': 5}
{'descr': '酒店很好，很舒服，非常棒，希望能再优惠点', 'star': 5}
{'descr': '酒店很好，很舒服，非常棒，希望能再优惠点', 'star': 5}
{'descr': '我一直推荐我的朋友选择住这个酒店，他们都很满意。出入方便', 'star': 5}
{'descr': '我一直推荐我的朋友选择住这个酒店，他们都很满意。出入方便', 'star': 5}
{'descr': '价格有些贵，不过服务蛮不错的，临街的房间有些吵。主要是地理位置比较好，交通蛮方便，靠近3、4号线金沙江站和华师大。', 'star': 5}
{'descr': '价格有些贵，不过服务蛮不错的，临街的房间有些吵。主要是地理位置比较好，交通蛮方便，靠近3、4号线金沙江站和华师大。', 'star': 5}
{'descr': '对座地铁来说交通便利，就是自己开车有点不方便，不过有点闹中取静的感觉', 'star': 5}
{'descr': '对座地铁来说交通便利，就是自己开车有点不方便，不过有点闹中取静的感觉', 'star': 5}
{'descr': '总体感觉还不错的，比较满意，当天睡得比较舒服的。电吹风也给送来的比较及时。服务很满意。', 'star': 5}
{'descr': '总体感觉还不错的，比较满意，当天睡得比较舒服的。电吹风也给送来的比较及时。服务很满意。', 'star': 5}
{'descr': '价格比较贵，单人间空间较小，隔音效果也比较差。', 'star': 1}
{'descr': '价格比较贵，单人间空间较小，隔音效果也比较差。', 'star': 1}
{'descr': '离华师大很近、但是也离马路很近、我晚上睡眠不好一直听见马路上车来车往、空调很吵很吵、硬件不错、房间宽敞明亮、但是前台态度非常不好、可是电话接线员还不错，但是吹风机很少、要排队等很久', 'star': 5}
{'descr': '离华师大很近、但是也离马路很近、我晚上睡眠不好一直听见马路上车来车往、空调很吵很吵、硬件不错、房间宽敞明亮、但是前台态度非常不好、可是电话接线员还不错，但是吹风机很少、要排队等很久', 'star': 5}
{'descr': '酒店环境不错，就是交通不怎么方便，自己开车要绕个圈子，停车场也不方便', 'star': 5}
{'descr': '酒店环境不错，就是交通不怎么方便，自己开车要绕个圈子，停车场也不方便', 'star': 5}
{'descr': '帮朋友订的，比较干净整洁，交通也比较方便，下次应该还会入住。', 'star': 5}
{'descr': '帮朋友订的，比较干净整洁，交通也比较方便，下次应该还会入住。', 'star': 5}
{'descr': '房子位置还可以，离地铁站和华师大都很近，房间设施也还可以，床蛮舒服的，看的出来比较卫生。但是大床间房间有点小，最重要的是附近很吵，晚上很久睡不着，所以不推荐', 'star': 1}
{'descr': '房子位置还可以，离地铁站和华师大都很近，房间设施也还可以，床蛮舒服的，看的出来比较卫生。但是大床间房间有点小，最重要的是附近很吵，晚上很久睡不着，所以不推荐', 'star': 1}
{'descr': '很好，干净，位置好，就是有点噪音，房间有点小', 'star': 5}
{'descr': '很好，干净，位置好，就是有点噪音，房间有点小', 'star': 5}
{'descr': '性价比不高，不过卫生还不错，就是房间小，隔音差', 'star': 5}
{'descr': '性价比不高，不过卫生还不错，就是房间小，隔音差', 'star': 5}
{'descr': '如果你要沿本桓线看红叶的话，这是小市镇目前（2011年以前）最好的小旅馆了。地点在滨河东路，相对离镇中心较远。但对自驾游的旅客来说不是问题。房间的装修肯定是受到了高人指点，布局、设施都算比较全了。基本够上三星级的标准。但问题是我住的那天晚上，房间的灯有好几个不亮、电视也没电。后来现换得房间。另外，不知什么原因，自来水里有股怪味，烧开了也没法喝。', 'star': 5}
