{'短评内容': '非常满意', '短评打分': 5}
{'短评内容': '客栈位置在一个小区里，没有牌子，不容易找。环境很好，很安静不吵闹，适合带孩子住，没有早餐，房间里没有主灯，有些暗', '短评打分': 5}
{'短评内容': '真的出乎我意料之外的满意，房间的设施配置很好，是一个小区里面的豪华住宅。最让人意外的是，以为钱包落下了，不报什么希望的时候，老板电话过来说找到了，问要不要寄回，真是暖心', '短评打分': 5}
{'短评内容': '下次一定光临', '短评打分': 5}
{'短评内容': '（）下次一定光临', '短评打分': 5}
{'短评内容': '老板人超好 所有一切都很满意', '短评打分': 5}
{'短评内容': '环境好，老板好', '短评打分': 5}
{'短评内容': '小区里的环境不错，门口有个小花池，小区里绿色植物很多。房间很干净，很温馨。客栈不在古城内，所以比较安静。老板娘好漂亮，老板人很实在。我们是临时决定来丽江的，老板娘介绍了好多好玩和好吃的地方。真心感谢！', '短评打分': 5}
{'短评内容': '酒店很干净很温馨，老板人也很好，下次来还会选这里', '短评打分': 5}
{'短评内容': '价格便宜，停车方便，老板很热情', '短评打分': 5}
{'短评内容': '在这里住了好几天，感觉非常的不错。。。', '短评打分': 5}
{'短评内容': '感觉非常不错，愉快的旅行。。。。。', '短评打分': 5}
{'短评内容': '非常好的一家经济型客栈，值得入住。', '短评打分': 5}
{'短评内容': '在丽江用这么便宜的房价住到这个客栈，我觉得性价比很高。客房大小合适，装饰简洁，洗手间很大，有浴霸，洗澡不冷，水也大。交通方便，离古城很近，但是又不喧哗利于休息。但是最最好的是这家老板小黎人超好，勤勉热忱待人。因为我们对云南旅游心有顾忌，怕购物之类，所以不愿意参加旅行团，就自由行了。我们年过半百，力不从心，他提出给我们包车，香格里拉玉龙雪山等，报价比市面将近便宜一半，当时联络的时候还将信将疑。火车到', '短评打分': 5}
{'短评内容': '挺好的，老板也好', '短评打分': 5}
