{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '哈哈哈哈哈哈哈哈哈哈哈哈', '短评打分': 5}
{'短评内容': '酒店设施陈旧，环境与服务还不错', '短评打分': 4}
{'短评内容': '早餐不错，位置好，有停车场。', '短评打分': 5}
{'短评内容': '整体不错，前台很热情。', '短评打分': 5}
{'短评内容': '位置好，早餐也不错，周边方便，不知道是不是当地最好的。窗子直接可以看到广场，以后还会入住，还是可以。', '短评打分': 5}
{'短评内容': '门前一个大广场，大厅很大，早餐可以，地下车库有点旧了。到奥陶纪四十多分钟，三百几住这个店还是可以的。房间送了两瓶矿泉水，有两小袋咖啡。', '短评打分': 5}
{'短评内容': '酒店的装修和设备比较陈旧，前台服务服务态度一般，早餐很不错，餐厅服务人员态度也比较好。', '短评打分': 4}
{'短评内容': '作为一个小县城有这样', '短评打分': 3}
{'短评内容': '总体条件较好，性价比高、值得再入住', '短评打分': 5}
{'短评内容': '酒店还可以，代同事预定！', '短评打分': 4}
{'短评内容': '老牌酒店，但是房间内设施保持还可以，细节显陈旧，卫生不错。遗憾的是没有冰箱，酒店网络很好，门口是个市政广场，隔音好，完全听不到声音。', '短评打分': 5}
{'短评内容': '还行', '短评打分': 4}
{'短评内容': '环境安静', '短评打分': 4}
{'短评内容': '可以??', '短评打分': 5}
{'短评内容': '很好酒店，位置很好找', '短评打分': 5}
{'短评内容': '不错哦', '短评打分': 5}
{'短评内容': '环境确实好 给力！ 下次去 还住这里 哈哈哈哈哈哈哈', '短评打分': 5}
{'短评内容': '条件真的很好！', '短评打分': 3}
{'短评内容': '价格还算比较便宜，位置方便，服务还可以，就是做清洁的能不能认真点，地毯不是很干净，还有一个烟头~', '短评打分': 5}
{'短评内容': '房间设施非常好，值得推荐；服务态度也比较好', '短评打分': 5}
{'短评内容': '很不错。环境卫生都非常好交通也很方便。下次还会选择', '短评打分': 5}
{'短评内容': '＋酒店位置好，就是价格再便宜点就好了。', '短评打分': 3}
{'短评内容': '新开业不久，环境设施都很不错，服务态度也蛮好的，强烈推荐', '短评打分': 5}
{'短评内容': '该酒店服务、住宿卫生、早餐、周边环境、地理位置都挺不错的，有机会还会选择该酒店！', '短评打分': 5}
{'短评内容': '这个十一假期先在这住了两晚，地理位置不错、环境也行，房间设施齐备、热水冲澡水压很足，称赞！只是房间卫生的细节方面还要加强，主要可能是地毯的原因，床头柜和桌面有很多细小的灰尘。另外由于我们是住两晚，出于环保的想法，第二天没让服务员来打扫，可后来才发现应该补充的沐浴液也没补充，提醒酒店方面做好这些细节吧', '短评打分': 5}
{'短评内容': '不错，很新，厅气派', '短评打分': 3}
{'短评内容': '酒店位于万盛子如广场，交通便利、视野开阔、装修感觉可以。总体感觉不错！', '短评打分': 5}
{'短评内容': '还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以', '短评打分': 5}
{'短评内容': '环境不错，还是比较值，', '短评打分': 3}
{'短评内容': '酒店很新 硬件还不错 房间里的大床也很舒服\n\n唯一服务还要跟上 一包卫生巾都提供不了 还要自己半夜开车出去买 好郁闷啊', '短评打分': 5}
