{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '大冬天房间空调有问题换了两次房才算解决，总体一般，早餐基本过得去', '短评打分': 4}
{'短评内容': '非常不错的体验 酒店性价比很高 当然早餐并不丰富 建议可以多加些当地特色小吃 附近在修楼所以交通略微有点差 但是不影响睡眠', '短评打分': 5}
{'短评内容': '服务态度很好', '短评打分': 5}
{'短评内容': 'nice good soft cushion', '短评打分': 5}
{'短评内容': '我觉得酒店很棒！', '短评打分': 5}
{'短评内容': '酒店位置佳', '短评打分': 4}
{'短评内容': '一般', '短评打分': 5}
{'短评内容': '每次出差必选之地', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '看了点评选择的这家酒店，非常满意，谢谢！', '短评打分': 5}
{'短评内容': '如点评所说服务理念特别好，虽然酒店大堂不大不算大气，但是房间布置空间大，非常好，性价比高。', '短评打分': 5}
{'短评内容': '很不错～', '短评打分': 5}
{'短评内容': '第二次入住，喜欢', '短评打分': 4}
{'短评内容': '酒店不错交通方便', '短评打分': 4}
{'短评内容': '帮爸妈订的 房间小了点，早餐不错', '短评打分': 4}
{'短评内容': '酒店在市中心，但周边都在施工，出行堵车严重，吃饭也不是最方便，楼下有麦当劳肯德基。酒店设施还不错，价格合适。', '短评打分': 4}
{'短评内容': '还可以吧！', '短评打分': 5}
{'短评内容': '入住感觉不错', '短评打分': 5}
{'短评内容': '不错的酒店。', '短评打分': 4}
{'短评内容': '还好', '短评打分': 5}
{'短评内容': '酒店的房间很大，但是不知道为什么定的同样房间，但给的房间不一样。', '短评打分': 5}
{'短评内容': '很好！', '短评打分': 5}
{'短评内容': '无五星级的豪华，但充满现代特色的酒店，请酒店想办法把水声的问题解决就可以打满分了。', '短评打分': 5}
{'短评内容': '很有特色法国连锁酒店，住的是景观房，连住了三晚，可惜是第九层，想换高层的没换到，避暑节，住的人太多了。全景落地大窗，都市风光尽收眼里。不过隔壁的水声没处理好，就像在身边一样！', '短评打分': 5}
{'短评内容': '酒店装修简约、时尚，房间温馨，值得推荐，下次还会选择', '短评打分': 5}
{'短评内容': '住的21楼的景观房，落地环形玻璃，夜景很漂亮。服务态度很好，就是停车麻烦，车稍微多点就要停到地下停车场，交了停车费再凭停车费发票到前台拿现金稍微麻烦。', '短评打分': 5}
{'短评内容': '性价比还不错，大堂工作人员的态度也很好，不错的酒店。', '短评打分': 3}
{'短评内容': '交通很方便，酒店也很新，下次来还住这里！', '短评打分': 3}
{'短评内容': '诺富特酒店是贵阳不错的酒店', '短评打分': 3}
{'短评内容': '位置就在大十字，绝对市中心。这还不算什么，主要感觉它很有特色，很舒服，服务很好。别的不说，单说宽带上网，这家酒店竟提供了网线和无线两种方式，非常贴心的考虑。硬件不能说十分圆满，但设计和装修的鲜明特色足以让我满意。我感觉服务还是相当好的。我已经两次住这家酒店了，上次是致雅观景房，这次是致雅套房，下次还会考虑住这家酒店。', '短评打分': 5}
{'短评内容': '非常好，床非常舒服。', '短评打分': 3}
{'短评内容': '除了价格欺诈，酒店的服务和设施也是让人非常不满！\n1、房价高但是房间非常小，卫生间的洗脸龙头设计不合理，稍不小心就会撞到头，洗个手，水也会溅的到处都是；\n2、淋浴房密封不好，洗澡水乱溅；\n3、酒店外面的休息区，等人的时候坐了一会，马上有服务员过来说不消费不能坐这里，我说我是住店客人，回答住店客人也不行；\n4、酒店大堂吧的糕点号称每天更换，可是我们亲眼看见服务员晚上下班关掉冷柜，第二天早上再打开，里', '短评打分': 1}
