{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '遥控器不太干净', '短评打分': 5}
{'短评内容': '环境不错,面积挺大,设施虽然有些旧了,但洗手间还算整洁,性价比不错。服务挺好,帮忙把行李送到房间，一路还有简单介绍。 ', '短评打分': 5}
{'短评内容': '位置很好，出门就是利群。周围有很多小吃，晚上也有夜市可以逛逛，房间卫生很干净，前台美女服务很好！值得推荐', '短评打分': 5}
{'短评内容': '还不错比较实惠！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '很不错的酒店，推荐', '短评打分': 5}
{'短评内容': '好好', '短评打分': 5}
{'短评内容': '房间非常干净，住的跟舒服，下次还来。', '短评打分': 5}
{'短评内容': '这个洗手间里下水道返上来的味道啊  不把洗手间的门关上就没法睡觉  半夜被女朋友叫醒好多次去关厕所的门  简直了  让点个香薰除一除味道也没有  就送来上一个小盒装的空去清新剂（有很大用处？）不知道是不是就我们住的这一间是这样的；送个热水壶  一直说马上  苦苦等了20分钟  不过好在最终给送了过来。住了四天  退房的时候12点准时退房  超过12点每小时扣10块  我问半个小时呢 答曰安一小时收', '短评打分': 2}
{'短评内容': '厕所特别像飞机上的卫生间', '短评打分': 5}
{'短评内容': '交通特别便利，晚上周边有很多小吃，设施齐全，入住体验很棒，期待下次入住。', '短评打分': 5}
{'短评内容': '房间通透，明亮，性价比超高', '短评打分': 5}
{'短评内容': '一般，隔音太差，标记是18平米，觉得没尚客优的15平米大。不过卫生还可以。服务态度还可以。', '短评打分': 3}
{'短评内容': '十月一期间住的特色大床房 挺干净的 空调也很好 很温馨浪漫 值得推荐', '短评打分': 3}
{'短评内容': '一般般吧一般般吧一般般吧', '短评打分': 3}
{'短评内容': '不错 就是我订购的欧式主题房 没有给我欧式主题房', '短评打分': 3}
{'短评内容': '壁纸超好看，设施挺齐全，但是隔音不太好', '短评打分': 3}
{'短评内容': '交通方便，最主要的是隔音效果好！！！不错！', '短评打分': 5}
{'短评内容': '酒店的床很有特点，只是所有房间全部靠街，有点小吵', '短评打分': 5}
{'短评内容': '酒店不错，住过很多次了，很满意，地理位置很好，很方便', '短评打分': 5}
{'短评内容': '地点很不错 房间也比较安静舒适 就是热水不太给力 下次还会住', '短评打分': 5}
{'短评内容': '不错 地方也很方便 希望继续有机会合作！！！', '短评打分': 5}
{'短评内容': '还好就是屋里太闷了有股味，其它还好啦，价格相对便宜。', '短评打分': 3}
{'短评内容': '环境优美，干净舒适，交通便利，好好好好\n整体还不错', '短评打分': 5}
{'短评内容': '不错。屋子很温馨。梅红色的墙纸很漂亮。', '短评打分': 3}
{'短评内容': '房间干净整洁，服务态度很好，房间很暖和，就是晚上12点后就没有热水了。', '短评打分': 5}
{'短评内容': '2011年住了几次这家酒店，很不错。就是门头小点。暖气很热，上网也不错', '短评打分': 5}
