{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '房子还不错   在市中心', '短评打分': 5}
{'短评内容': '服务很噢', '短评打分': 5}
{'短评内容': '房间有点老旧', '短评打分': 3}
{'短评内容': '房间还不错', '短评打分': 5}
{'短评内容': '老婆孩子很满意', '短评打分': 5}
{'短评内容': '酒店位置很好，就在市中心，离卓展很近，附近吃的也比较多，服务一流，卫生和设施等软件硬件都不错，交通也便利！就是房间有点小，打扫的很干净，毕竟是老牌五星，每次出门要去要去前台取一张停车券，停车场不大下午经常是满的，酒店门口的停车位更是难遇，商业街也没有免费停车位，但是肯花钱，周边停车位还是大把，总体还是很适合自驾顾客。', '短评打分': 5}
{'短评内容': '不错不错不错', '短评打分': 5}
{'短评内容': '真的很不错，地段好，性价比超高。', '短评打分': 5}
{'短评内容': '以后不会在京东预订酒店，第三方旅行社根本不靠谱。办理了一个多小时才入住进去。', '短评打分': 1}
{'短评内容': '早餐有日式、中式、西式，味道也都还可以；地方特色小吃单独收费。另外有健身和泳池，整体来说不错。', '短评打分': 5}
{'短评内容': '不亏香格里拉这个牌子，服务很好，房间干净，还给送的鲜花，牛奶，水果等', '短评打分': 5}
{'短评内容': '好，很干净空调很舒服', '短评打分': 5}
{'短评内容': '作为一家五星级酒店，这个价格还是比较划算的，酒店很舒适，就是房间里的空调声音有点吵，酒店的地理位置很方便，周围有商场，吃的玩的都有', '短评打分': 5}
{'短评内容': '黄宇琪 迟萌 卢亚丽 服务太好了', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '环境各方面都是不错的！位置也很好！', '短评打分': 5}
{'短评内容': '陈旧', '短评打分': 4}
{'短评内容': '环境优美！', '短评打分': 5}
{'短评内容': '还可以。服务态度好。。一。。。', '短评打分': 4}
{'短评内容': '酒店服务很好，位置优越，早餐丰富，以后还会选择。', '短评打分': 5}
{'短评内容': '酒店服务很好，位置优越，早餐丰富，以后还会选择。', '短评打分': 5}
{'短评内容': '酒店服务很好，位置优越，早餐丰富，以后还会选择。', '短评打分': 5}
{'短评内容': '酒店服务很好，位置优越，早餐丰富，以后还会选择。', '短评打分': 5}
{'短评内容': '酒店环境很好，服务质量也不错，交通便利。', '短评打分': 5}
{'短评内容': '很好～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～', '短评打分': 5}
{'短评内容': '环境很好，位于市中心位置好！重要的是旁边就是卓展购物中心，太方便了。', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '出差首选，床品很舒服，送餐服务很体贴。', '短评打分': 3}
{'短评内容': ' 性价比不高。', '短评打分': 3}
{'短评内容': 'good~~very good hahahha', '短评打分': 5}
{'短评内容': '酒店感觉不错，地理位置优越，离客车厂比较近，环境优雅。', '短评打分': 5}
{'短评内容': '长春最好的酒店，但是价格有点偏高，交通还可以', '短评打分': 5}
{'短评内容': '我们客户入住反映非常好。交通非常方便，离长春卓展非常近', '短评打分': 5}
{'短评内容': '洒店设施陈旧，管理一般，下次过来考虑是否选择新的地方，真的要住了才知道', '短评打分': 3}
{'短评内容': '位置好，服务好，周边配套全，下次还会入住。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '早餐中式的太少', '短评打分': 3}
{'短评内容': '长春也没比这个更好的五星级了！！！！！！！！！！', '短评打分': 5}
{'短评内容': '酒店性价比比较高，下次来肯定还会再住这里', '短评打分': 5}
{'短评内容': '每次到长春都住这，房间设施好，服务人员热情，一楼自助餐厅的饭菜种类多，可口，下次还会住这。', '短评打分': 5}
{'短评内容': '位置好，前台服务不错，房间很热～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～', '短评打分': 5}
{'短评内容': '位置好，服务一般～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～', '短评打分': 5}
{'短评内容': '每一次长春下踏的必选啦，软硬件都很不错的，值得推荐', '短评打分': 5}
{'短评内容': '服务很好，尤其是泳池的水温很棒。但是停车很贵啊。', '短评打分': 5}
{'短评内容': '环境很好，服务也不错，有事很晚才到店的，仍给保留房间，谢谢啦', '短评打分': 5}
{'短评内容': '因为每次都会选择这里，所以必须推荐，呵呵....', '短评打分': 5}
{'短评内容': '已经连续多次入住这里，很不错的酒店，以后还会继续选择这里', '短评打分': 5}
