{'短评内容': '此用户未填写评价内容', '短评打分': 3}
{'短评内容': '酒店离小蛮腰走路十五分钟即到。酒店周围是居民区，有生活气息。酒店客房与酒楼，足疗处于一栋建筑，感觉不够安全。日式房间隔音，通风不好。', '短评打分': 2}
{'短评内容': '小郭小石很好', '短评打分': 5}
{'短评内容': '小郭服务很好', '短评打分': 5}
{'短评内容': '小郭好', '短评打分': 5}
{'短评内容': '小郭好', '短评打分': 5}
{'短评内容': '还行啊凑合', '短评打分': 4}
{'短评内容': '莎莎服务不错', '短评打分': 5}
{'短评内容': '小陈 莎莎', '短评打分': 5}
{'短评内容': '小陈 小石', '短评打分': 5}
{'短评内容': '小石小郭', '短评打分': 5}
{'短评内容': '房间紧张，不好定', '短评打分': 5}
{'短评内容': '挺旧的酒店，在路边的小门脸，不太起眼。浴室门关不上，房间灯光设计的昏暗，不舒服。隔音就只能呵呵了。以后不会再住这里了。', '短评打分': 5}
{'短评内容': '☺', '短评打分': 5}
{'短评内容': '环境不错 酒店前台也很好 下次有机会还有住的', '短评打分': 5}
{'短评内容': '服务不错。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '很不错呢，很温馨。但是没有洗衣机冰箱等物，吹风机也很烂。有袋子可以用。周围也很安静，好评。地段也不错', '短评打分': 5}
{'短评内容': '。。。。。。。。', '短评打分': 5}
{'短评内容': '。。。。。。。。', '短评打分': 5}
{'短评内容': '绝对的差评！淋浴是温水还没有冷热水的标志，，房间什么也没有服务员面无表情的告诉我要三百押金，支付方式只有现金，房间特别小，这个价在七天肯定是大房！', '短评打分': 2}
{'短评内容': '酒店环境不错，服务员态度很好，房间比较整洁。', '短评打分': 5}
{'短评内容': '住的是标间，房间超大，空间感很好，酒店前台服务态度很好，客房服务员素质很高，酒店用品很干净，，超多火锅食物可选，过瘾，购物更方便，离黄河、大莹、富民服装、童装城、女人街就是几分钟的路程，对购物者来说，是最好的入住酒店酒店旁边是医院，酒店交通方便，在主要交通道旁，下次到虎门肯定选这家酒店。', '短评打分': 5}
{'短评内容': '位置不好找，靠近一个菜市场。在市里面，打开窗户可以看到小蛮腰。夜景不错', '短评打分': 5}
{'短评内容': '你', '短评打分': 5}
{'短评内容': '不太好找哦，停车场太小了，但是环境很不错，闹中取静，早餐不怎么样', '短评打分': 5}
{'短评内容': '不太好找哦，停车场太小了，但是环境很不错，闹中取静，早餐不怎么样', '短评打分': 5}
{'短评内容': '房间太小了，与价格不符，不像星级酒店，周边比较乱，希望房间装修改进。', '短评打分': 3}
