{'descr': '1111111111111', 'star': 5}
{'descr': '早餐一般 可以自助煎个蛋 离学校近 方便考试', 'star': 5}
{'descr': '不错，就机会再去', 'star': 5}
{'descr': '停车位太少，酒店歧视通过携程预定的客户，先说没有预定记录，之后说有记录，建议取消预定，然后办酒店的卡，享受优惠。最后又说预定的高级大床房是不在网上提供的，只能提供普通大床房。总之是各种刁难，这样的酒店，以后还是别订了。', 'star': 3}
{'descr': '好好好好好', 'star': 5}
{'descr': '房间比较干净', 'star': 5}
{'descr': '不错的', 'star': 5}
{'descr': '不错哦！地理位置挺好，附近环境也不错！', 'star': 5}
{'descr': '在装修，总之不想评论', 'star': 4}
{'descr': '挺好的', 'star': 3}
{'descr': '好评，就是比较陈旧', 'star': 5}
{'descr': '酒店很干净，很安静。周边很多吃的，交通方便。', 'star': 5}
{'descr': '国庆跟老妈去，后四天享受节日专享，价格非常优惠。周边很多居民小区，环境很好。地理位置还可以，离地铁站有2站公交，但公交很多，出行很方便。', 'star': 5}
{'descr': '一般般', 'star': 4}
{'descr': '我们是当天晚上将近21点入驻的，感谢服务人员把房间一直给我们留着。房间内整洁，设置都不错，服务人员态度不错，挺好的  ', 'star': 5}
{'descr': '一切OK', 'star': 5}
{'descr': '房间挺大，但是设备略显陈旧，紧邻主干道，出行方便，但是交通噪音相对较大，总体还是不错的！', 'star': 5}
{'descr': '房间比较小！！！！！！！！！！！！！一般！！！！！！！！！', 'star': 5}
{'descr': '毛巾浴巾太旧了，被罩都破了好多窟窿了，床单上还有好多没洗掉的笔划印，总之呀，该更换了！！', 'star': 1}
{'descr': '很实惠，但是现在已经没有了   可惜。。。。。', 'star': 5}
{'descr': '酒店房间太小，卫生还可以，订了2天的房间，但是因为有事只住了一天，酒店居然说我没入住', 'star': 1}
{'descr': '非常满意！虽然设施旧了点，但服务绝对很好，位置、环境都可以。节日特价房，很实惠！推荐！', 'star': 5}
{'descr': '不错的酒店，性价比综合很到位，我推荐大家入住', 'star': 5}
{'descr': '总体还不错，冬天可能是开暖气的原因，稍微有点味道', 'star': 5}
{'descr': '交通挺方便的，服务员态度也好，就是房间小，门有缝隙，门不隔音。', 'star': 5}
{'descr': '不错的酒店，不错的服务，便利的交通，觉得比如家划算！在北京难得住上这样的酒店', 'star': 5}
{'descr': '是我住过的汉庭里设施比较好， 房间比较大的。 前台服务态度很好。 离南站比较近， 方便乘车', 'star': 5}
{'descr': '百元房性价比还是非常高的，而且前台服务态度也不错。', 'star': 5}
{'descr': '非常不错的一家酒店，很干净，暖气很足~~\n', 'star': 5}
{'descr': '百元房，还能奢求什么。除了毛巾脏些，其他的都非常好，推荐！', 'star': 5}
{'descr': ' 环境舒适，价格厚道。就是网速严重需要改善！', 'star': 3}
{'descr': ',价格合理，卫生比较干净', 'star': 3}
{'descr': '性价比还可以，就是网速太慢太慢太慢........', 'star': 5}
{'descr': '房间很舒服，热水很给力…总体来说，非常不错…', 'star': 3}
{'descr': '酒店水不够热！害我感冒了…', 'star': 3}
{'descr': '酒店不错，交通方便，去北京南站和西站以及北京站都很方便，周边吃饭方便，酒店的服务很好。', 'star': 5}
{'descr': '挺好，位置不错，价格也合适，下次还会再来', 'star': 5}
{'descr': '房间很好很干净，就是感觉稍稍有点小', 'star': 3}
{'descr': '住过几次了，位置不错，交通也比较方便，服务周到，挺安静的。总的来说还好，北京太拥挤了 在哪都能感觉到。。出门路上及，坐车车上及，。。。总之除了酒店房间里不挤，哪都能挤死你。。。晕啊 \n', 'star': 5}
{'descr': '服务态度超级好，有些快捷酒店服务态度好差的，但是这家却很体贴，赞哦、', 'star': 5}
{'descr': '位置不错，服务也好吧，性价比还是不错的，以后还会入住这里', 'star': 5}
{'descr': '挺干净的，空间有点小就是。服务挺好。挺干净的，空间有点小就是。服务挺好', 'star': 5}
{'descr': '酒店非常好！空调制冷特别好~感觉非常正规~洗浴的地方还是一个小套间，避免淋湿卫生间内的东西~非常好，值得推荐！酒店配有吹风机等等~~特别好！~好的都不知道该怎么说啦，哈哈~周围交通方便，出门就是公交站。可以直接到前门，王府井等等~临近大观园，风景好环境好！推荐哦~', 'star': 5}
{'descr': '干净，整洁，性价比很高\n不足是临街的房间非常吵，如果是背街的房间就非常安静', 'star': 5}
{'descr': '汉庭快捷酒店大观园店总体感觉还是不错的，服务、环境都挺好的，公交也很方便。', 'star': 5}
{'descr': '比我入住过的其它快捷酒店要更贴心 比如桌上备的一瓶矿泉水，还有无线网络的覆盖，以及驱蚊器', 'star': 5}
{'descr': '很干净，性价比高，如果以后有机会的话还会选择这家酒店的\n', 'star': 5}
{'descr': '酒店比较陈旧，应该是开的比较早的汉庭店吧，环境一般，不过离地铁站还算近', 'star': 1}
{'descr': '房间布局很精巧，周围公交很近，吃饭的地方也多。不错', 'star': 5}
{'descr': '干净卫生，位置不错，价格偏高，周日百元房很值，周围有不少小吃，推荐入住！', 'star': 5}
{'descr': ' 很一般啊。不值208根本。而且服务员业务根本不够熟练！下次要看看选别的店了', 'star': 3}
{'descr': '酒店整体不错，房间比较干净，服务态度也很好', 'star': 5}
{'descr': '位置较偏，但条件好，性价比高，挺温馨的~~', 'star': 5}
{'descr': '什么都不错、就是服务员收拾房间的时候太简单', 'star': 5}
{'descr': '不错很干净、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、', 'star': 5}
{'descr': '房间比较小，不过还算干净，算上地段和价位，也算值了吧。', 'star': 5}
{'descr': '订的是大床房 ，但房间感觉还是小啊 地方还算安静的 ', 'star': 3}
{'descr': '还可以 比较干净 就是靠近公交车站有点吵', 'star': 3}
{'descr': '還算乾淨的酒店 空間不大 但是乾淨 熱水夠大夠強 周圍有公交車 還有小食店 很方便', 'star': 5}
{'descr': '非常值得不错', 'star': 3}
{'descr': '环境较好，服务态度一流，经济实惠，是出门旅行的最佳选择。', 'star': 5}
{'descr': '还不错，可惜是单人间，拖鞋、毛巾什么的都是一个，一个人住的话推荐。', 'star': 5}
{'descr': '酒店环境整体不错,服务人员态度很好,比较干净卫生,唯一不足是隔音效果一般,晚上隔壁的声音把我吵醒了,好大啊!', 'star': 5}
{'descr': '第一次在网上订酒店，没有入住之前，总感觉不太踏实，等去了酒店，感觉还不错哦，前台接待热情，房间设施也很不错哦，有吹风机，还有电脑桌，热水器等。。。下次有机会还去！', 'star': 5}
{'descr': '优点：干净、安静。服务态度很好。\n缺点：房间太小了。', 'star': 5}
{'descr': '办理很快，服务较好', 'star': 3}
{'descr': '酒店不大，但还算干净。服务也还算满意，就是办理入住时前台的服务员跟我们说没房，要给我们换房型，坚持下又有了，这点不好！', 'star': 5}
{'descr': '，非常不错～', 'star': 3}
{'descr': '不错啦，挺干净的，在这个价位里算很好了。', 'star': 5}
{'descr': '地理位置优越，房间也很好，价格便宜，非常值得推荐。', 'star': 5}
{'descr': '服务和环境都很好！！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': '服务很好，就是屋子空间小了点。还是比较干净的', 'star': 5}
{'descr': '房间大小还可以，浴巾太旧了，交通比较方便，附近餐厅也比较多', 'star': 5}
{'descr': '房间干净，服务热情。就是离地铁4号线远点，其他都好。', 'star': 5}
{'descr': '就是离地铁远了点，干净。但好象空调不是很好用，声音响。', 'star': 5}
{'descr': '性价比极高，位置也很好，交通购物都很方便，值得推荐！！！', 'star': 5}
{'descr': '非常满意（字数不够凑一下，字数不够凑一下）', 'star': 3}
{'descr': '酒店环境不错，服务也挺好，周围的交通也还好，离地铁4号线也比较近，价格实惠，在其他地方不理想的情况下，优先考虑该处。', 'star': 3}
{'descr': '，环境不错，条件还好！挺好', 'star': 5}
{'descr': '不错，就是房间小了点。', 'star': 5}
{'descr': '干净舒适，也很安静，地理位置也方便，不错', 'star': 5}
{'descr': '基本可以满足住宿的需要，但是位置还似乎稍微差了一点。', 'star': 5}
{'descr': '已入住谢谢!', 'star': 5}
{'descr': '卫生不错，服务员态度也不错。\n但是有些设施可能稍稍有点旧，总体感觉还不错哦：）', 'star': 5}
{'descr': '住的周末百元大床房,这个价格算是超值了.房间不算大,淋浴与卫生间分隔的不错,透明的淋浴间也能接受吧.', 'star': 5}
{'descr': '经济实惠，地点不错，周边出行逛街购物方便，很值得推荐。', 'star': 5}
{'descr': '大床房床有点小。。。。。。。。。。。。。', 'star': 5}
{'descr': '正好碰上周日特价房，太值了，而且房间情况相当好，以后还住。', 'star': 5}
{'descr': '服务态度非常好,环境很不错，交通也很方便', 'star': 5}
{'descr': '交通还比较便利，去王府井和东单西单挺方便的，汉庭的每一个员工都很热情，房间环境也不错。', 'star': 3}
{'descr': '交通稍微有点不方便，但是周围还算是安静。里面的设施比较新，所有服务人员一看就是经过培训的。总体感觉都还可以。', 'star': 5}
{'descr': '位置好，服务不错', 'star': 5}
{'descr': '我还会选择你啦', 'star': 5}
{'descr': '床不是很舒适', 'star': 5}
{'descr': '还可以', 'star': 5}
{'descr': '工作效率太慢', 'star': 3}
{'descr': '屋内设施很好,设计很有特点,很干净,值得推荐!', 'star': 5}
{'descr': 'ok', 'star': 5}
{'descr': '房间有点小，有点贵，其他都很好', 'star': 5}
{'descr': '整体看汉庭大观园这个店蛮好的，打90分吧，但是楼内格局因为是旧的办公楼改的，格局绕来绕去的，还好不高 索性就走楼梯了 因为住的房间到电梯还得绕两次。\r\n距离4号线地铁陶然亭站特别近不到2公里、地点交通便利，但是周边商铺比较少 买东西吃东西不太方便。\r\n我住大床房、房间格局特别有意思，正方形的，房间是小了点，挂衣服的地方在镜子上 挂上了就照不到镜子，屋里要是有一个小冰箱就好了，放点喝的。\r\n', 'star': 5}
{'descr': '很不错，很满意', 'star': 5}
{'descr': '第二次入住，依然很好。', 'star': 3}
{'descr': '还不错，服务态度很好。', 'star': 5}
{'descr': '汉庭干净卫生 值得入住～', 'star': 3}
{'descr': '不错 干净卫生 值得入住～', 'star': 5}
{'descr': '第二次来住了', 'star': 5}
{'descr': '酒店服务挺好的，卫生也搞的不错，交通也很好方便，就是房间小了点。', 'star': 5}
{'descr': '清洁卫生，服务优质。', 'star': 3}
{'descr': '可以', 'star': 5}
{'descr': '相当不错，交通还算方便，服务也很周到，值得推荐。', 'star': 5}
{'descr': '酒店不错，全楼都有无线，整体入住比较舒服，', 'star': 3}
{'descr': '挺好的，全楼无线，', 'star': 3}
{'descr': '酒店很好，经常订不到，没有无窗屋子，全楼都有无线，非常爽，', 'star': 5}
{'descr': '很一般，离地铁挺远的，网速很快。', 'star': 5}
{'descr': '好', 'star': 5}
{'descr': '洗澡水非常的好，只有一点问题就是墙面很斑驳，为什么补刷浆时不刷一个颜色了呢？', 'star': 5}
{'descr': '离陶然亭地铁站远了点,不过打车去北京南站挺方便的,就一个起步价10元', 'star': 5}
{'descr': '住过很多经济型酒店，第一次遇见这么小的。小到浴室和厕所要一个门，当你洗澡的时候，另外一个人在厕所就要开着门，我可能没说清楚，去了就知道了。很可笑', 'star': 1}
{'descr': '中规中矩的 总体老说 这价位就不错了', 'star': 3}
{'descr': '这几天住的大床房，感觉是这家店的特色，布局很好，远离了楼道，不会因为过路来往的人影响睡眠！服务员态度特别好，有求必应！可以和五星级酒店媲美。', 'star': 5}
{'descr': '作为连锁酒店，条件也就这样了。', 'star': 5}
{'descr': '位置不错，在白纸坊的路口，楼下吃饭的地比较多，停车不是太方便。\r\n卫生条件良好，酒店感觉不错。早餐一般。', 'star': 5}
{'descr': '酒店不错, 下次还会入住', 'star': 5}
{'descr': '交通很方便，下次还会来', 'star': 5}
{'descr': '靠近街道有点吵，房内有点潮，墙壁不是很干净，但服务员的服务还是很好的。', 'star': 5}
{'descr': '不错不错。工作人员服务态度不错。房间格局也挺好的。建议坐车到白纸坊下。比较近。如果选择地铁。要走很远', 'star': 3}
{'descr': '服务挺好的，就是房间小了点，电视小了点，', 'star': 5}
{'descr': '位于南城，附近有大观园', 'star': 5}
{'descr': '汉庭真的很好，比起X家好得多，晚上睡得很舒服，就是牙具感觉有些低劣，不怎么好用，希望可以改进', 'star': 3}
{'descr': '大观园的这家店服务真的很赞，环境可以算的上是闹中取静了，交通也很方便，离菜百也很近，购物也很方便，性价比很高的恩~~~', 'star': 5}
{'descr': '大床房。不错。服务员态度很好。按时打扫房间。房间里有无线网络。速度还可以。房间布局还可以。浴室是整体的。不是浴帘。很干净。还有吹风机。楼下公交很方便。吃饭的地方也很多。超市药店。很齐全。早上怕顾客睡过头还有叫早。总之整体不错。建议坐车到白纸坊。因为自己觉得从陶然亭地铁走过去有点远。', 'star': 5}
{'descr': '还不错', 'star': 5}
{'descr': '网速太慢，很难用，其他都好。', 'star': 1}
{'descr': '第一次住汉庭，第一感觉服务非常好，前台很客气。住的是大床房，格局挺有意思，淋浴和床之间是个玻璃，就是床不太舒服，建议铺一层被子在下面。周围吃得很多，地理位置很方便，总体感觉很满意，适合这个价钱。', 'star': 5}
{'descr': '位置稍差，其它还好', 'star': 5}
{'descr': '距离北京南站很近，打车也就10来分钟；距离西单也不远，打车16元（夜里9点半左右）；距离北京西站也很近，打车费在15元左右；去北京站的话，乘10路公交车直接就到，算上堵车也就1个小时。', 'star': 3}
{'descr': '很不错的经济型酒店。房间内布置合理，不浪费也不局促。\r\n\r\n可惜的是这次订房晚了。没有订到高级大床房的新春百元房，只订到普通大床房的新春百元房。明年争取看看高级大床房是什么样子。', 'star': 5}
{'descr': '性价比较高，干净卫生，服务较好', 'star': 3}
{'descr': '距离陶然亭地铁站步行15分钟，离南站非常近。可能是酒店开业时间较长，房间内的墙面比较脏。这次住房间内配有吹风机，有时赶上的房间则没有。', 'star': 5}
{'descr': '百元新春房很合适，性价比高，服务也不错，比较舒适，很干净，出门就有公车，就是吃东西的地方不多，位置有点偏！', 'star': 5}
{'descr': '房间不错、位置也可以！很适合情侣入住！尽管空间小了点！购物周边50米有超市便利店！', 'star': 3}
{'descr': '卫生差，希望把卫生做好', 'star': 1}
{'descr': '位置还是挺好找的,性价比很一般,服务还可以,里面的设施也不是太好,挺一般的酒店.', 'star': 3}
{'descr': '服务态度好。', 'star': 3}
{'descr': '价格实惠。地点方便。', 'star': 5}
{'descr': '也就是找地方花了点功夫。很庆幸选择了这里，无论是各方面都是非常的棒~若是再有机会，一定会做同样的选择。', 'star': 5}
{'descr': '定的是周日特价房，性价比很高，但是晚上室外空调有一点点吵，标准的汉庭服务', 'star': 5}
{'descr': '就是大床房比较小，但房间很干净，也很安静', 'star': 5}
{'descr': '很好 不错性价比也高', 'star': 3}
{'descr': '位置很好 10路下车不用走就到了 服务态度很好 只不过现在好多连锁酒店的洗漱用品都改成一套了 不过后来告诉服务员又给加了一套 也住过几次汉庭了 感觉床不是很舒服 要是有个褥子就好了 哈哈 记得第一次住的是在宣武门 一进去感觉特好 还有免费的矿泉水 奶茶红茶 但是现在只有一瓶水了 总之还算不错', 'star': 5}
{'descr': '总体都不错，唯独房间宽带质量太差劲了，换了2间房最后还是不成，肯定不是机器问题，如果有工作在身的朋友需要上网，一定要先试好宽带后在入住，不然。。。。。呵呵～～～郁闷，不过技术人员还真负责，总体感觉很好。', 'star': 5}
{'descr': '地理位置非常好,出行都很方便,房间的卫生和设施也都不错,住着很舒适,而且也很符合酒店的价位,下次再来我还会选择这家酒店.\r\n\r\n', 'star': 3}
{'descr': '地理位置非常好,出行都很方便,房间的卫生和设施也都不错,住着很舒适,而且也很符合酒店的价位,下次再来我还会选择这家酒店.\r\n\r\n', 'star': 3}
{'descr': '位置，卫生及各项设施都不错，下次还来！', 'star': 5}
{'descr': '卫生很好 性价比高 交通算方便', 'star': 5}
{'descr': '房间设施和服务态度都很好，就是交通不是很方便，总体来说是推荐旅游、商务出行的。', 'star': 3}
{'descr': '地理位置非常好,出行都很方便,房间的卫生和设施也都不错,住着很舒适,而且也很符合酒店的价位,下次再来我还会选择这家酒店.', 'star': 3}
{'descr': '度假可考虑。', 'star': 5}
{'descr': '房间的卫生和设施方面都很不错,住着很舒适,服务也很周到,是一家性价比比较高的酒店,就是第一次来这家酒店,感觉位置不是太好找.', 'star': 3}
{'descr': '酒店的优点是双沐浴系统，液晶电视也比较清楚，缺点是浴室和床之间的玻璃没有浴挡，做的不是很到位。离北京西站比较近也算是个优点吧。但是要打印一页文件，头天打印机就不能用，说第二天修好，第二天还是不能用。还有就是我按约定的入住时间到店，却说没有干净的房间，让等了半个多小时，中间却有其他人办理了入住，管理有点混乱。', 'star': 5}
{'descr': '服务态度挺好,舒适度还可以设施有点简陋,当时也是国庆去的酒店感觉还是价格有点贵了,位置很偏当时是找了很久才找到,不过出来之后坐车还是很方便的,感觉还是很满意的.', 'star': 3}
{'descr': '性价比很高,在二环内', 'star': 5}
{'descr': '服务不错，交通还算方便，旁边的粥店很好吃。', 'star': 5}
{'descr': '服务员亲切，大堂商务中心贴心，透明浴室有情趣，晚上出门用餐方便。', 'star': 5}
{'descr': '交通很方便，附近有很明显的指示牌，环境比较安静，服务人员态度很好。被褥什么的感觉特别干净，卫生也打扫的很及时。能免费上网，但是网络速度有点不敢恭维。没有饮水机，每天给瓶免费的矿泉水，要喝热的自己烧（屋里有电水壶），不过还是自己多买几瓶水吧，一瓶水根本不够喝。附近一站地的样子，有华联超市，买点吃的日用品什么的还是很方便的，但是附近没啥商场，嘿嘿，想逛街的女生恐怕要失望了。', 'star': 5}
{'descr': '位置很好,出行都比较方便,服务和卫生也都不错,就是设施不齐全,没有饮水机,很不方便.', 'star': 3}
{'descr': '大床房有些小，比南站的汉庭床小。屋子里有蟑螂呀。。。墙还有裂缝。。。', 'star': 5}
{'descr': '酒店各方面都还差不错,就是里面只有一个电梯口,走过去比较远,不过房间还是比较舒适的,性价比挺不错.', 'star': 5}
{'descr': '房间很大，不错。', 'star': 5}
{'descr': '酒店的位置还不错，出行也很方便，价格也比较合理，环境硬件设施舒适度也很好，我经常会入住这家酒店的，对这家酒店也是非常满意，值得推荐的酒店类型。', 'star': 5}
{'descr': '酒店的房间里挺干净的,设施也挺齐全的,周边交通也挺方便的,只要坐一站就可以到大观园了,价格也蛮合适的.', 'star': 5}
{'descr': '假日特价还是相当具备性价比的，原价的话就有点不划算了', 'star': 5}
{'descr': '酒店价格非常便宜,周日特惠价是100元,环境硬件设施还是比较达标的,值得推荐的酒店类型.', 'star': 5}
{'descr': '按酒店整体的装修条件相比较，价格还比较高，我出差承受不了，140左右还能接受，服务和卫生条件到是不错', 'star': 1}
{'descr': '位置环境很好不错，酒店的服务也挺周到的，房间内也很干净，每天都有服务员打扫', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '酒店属于很一般的，不过因为他刚装修过，所以比较干净，位置也还凑合。', 'star': 5}
{'descr': '酒店的卫生条件不错,地理位置也很好,交通非常方便,之前也都住这家,前台服务热情,价格也实惠', 'star': 5}
{'descr': '我觉得各方面都比较好', 'star': 5}
