{'descr': '不错', 'star': 5}
{'descr': '环境不错，空调给力，床大，', 'star': 5}
{'descr': '。。。。。。。，。。。。。。。。。。。。。总体还可以', 'star': 5}
{'descr': '卫生差，连梳子都没有', 'star': 3}
{'descr': '好', 'star': 5}
{'descr': '可以  ', 'star': 5}
{'descr': '还不错  态度很可以', 'star': 5}
{'descr': '定的是速8住的是红日，床头灯还是坏的，柜子是坏的，这就是挂羊头卖狗肉吗？无力吐槽，', 'star': 2}
{'descr': '住宿的地方和门市不在一个地方，需要步行几分钟，离车站较近，房间还行，主要没什么异味，楼下就是一些大排档，虽然味道不怎样，但品种还挺多的。', 'star': 4}
{'descr': '卫生，环境不错，轻轨，公交，长途汽车，火车站近，交通方便，价格合理，出游的好住处。', 'star': 5}
{'descr': '太小了。房间真的很小 感觉是宾馆 不是酒店。', 'star': 3}
{'descr': '给男朋友订的房间，听说很不怎样，跟一般的小旅馆差不多，完全不是连锁店的规格', 'star': 3}
{'descr': '旅游来重庆干觉很赞', 'star': 3}
{'descr': '旅游来重庆，感觉还不错嘛', 'star': 3}
{'descr': '环境不错，设施完备！', 'star': 3}
{'descr': '带电脑的家庭旅馆...有需要的可以来...', 'star': 1}
{'descr': '上宜商务宾馆太差了!真的好后悔入住上宜,房间有差有小', 'star': 3}
{'descr': '老板服务态度挺好的，只是房型真的有点小', 'star': 3}
{'descr': '家庭旅馆似的，但还算温馨，很晚才到还有人接站，真暖心！床上用品，毛巾等偏旧，性价比还成！', 'star': 3}
{'descr': '房间很小，卫生不好，看到有虫子在爬，唯一好处就是离车站近，方便，对房间环境要求高的建议就不要住了，尤其是女孩子噢', 'star': 3}
{'descr': '性价比高，交通便利，不过就是房间有点小，总的来说不错', 'star': 5}
{'descr': '就是家庭旅馆，条件一般。不过离火车北站和汽车站特别近，出行很方便！', 'star': 1}
{'descr': '环境一般，设施有点陈旧，主要是没有喝的茶包。不过服务员服务还可以，微笑有礼', 'star': 1}
{'descr': '房间不是很好，床不舒服', 'star': 5}
{'descr': '没有什么特别好或坏的感觉，酒店设计很人性化', 'star': 5}
{'descr': '店不错，下次可以再住。', 'star': 5}
{'descr': '很简单的酒店，房间很干净，设施完善，性价比高，还会住的。', 'star': 5}
{'descr': '交通便利，性价比高的快捷酒店', 'star': 5}
{'descr': '酒店的环境硬件设施都比较达标，就是卫生不太好，酒店打扫很不彻底，位置比较不错，中心地段出行方便，价格算是比较合理适中的。但是最基本的卫生很差，不能接受。', 'star': 1}
{'descr': '很值得一住的酒店。以后还想住。', 'star': 5}
{'descr': '地段还可以，周边超市、饭店都挺近的', 'star': 5}
{'descr': '很安静', 'star': 5}
{'descr': '性价比挺高，挺干净，还算不错', 'star': 5}
{'descr': '性价比较高，临近无锡西站（客运站）', 'star': 5}
{'descr': '给的房间是重新分割的，地面凹凸不平。虽然是亲开张，但是房间设施看上去陈旧。没有窗户，很压抑。', 'star': 1}
{'descr': '一般', 'star': 5}
{'descr': '性价比高，服务环境也不错，交通很方便', 'star': 5}
