{'短评内容': '很好', '短评打分': 5}
{'短评内容': '酒店位置很好找，周围因为有高校吃东西很方便。酒店有免费的地下停车场。酒店的前台接待服务态度很好。很不错。', '短评打分': 5}
{'短评内容': '房间有点久旧，早餐7-10点比较人性化', '短评打分': 3}
{'短评内容': '位置离西大东门300米左右吧，很好找，房间也挺大的，就是酒店挺旧的。出差本来就是一件很累的事情，想洗个热水澡舒缓疲劳，但是酒店的水温只比体温高一点点，20几度的天气我都觉得水不够热。而且隔音不是一般差，基本没办法好好睡觉。工作人员服务态度还不错，就只有这个值得称赞了。', '短评打分': 4}
{'短评内容': '位置很好，在广西大学东门附近，酒店对面就有商业美食街。酒店设施较新，床很舒服。有地下停车场。整体满意。', '短评打分': 5}
{'短评内容': '很好很好赞一个', '短评打分': 5}
{'短评内容': '158的房间超级小 ，真的差', '短评打分': 1}
{'短评内容': '很好，很不错。', '短评打分': 5}
{'短评内容': '感觉还行吧，床头灯太晃眼了', '短评打分': 5}
{'短评内容': '很好，房间很大，下次还继续', '短评打分': 5}
{'短评内容': '挺好', '短评打分': 5}
{'短评内容': '嗯还可以 除了设备设施稍显陈旧，其他软件方面还是不错的', '短评打分': 5}
{'短评内容': '不好', '短评打分': 5}
{'短评内容': '老牌酒店靠近西大，晚上走走不错房间设施有待升级', '短评打分': 5}
{'短评内容': '不错', '短评打分': 4}
{'短评内容': '好多年没有回来，不过酒店还是依旧住得舒服', '短评打分': 5}
{'短评内容': '房间还可以，交通方便，附近有小吃', '短评打分': 4}
{'短评内容': '和价格相符！', '短评打分': 4}
{'短评内容': '和价格相符！', '短评打分': 4}
{'短评内容': '房间有烟味！', '短评打分': 4}
{'短评内容': '大学的旁边，挺热闹的，周围吃饭的地方很多，很方便！', '短评打分': 5}
{'短评内容': '房间设施旧，挨着西大东门，吃东西方便。', '短评打分': 4}
{'短评内容': '位置离火车站公交20分钟左右，周围吃的东西也挺多，房间够大，就是卫生不咋地呀', '短评打分': 3}
{'短评内容': '住了很多次，很不错 交通便利哦 老顾客了', '短评打分': 4}
{'短评内容': '酒店卫生条件和服务态度挺好 房间宽敞 设备不错 就是隔音效果不好', '短评打分': 3}
{'短评内容': '住宿还不错 就是厕所的门有点怪异 其他还可以 性价比还行吧', '短评打分': 5}
{'短评内容': '前台服务很好，很热情。房间也算干净，还有阳台。就是那个开水器的手柄差点烫死人。', '短评打分': 5}
{'短评内容': '不咋地，网上图片与实际有差距，早餐太差，附近商业化不足。', '短评打分': 1}
{'短评内容': '晚上九点多到南宁，刚下火车就接到宾馆电话确认，前台人员很热心。房间宽敞，干净。交通也较方便。', '短评打分': 5}
{'短评内容': '给朋友定的，她最近刚回来，对酒店服务、设施都很满意！特别喜爱餐厅自制的各种小吃。', '短评打分': 5}
{'短评内容': '3人房蛮大的，有行李架，有2个小沙发。有的房型有阳台，但好象不能挂绳子，不能晾衣，也无风景可看，似乎用处不大。雨天可借伞，挺人性化的。淋浴房里面只能冲凉，没有肥皂盒，毛巾架在外面，非常不方便。附近有公交车站31路，但到风景区还是要转车的。离市中心不算太远，因为出租车经常打不到（拒载或是宰客），还是有些不便。', '短评打分': 5}
{'短评内容': '环境很好，房间很大，洗手间都很大，而且还有阳台。', '短评打分': 5}
{'短评内容': '    不错的酒店，我到南宁来住过多次啦。价格合理，早餐不错。紧邻广西大学东门，附近有很多小吃可以选择，实惠好吃。周围的交通也比较便利。房间比较大，整洁卫生。还能免费上宽带网。\n    前台的服务也不错，有求必应。', '短评打分': 5}
{'短评内容': '＋还OK，就是住的房间太小，靠近马路噪音太大。前台服务水平一般。', '短评打分': 5}
{'短评内容': '总的性价比还可以，就是靠路边的房间有些燥音。', '短评打分': 5}
{'短评内容': '广西大学东门旁，吃的很多，离市区稍远！床有点旧了，有个阳台不错。', '短评打分': 5}
{'短评内容': '空间挺大的，还有个阳台，卫生打扫也不错，卫生间也没什么异味，床挺大挺舒适，这次住的挺满意的。', '短评打分': 5}
{'短评内容': '房间大小正好，设施挺齐全的，卫生也不错，床单被子都挺干净，住的还比较舒适。', '短评打分': 5}
{'短评内容': '环境挺好，干净安静，房间里通风很好，空气挺清新，卫生打扫也不错，整体感觉挺舒适。', '短评打分': 5}
{'短评内容': '房间比较宽敞，设施挺齐全，商务房还配备电脑呢，整体感觉挺不错。', '短评打分': 5}
{'短评内容': '房间设计的简洁大方，设施方面还成，住起来还比较舒适。', '短评打分': 5}
{'短评内容': '服务一般条件较差', '短评打分': 5}
{'短评内容': '服务好，卫生干净，性价比高，位置不错，出行很方便', '短评打分': 5}
{'短评内容': '酒店房型不错，性价比高，服务很好。其他都还可以', '短评打分': 5}
{'短评内容': '酒店位置很好，出行逛街都很方便，服务很好，性价比高', '短评打分': 5}
{'短评内容': '酒店大堂装修的很气派，前台服务很好，很周到，性价比较高。', '短评打分': 5}
{'短评内容': '房间很宽敞，住着很舒适，服务蛮好的，还会住的', '短评打分': 5}
{'短评内容': '酒店靠近广西大学附近，交通很便利，房间很宽敞，住着蛮舒服的', '短评打分': 5}
{'短评内容': '酒店的住宿环境很好，住着很舒服，位置不错，靠近汽车站，出行蛮方便的', '短评打分': 5}
{'短评内容': '交通便利，服务好，房间里面打扫的很干净，住宿环境不错', '短评打分': 5}
{'短评内容': '房间里有个小阳台，还能把衣服晾在外面，很少有酒店晾衣服那么方便的。', '短评打分': 5}
{'短评内容': '等价换等房', '短评打分': 5}
{'短评内容': '房间比较大宽敞，舒适，但窗户是落地窗，关不严实，有时候会有蚊子飞进来，价格在南宁有点偏贵了，位置在南宁西边，南宁东边比较发达些', '短评打分': 3}
