{'短评内容': '很好，服务很好', '短评打分': 5}
{'短评内容': '这个地方很方便，去行政中心办事太方便了', '短评打分': 5}
{'短评内容': '房间很大，非常不错', '短评打分': 5}
{'短评内容': '有停车场', '短评打分': 5}
{'短评内容': '没有配矿泉水', '短评打分': 5}
{'短评内容': '环境挺好的，服务也好。', '短评打分': 5}
{'短评内容': '房子装修不错，酒店位置也好', '短评打分': 5}
{'短评内容': '订错店了 还帮我取消了 跟满意', '短评打分': 5}
{'短评内容': '环境还是一如既往的好，停车也非常方便，窗户很大，总之还不错', '短评打分': 5}
{'短评内容': '嗯价格实惠又公道，里面的服务也好', '短评打分': 5}
{'短评内容': '房间很大，空调特别给力。服务也很好！值得推荐一下', '短评打分': 5}
{'短评内容': '还不错，价格便宜，环境好，设施齐全，卫生情况也良好', '短评打分': 5}
{'短评内容': '行货正品价格适中很不错', '短评打分': 5}
{'短评内容': '很舒适', '短评打分': 5}
{'短评内容': '可以', '短评打分': 5}
{'短评内容': '可以', '短评打分': 5}
{'短评内容': '第三次入住宝鸡行政中心店，卫生啊、周围环境啊都一如从前的棒，早餐也还可以，向大家推荐！前台小哥业务熟练度有很大的提升空间，加油！', '短评打分': 5}
{'短评内容': '宝鸡政府办公中心旁边，整体不错……', '短评打分': 4}
{'短评内容': '第二次住了，非常好 值得推荐', '短评打分': 5}
{'短评内容': '网上定，很便宜，性价比超级高，房间大，舒服，大厅也很温馨，免费停车。', '短评打分': 5}
{'短评内容': '周边的环境卫生，人员的服务态度均不错', '短评打分': 5}
{'短评内容': '很好，很舒服，唯一的缺点就是洗澡水太小了，像我们这种经常出差的洗个痛快的热水澡很重要', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '干净 房间较大，有点吵。去行政中心办事方便。', '短评打分': 5}
{'短评内容': '很好，新酒店，就是位置比较偏，房间很大，就是不隔音', '短评打分': 5}
{'短评内容': '卫生条件还行。', '短评打分': 3}
{'短评内容': '总体感觉还是不错。毛巾稍旧，洗浴没有胶质拖鞋，一次性拖鞋湿了再穿很不舒服。', '短评打分': 5}
{'短评内容': '酒店环境不错，干净、卫生，服务员态度好。', '短评打分': 5}
{'短评内容': '行政中心店比高新店的房间要大，不过设施好像没有那边新，但都是标准化的，挺好的。旁边是宝鸡行政中心，目前比较安静，门口有几家吃饭的地方，还方便吧。忘了给我开发票了。', '短评打分': 5}
{'短评内容': '房间很大，有阳台，新开的酒店，环境不错，位置离市中心比较远，不过交通方便，早餐的煎饺不如其他店的。整体还可以，适合入住。', '短评打分': 5}
{'短评内容': '除了离市区太远外，其他还不错。房间很大，晚上也挺安静。', '短评打分': 5}
{'短评内容': '酒店服务員很好,酒店除毛巾外,卫生都比我住过的3星酒店好佷多.\n\n不好的有2点\n1. 无膠拖鞋,冬天洗澡時腳站冷地\n2. 白毛巾...很黑..太 旧了', '短评打分': 5}
{'短评内容': '环境和房间都很不错！', '短评打分': 3}
{'短评内容': '宝鸡行政中心锦江之星，入住后总体感觉还行，就是有些吵，服务还可以，没有餐饮，个别人打扑克吵闹，休息不好。', '短评打分': 3}
{'短评内容': '干净，空间大，暖和。安静，交通也便利。不错的酒店。', '短评打分': 5}
{'短评内容': '房间大，是我住过的所有锦江之星中面积最大的，标准间有一个大床，一个小床，非常舒适。交通便利，前台服务热情，酒店旁边的政府广场、代家湾生态公园值得游玩。', '短评打分': 5}
{'短评内容': '酒店环境不错 住过几次了 虽然价格有稍微上浮 但还能接受.', '短评打分': 5}
{'短评内容': '地方过于偏僻，外出办事打的费用都抵得上房费', '短评打分': 1}
{'短评内容': '地方比较偏僻，周围没什么好玩的地方，但环境不错，房间很大，人多在房间打打牌很不错。', '短评打分': 5}
