{'descr': '旧了些，老店了', 'star': 4}
{'descr': '没早餐，有大床适合家庭住', 'star': 5}
{'descr': '卫生好，干净舒适', 'star': 5}
{'descr': '差评，洗手间不行，灯光太暗，插座不好，这连锁不咋地', 'star': 2}
{'descr': '挺好的。很棒，干净，安静。', 'star': 5}
{'descr': '服务很好，特别是那个王子优。', 'star': 4}
{'descr': '卫生收拾的很难，上午说的给我推到下午', 'star': 2}
{'descr': '位置比较好，容易找，交通方便，环境卫生挺好，服务周到。', 'star': 5}
{'descr': '服务态度超级好，宾馆环境很温馨，总之很好', 'star': 5}
{'descr': '酒店太烂了，老掉牙！', 'star': 1}
{'descr': '有些老，服务不标准化，设施差', 'star': 4}
{'descr': '一般', 'star': 4}
{'descr': '挺好的', 'star': 5}
{'descr': '服务态度超好', 'star': 5}
{'descr': '太差了，房间太小，当然也许对于这个房价来说也凑合', 'star': 3}
{'descr': '一般，太小', 'star': 3}
{'descr': '这家店的地段好，出行方便，虽说房间的设施简单，但还是较干净，店家的员工热情，如果下次来，还会入住的。', 'star': 5}
{'descr': '这不错，服务态度很好！可以想像', 'star': 4}
{'descr': '很好，服务态度很好！！！', 'star': 5}
{'descr': '到了就给安排了房间，服务态度非常好，以后还会去的', 'star': 5}
{'descr': '房间很小，卫生一般，空调会吹出灰尘，热水还行，被单有破损，浴巾有水污', 'star': 3}
{'descr': '房间太小了，洗手间味儿太大！！！！！！！！！！！', 'star': 1}
{'descr': '环境还不错，早餐丰富！就是价格有时不稳定……', 'star': 5}
{'descr': '环境还不错，早餐丰富！就是价格有时不稳定……', 'star': 5}
{'descr': '还不错，但浴室设计不太合理，进去洗澡有点困难。没有电脑，去了才说是带电脑的房间满了。', 'star': 5}
{'descr': '还不错，但浴室设计不太合理，进去洗澡有点困难。没有电脑，去了才说是带电脑的房间满了。', 'star': 5}
{'descr': '酒店很干净，关键是离步行街很近，晚上逛街很方便，推荐。', 'star': 5}
{'descr': '酒店很干净，关键是离步行街很近，晚上逛街很方便，推荐。', 'star': 5}
{'descr': '交通非常方便，服务员态度很好，还祝我生日快乐的！\n就是隔音稍微弱了点，地理位置很方便', 'star': 5}
{'descr': '交通非常方便，服务员态度很好，还祝我生日快乐的！\n就是隔音稍微弱了点，地理位置很方便', 'star': 5}
{'descr': '环境好 位置好 价格合适 环境好 位置好 价格合适 环境好 位置好 价格合适 ', 'star': 5}
{'descr': '环境好 位置好 价格合适 环境好 位置好 价格合适 环境好 位置好 价格合适 ', 'star': 5}
{'descr': '地方好，网速超级快~~~巨爽~~房间干净，服务也不错，还有免费水赠，早餐也很好。附近很多好吃的，推荐斜对面的下塘烧饼和巷子口的烤梨。', 'star': 5}
{'descr': '地方好，网速超级快~~~巨爽~~房间干净，服务也不错，还有免费水赠，早餐也很好。附近很多好吃的，推荐斜对面的下塘烧饼和巷子口的烤梨。', 'star': 5}
{'descr': '身处豪华地段，价格算合适。服务也还周全。早餐也还不错。', 'star': 5}
{'descr': '身处豪华地段，价格算合适。服务也还周全。早餐也还不错。', 'star': 5}
{'descr': '环境好，卫生优，服务周到,价位合理。环境好，卫生优，服务周到,价位合理。', 'star': 5}
{'descr': '环境好，卫生优，服务周到,价位合理。环境好，卫生优，服务周到,价位合理。', 'star': 5}
{'descr': '洗澡水是不很热，不知道怎么回事哦！其它还好吧！', 'star': 5}
{'descr': '洗澡水是不很热，不知道怎么回事哦！其它还好吧！', 'star': 5}
{'descr': '隔音 太差。。。早点品种可以再多点。。。', 'star': 5}
{'descr': '隔音 太差。。。早点品种可以再多点。。。', 'star': 5}
{'descr': '环境还可以  服务也不错 网速也客观 值得推荐 我表示下次还会去那里', 'star': 5}
{'descr': '环境还可以  服务也不错 网速也客观 值得推荐 我表示下次还会去那里', 'star': 5}
{'descr': '房间比较小，隔音不是太好，早餐也很一般，不过商务酒店还是步行街旁边，就那么多的价格，也差不多了，总体感觉就是区位比较好……', 'star': 1}
{'descr': '房间比较小，隔音不是太好，早餐也很一般，不过商务酒店还是步行街旁边，就那么多的价格，也差不多了，总体感觉就是区位比较好……', 'star': 1}
{'descr': '步行街隔壁，吃饭购物方便，交通也可以，下次还会入住。', 'star': 5}
{'descr': '步行街隔壁，吃饭购物方便，交通也可以，下次还会入住。', 'star': 5}
{'descr': '挺不错的一个酒店，我们住了两天，位置很好，只是在一条小巷里路边挺了太多车自驾要小心。停车场较小停车要趁早，据说如果停车停满了的话，他们可以在巷口的24小时停车场补贴10块？停24小时，需要自付5块。还行。', 'star': 5}
{'descr': '挺不错的一个酒店，我们住了两天，位置很好，只是在一条小巷里路边挺了太多车自驾要小心。停车场较小停车要趁早，据说如果停车停满了的话，他们可以在巷口的24小时停车场补贴10块？停24小时，需要自付5块。还行。', 'star': 5}
{'descr': '地址位置不错,但早餐很差！！！！！！！！！！！', 'star': 5}
{'descr': '地址位置不错,但早餐很差！！！！！！！！！！！', 'star': 5}
{'descr': '感觉不错。下次在来。', 'star': 3}
{'descr': '感觉不错。下次在来。', 'star': 3}
{'descr': '房间设施 洗浴设施都相当不错 性价比很高 超出我的预期', 'star': 5}
{'descr': '房间设施 洗浴设施都相当不错 性价比很高 超出我的预期', 'star': 5}
{'descr': '1.地址位置不错，适合逛逛步行街。总台的服务态度也不错。\n2.包含的早餐，没来得及起来吃，不知道味道怎么样？\n3.卫生间没有挂浴巾的地方，淋浴处没有玻璃隔开，地面容易有积水。\n4.房间不是很大。', 'star': 5}
{'descr': '1.地址位置不错，适合逛逛步行街。总台的服务态度也不错。\n2.包含的早餐，没来得及起来吃，不知道味道怎么样？\n3.卫生间没有挂浴巾的地方，淋浴处没有玻璃隔开，地面容易有积水。\n4.房间不是很大。', 'star': 5}
{'descr': '还是相当可以的。价格比天庭其他几个点略贵点。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '还是相当可以的。价格比天庭其他几个点略贵点。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '不止一次入住了。位置、设施及服务都不错，不足是未配拖鞋，无毛巾架有些不方便。', 'star': 5}
{'descr': '不止一次入住了。位置、设施及服务都不错，不足是未配拖鞋，无毛巾架有些不方便。', 'star': 5}
