{'短评内容': '好好好好好好好好好好', '短评打分': 5}
{'短评内容': '市中心，位置不错，环境好，比较卫生', '短评打分': 5}
{'短评内容': '早餐还不错，干净卫生，住的舒服', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 4}
{'短评内容': '总体感觉这个酒店跟以前没法比！', '短评打分': 3}
{'短评内容': '房间干净安静', '短评打分': 5}
{'短评内容': '，', '短评打分': 5}
{'短评内容': '酒店还是不错的，就是空调不是特别好！总的来说还可以！', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '很好的房间，就是有些靠近空调主机噪音会很大的房，和前台说了会换，很好。', '短评打分': 5}
{'短评内容': '经常预定的酒店', '短评打分': 4}
{'短评内容': '早餐腻害了，丰盛的很。', '短评打分': 5}
{'短评内容': '一如既往的选择这个酒店。性价比??', '短评打分': 4}
{'短评内容': '一般', '短评打分': 5}
{'短评内容': '还行吧，有的房间好大，有的好小，', '短评打分': 4}
{'短评内容': '环境挺好的', '短评打分': 4}
{'短评内容': '环境很好，条件不错，早餐丰富', '短评打分': 5}
{'短评内容': '酒店硬件和服务细节有待进一步提高，卫生间设计的不合理，空间太小了，地毯和床单太旧了', '短评打分': 3}
{'短评内容': '快捷式酒店还不错，房间很大，早餐一般，床太软不是很习惯', '短评打分': 5}
{'短评内容': '酒店不错 很满意  下次还会住这里  酒店不错 很满意  下次还会住这里  酒店不错 很满意  下次还会住这里  酒店不错 很满意  下次还会住这里  酒店不错 很满意  下次还会住这里  ', '短评打分': 5}
{'短评内容': '这家超推荐  房间装修的很有感觉 订的最便宜的房间也很好 卫生间也很大 住的很舒服    性价比高 就是早饭没去吃不知怎么样', '短评打分': 5}
{'短评内容': '很好的酒店，各方面都不错，值得去住。去试试吧。', '短评打分': 5}
{'短评内容': '很好的酒店，各方面都不错，值得去住。去试试吧。', '短评打分': 5}
{'短评内容': '很好的酒店，各方面都不错，值得去住。去试试吧。', '短评打分': 5}
{'短评内容': '晚上睡觉还免费送一个桑拿的，空调象没有的一样!', '短评打分': 1}
{'短评内容': '酒店交通方便，房间较大，网速一般，价格便宜推荐\n\n', '短评打分': 5}
{'短评内容': '、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、空调不太好', '短评打分': 1}
{'短评内容': '在六安来说，是一个很不错的酒店，空间很大，个人觉得比一般的快捷酒店好很多。卫生间还有吹风机，感觉还人性化。就是床太软~~呵呵', '短评打分': 5}
{'短评内容': '房间还行~~但觉得价格高了点~~~~~~~位置比较好~~~', '短评打分': 5}
{'短评内容': '入住之后因急需用电脑换了房间，态度很好，就是早餐券忘记给予，后来就算了。', '短评打分': 3}
{'短评内容': '房间设施还可以 就是隔音效果真的好差 外面人说话听得很清楚 早餐种类不多 就那样', '短评打分': 5}
{'短评内容': '高级单间，无电脑哦！', '短评打分': 3}
{'短评内容': '在六安还可以的酒店,就是这次住了两晚,第二天晚上没有送蚊香片,有蚊子.', '短评打分': 5}
{'短评内容': '   床很软，可惜商务酒店没有电脑', '短评打分': 3}
{'短评内容': '房间还不错 就是听说床太软了。。帮同事定的 不知道是什么床？？？', '短评打分': 5}
{'短评内容': '性价比还不错，早餐比较丰盛，不过床很软，太软了~~~', '短评打分': 5}
{'短评内容': '很不错的，空调啊，淋浴啊，环境也很好，交通方便，位置优越，推荐入住', '短评打分': 5}
{'短评内容': '床很软，实在太软了，特别是中间的位置，完全塌了，又不给换房，前台说都是一样的床', '短评打分': 1}
{'短评内容': '还不错啊。就是床很软啊。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '床太软了，睡了好几天地上，别的都是不错的。', '短评打分': 5}
{'短评内容': ' 房间干净，设计别致，物超所值', '短评打分': 3}
{'短评内容': '，很不错呢，性价比高，卫生干净，推荐住宿', '短评打分': 3}
{'短评内容': '非常好的酒店 坏境各方面都不错 特别是床 很软很舒适', '短评打分': 5}
{'短评内容': '各方面都还好，就是床太软太软，睡的浑身疼。', '短评打分': 5}
{'短评内容': '酒店不错，位置挻好，早餐也不错', '短评打分': 3}
{'短评内容': '酒店很舒服，床很软。', '短评打分': 3}
{'短评内容': '是我喜欢的格调 很不错  床也很软   服务周到', '短评打分': 5}
{'短评内容': '离市中心很近，去参加考试的，蛮好的。值得入住', '短评打分': 5}
{'短评内容': '真的不错。房间有大的落叶窗，卫生间特别大。遗憾的是床太软。', '短评打分': 3}
{'短评内容': '不错，就是靠马路边的有点吵，要是安装双层玻璃可能会好点！', '短评打分': 3}
{'短评内容': '不错！价格合理，环境不错，只是隔音差点。早饭也不错！！', '短评打分': 5}
{'短评内容': '环境满不错，装修比较新，性价比很高…就是退房时间太严格…', '短评打分': 3}
