{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '离机场近，性价比不错，适合第二天赶飞机的人住', '短评打分': 4}
{'短评内容': '服务员态度不好', '短评打分': 4}
{'短评内容': '都还行，落下充电宝了，酒店很贴心的收了起来哦', '短评打分': 5}
{'短评内容': '环境卫生 价格合理 交通便利 空间较大 卫生间装修好 设备好 水热适中可调 床上用品好 房间灯光柔和', '短评打分': 5}
{'短评内容': '地点比较偏，周边都是科技企业，不好叫车，晚上有塞小卡片，房间毛巾床单比较旧，床头柜还放了张饼店广告单忽悠住客关注说有送饼，关注完问总台，总台却不清楚', '短评打分': 2}
{'短评内容': '非常方便快捷', '短评打分': 5}
{'短评内容': '？挺好', '短评打分': 5}
{'短评内容': '位置很好找，交通比较方便，价位也不高，就是这连续居住几天，卫生整理这块不是很及时，希望能改善。还有就是早餐很丰盛', '短评打分': 5}
{'短评内容': '帮朋友订的，在厦门这种旅游城市这样的性价比已经够好了。那时厦门莫兰蒂台风刚过，这家酒店没有停水停电已经够厉害！', '短评打分': 4}
{'短评内容': '总体来说是一次不错的体验', '短评打分': 5}
{'短评内容': '网络差了点其他都很好', '短评打分': 5}
{'短评内容': '更好更高很好', '短评打分': 5}
{'短评内容': '还不错   比较安静', '短评打分': 5}
{'短评内容': '酒店位置很好，去中山路步行街坐BRT(快速公交)只要1.5元，而且酒店网速超赞！淋浴水很热，出水量也大！也是我很满意的。酒店有早餐在这个旅游城市也是难得的，总体值得推荐。', '短评打分': 5}
{'短评内容': '老板出差预定。。。。。。', '短评打分': 5}
{'短评内容': '一般', '短评打分': 4}
{'短评内容': '一般吧', '短评打分': 4}
{'短评内容': '酒店位于厦门BRT(快速公交)双十中学站附近，交通方便。酒店设施较老，早餐也是很简单的几样。不过对于厦门这个旅游城市已经很不错了！！！ 值得推荐的是前台接待很专业，热情。淋浴水流很大，温度也很好。WIFI速度很好。', '短评打分': 4}
{'短评内容': '离机场很近还方便，房间一般。周边设施很差', '短评打分': 1}
{'短评内容': '交通方便、离机场也很近，早餐也比较不错，下次也可以继续考虑', '短评打分': 5}
{'短评内容': '酒店很干净,服务态度不错,早餐丰盛卫生!值得称赞的是酒店楼下的便利超市价格公正,服务态度也超好,谢谢老板!', '短评打分': 3}
{'短评内容': '不错的选择 可以，下次可以考。就是吃的地方比较少', '短评打分': 5}
{'短评内容': '酒店位置比较偏，房间一般，服务态度也一般！不过离机场是蛮近', '短评打分': 1}
{'短评内容': '确实比较偏一点，下飞机打车，司机比较宰人不知道酒店的名字和地址，结果是19块到的酒店，相对网上别人的经验10来快不大一致，酒店的自助早餐比较丰盛，离BRT近些方便出行', '短评打分': 5}
{'短评内容': '离机场比较近，先对也比较实惠。\n早餐不是很丰富', '短评打分': 5}
{'短评内容': '酒店很干净，很好，交通也还可以，有快速公交（BRT）开过。', '短评打分': 5}
{'短评内容': '距离机场很近，就是打的士很不好打。房间很大的，卫生还可以，一个新酒店吧', '短评打分': 5}
{'短评内容': '酒店的环境还不错，就是出来打出租车不太方便', '短评打分': 5}
{'短评内容': '酒店不错挺干净', '短评打分': 3}
{'短评内容': '交通方便，酒店环境干净整洁，房间面积不是很大', '短评打分': 5}
{'短评内容': '酒店很干净，四星，离机场很近，坐的士13元', '短评打分': 5}
{'短评内容': '很好很干净。', '短评打分': 3}
{'短评内容': '酒店卫生不错，打扫得很干净，位置很好，很安静。', '短评打分': 5}
{'短评内容': '酒店卫生不错，打扫得很干净，商务出差足够。', '短评打分': 5}
{'短评内容': '卫生不错，有餐厅,距离五通码头、高崎机场打车十几块', '短评打分': 5}
{'短评内容': '环境还可以，但地理位置有点偏，但好在附近有361、乔丹等体育用品客户在附件，找客户比较方便。', '短评打分': 5}
{'短评内容': '酒店感觉小了点！不过不在闹市区！安倒是挺安静的！', '短评打分': 5}
{'短评内容': '还行，就是感觉房间小了点，不算是豪华大床房吧，东西也不多，只有基本标房有的东西，既然是豪华那肯定跟标准有区别了，可是看不出有什么区别呢？', '短评打分': 5}
{'短评内容': 'The hardware and price of this hotel is excellent, clean and neat. Except the transportation is not that easy.', '短评打分': 5}
{'短评内容': '这一家酒店是自己有网上找的，看了一下评价都是说不错的。后来抱着试试的态度来预定了，入住后发现真的是物有所价~~ 老板对我定的这个酒店非常的满意。。。', '短评打分': 5}
{'短评内容': '物美价廉，推荐。', '短评打分': 3}
{'短评内容': '不还错。。。就是名字有点不一样找了半天 ··', '短评打分': 5}
