{'短评内容': '很好', '短评打分': 5}
{'短评内容': '交通便利，购物吃饭方便！', '短评打分': 4}
{'短评内容': '周边交通便利，购物方便', '短评打分': 4}
{'短评内容': '出差订的这里，比较方便，交通便利购物也行，不错！', '短评打分': 4}
{'短评内容': '好好好好好好', '短评打分': 5}
{'短评内容': '房间设施设备很好，交通方便。', '短评打分': 5}
{'短评内容': '是不是', '短评打分': 5}
{'短评内容': '前台给免费升级行政单房，房间很好，还有台一体机但是速度比较慢。早餐中式菜品较多口味尚可，但是水果点心饮料较少，尝了一小口橙汁，很重的香精味！', '短评打分': 4}
{'短评内容': '卫生和服务不需要考虑！配置方面也高！', '短评打分': 5}
{'短评内容': '房间配置好服务好！价格小贵', '短评打分': 5}
{'短评内容': '位置合适，环境安静。', '短评打分': 5}
{'短评内容': '非常好，市中心', '短评打分': 5}
{'短评内容': '交通方便 服务好 设施配套齐全', '短评打分': 5}
{'短评内容': '京东可以订酒店还是才感受到，价格差不多，但是服务不错', '短评打分': 5}
{'短评内容': '交通便利', '短评打分': 5}
{'短评内容': '第一次住这个酒店。房间不是很大。还是挺干净的。就在春熙路步行街，想逛街吃东西买东西是非常方便的。价格也比较合理。', '短评打分': 5}
{'短评内容': '网络太慢了，邮件也收不了，希望可快点改善', '短评打分': 5}
{'短评内容': '不错不错哦', '短评打分': 5}
{'短评内容': '去华西医院近', '短评打分': 4}
{'短评内容': '环境不错', '短评打分': 5}
{'短评内容': '房间硬件软件都可以，早餐一般。', '短评打分': 3}
{'短评内容': '硬件需要改进', '短评打分': 4}
{'短评内容': 'B座非常好，A座若能达到这个标准就好', '短评打分': 5}
{'短评内容': '房间干净，交通方便，一直是首选', '短评打分': 4}
{'短评内容': 'OK！OK！OK！OK！OK！', '短评打分': 3}
{'短评内容': '地理位置不错，离出差地点、市中心都很近，设备稍微有些老旧', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '不错不错！硬件设施不错，房间卫生干净，地段也好，下次居家旅行还住这家！', '短评打分': 5}
{'短评内容': '靠高架桥一面比较吵', '短评打分': 4}
{'短评内容': '旧楼太老，新楼还行，服务一般', '短评打分': 3}
{'短评内容': '酒店大厅还在装修中，看上去是有四星的范，但房间内部太差了，配置全是名牌但太陈旧，朋友们都不满意', '短评打分': 1}
{'短评内容': '酒店非常好，交通方便，服务一流，环境一流，唯一不含早餐让人遗憾', '短评打分': 3}
{'短评内容': '退房太麻烦，等候时间太久。', '短评打分': 3}
{'短评内容': '酒店位置好，而且还安静，确实值得推荐，房间也还不错。', '短评打分': 5}
{'短评内容': '酒店很干净', '短评打分': 3}
{'短评内容': '酒店环境很好，设施也很新，不错！', '短评打分': 3}
{'短评内容': '马马虎虎啊，出差入住。最主要离开办事的地方比较近。', '短评打分': 5}
{'短评内容': '酒店不错。但是还没有达到我期望的锦江的标准。', '短评打分': 5}
{'短评内容': '地理位置很方便，还能够看到锦江的夜景，逛街玩武候祠都很方便', '短评打分': 3}
{'短评内容': '酒店前台服务很好!因为飞机晚点,到酒店时已经没有房间了,免费给升级到套房.\n房间很宽敞.\n早餐一般般,25元一位的价格也很便宜.', '短评打分': 5}
{'短评内容': '还可以，开西博会，有点小贵。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '中上评吧,卫生还可以,也比较舒适,服务也可以吧,', '短评打分': 5}
{'短评内容': '总体不错,只有部门是酒店房间,另外一些楼层是公司办公室,感觉有点混乱', '短评打分': 5}
{'短评内容': '它自称是当地第一家五星级酒店，但是感觉里边很烂，住宿很烂、吃饭很烂，里边硬件很差，餐饮也是自助的', '短评打分': 1}
{'短评内容': '位置不错，房间比较好，交通尚可，卫生还需改进，早餐还需丰富，口味还可以，大堂服务一般，还需改进。以后会再住。', '短评打分': 5}
{'短评内容': '整体环境不错，卫生也可以，感觉不到时代气息，连电脑都不配备，还不如县级城市的商务酒店房间，应该有网线才有时代气息。', '短评打分': 5}
{'短评内容': '房间内没有无线网，想用无线网络就要去大堂。大堂只有一组休息的沙发，很不适合商务人士入住。地理位置还是很优越的，楼层高，放眼能看到很远。', '短评打分': 5}
{'短评内容': '典型的老四星，餐厅居然热的汗流浃背的，好像没空调。地毯不知道多少年了，很脏很旧。提前退了，换酒店。', '短评打分': 1}
{'短评内容': '这也是锦江的品质，千万别砸了牌子，我只是看牌子订的，想着差不到哪里。', '短评打分': 1}
{'短评内容': '帮别人预定的酒店，反映房间还可以。。。。。。。。。。', '短评打分': 5}
{'短评内容': '很好的饭店！价位适中，物有所值，而且此饭店是距离川医较近的四星级酒店，无论就医还是探望病人都很方便。', '短评打分': 5}
{'短评内容': '酒店不错，比较舒适，地理位置也不错，下次还会住在这里。', '短评打分': 5}
{'短评内容': '世代锦江的价格近几年一直在升高，现在已经快住不起了，酒店出来想打个车是非常困难的，其优越的地理位置由于打车不容易已经发挥不出优势了。', '短评打分': 1}
{'短评内容': '去之前打到酒店问已经没有房间了,没想到E-LONG还有房间,真的订上了 ', '短评打分': 5}
{'短评内容': '也就是看中位置比较方便了,其他只能说一般,感觉很陈旧.', '短评打分': 5}
{'短评内容': '位置很好，交通方便，房间的设施有些旧，地下停车场很大，方便', '短评打分': 5}
{'短评内容': '和旁边的锦苑楼相比，这个性价比还不错。尤其是早餐，要实惠很多', '短评打分': 5}
{'短评内容': '性价比差。。。。。早餐太差了。都没东西吃的。', '短评打分': 1}
{'短评内容': '地理位置偏，环境不好。价格太高，性价比太差了。', '短评打分': 1}
{'短评内容': '酒店的坏境还行，服务也还行，但是没有广州的华嘉达环境好，四星凑合吧', '短评打分': 5}
{'短评内容': '地理位置很好，但是酒店设施是在是太陈旧了', '短评打分': 5}
{'短评内容': '住1210房间', '短评打分': 3}
{'短评内容': '上可以，就是东西太太太旧了~~~~~~~~~~~~', '短评打分': 1}
{'短评内容': '空调差、衣架不好用、卫生间灯太敏感，且不能主动控制来关闭，只能关门、查房慢、性价比太差了', '短评打分': 1}
{'短评内容': '离公司比较近，环境还不错，适合商务出差入住。', '短评打分': 5}
{'短评内容': '酒店性价比不错，尤其是早餐。', '短评打分': 3}
{'短评内容': '酒店房间太小，设施一般，但价格偏高，比较其他城市的锦江国际，这里的~~嘿嘿', '短评打分': 1}
{'短评内容': '一般吧', '短评打分': 3}
{'短评内容': '卫生一般，洗手间小，这样的价格没什么性价比', '短评打分': 1}
{'短评内容': '酒店各项设施还是挺不错的，服务员服务态度也可以，4星级的标准还是达到了 ', '短评打分': 5}
