{'短评内容': '很好', '短评打分': 5}
{'短评内容': '不错，房间很大，价格便宜，还有早餐。', '短评打分': 4}
{'短评内容': '不错，房间大，还有早餐。', '短评打分': 4}
{'短评内容': '不错，房子蛮大的。', '短评打分': 4}
{'短评内容': '就那样吧，一般般', '短评打分': 5}
{'短评内容': '酒店还不错', '短评打分': 4}
{'短评内容': '周边吃饭及交通方便，设施有点旧。', '短评打分': 4}
{'短评内容': '地理位置好，服务到位，房屋及室内设施较旧。', '短评打分': 4}
{'短评内容': '价格与周边比较差不多，酒店位置还行，打的不是很方便，都要走好远，吃东西也要跑到好远的地方才有，环境设施一般。', '短评打分': 3}
{'短评内容': '一楼大厅的环境还可以，但房间的环境很一般。网络很不好，wifi信号差，网速慢。感觉没有上次入住的环境好！！', '短评打分': 3}
{'短评内容': '不错，值得推荐', '短评打分': 5}
{'短评内容': '设施老旧，卫生一般，房间比较大。与相同条件（包括设施、地理位置等）的酒店相比（如欧风丽景）价格偏高了点。', '短评打分': 4}
{'短评内容': '很不错经济实惠 ，而且环境很干净', '短评打分': 3}
{'短评内容': '我想对于一个偏僻的环境是挺好的', '短评打分': 5}
{'短评内容': '一般般啦，电视机不是数字电视，无线基本不能用。', '短评打分': 3}
{'短评内容': '该酒店环境很好，周围比较安静。我们定的是豪华标间，房间大，布局合理，卫生整洁，有大窗，很敞亮！热水足，水流大，空调也很给力。卫生间的滴水观音，精巧别致，水嫩欲滴。服务员和保安的态度都很亲切。我们自己开车，所以觉得很方便，到世纪广场也就几分钟。美中不足是房间里没有电脑。总的来说还不错，推荐。', '短评打分': 5}
{'短评内容': '还行，早晨简单了点', '短评打分': 3}
{'短评内容': '房间设施不错，工作人员服务态度也挺好的，而且晚上旁边的凤姐烧烤吃起来够味', '短评打分': 5}
{'短评内容': '圣科条件都还好，就是太偏远', '短评打分': 3}
{'短评内容': '房间很好，屋子很大的。卫生也不错。就房间有点大，空调不是很给力。', '短评打分': 5}
{'短评内容': '非常干净的客房，早餐也很丰富！强力推荐哦！', '短评打分': 5}
{'短评内容': '房间还不错 ，浴室没地方放洗浴用品，还有就是地方比较偏。打车比较困难', '短评打分': 5}
{'短评内容': '酒店比较偏，很难打车。房间内的设施还行。', '短评打分': 5}
{'短评内容': '挺好的条件不错，就是地理位置有点偏', '短评打分': 3}
{'短评内容': '酒店很新，房间设施好，也比较大，佷干净，比较舒适，性价比好。在此特别表扬前台工作人员杨静，我们退房结帐时忘了拿入住时交的押金，当我们已开车走到高速公路，才想起这件事，如果回酒店取钱，要用很多时间，我们给前台打电话说这件事，接电话的小杨非常礼貌地说：“对不起，这是我们的责任，您不用回来了，我尽快到银行把钱汇到您的卡里”。约半小时我们就收到了这笔钱。让我们感到酒店工作人员素质很高，酒店很有诚信度。推荐', '短评打分': 5}
{'短评内容': '酒店环境很好，浴室里的滴水观音很好看，给人感觉很舒服~~', '短评打分': 5}
{'短评内容': '酒店很好很干净服务态度一流下次还来', '短评打分': 3}
{'短评内容': '非常好，就是没有单人房间了一个人住标间。浪费。', '短评打分': 5}
{'短评内容': '不错，挺好。就是没有单人房了。一个人住的标间。浪费。', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '酒店客房很大,也很干净!以后出差还会来住!', '短评打分': 3}
