{'短评内容': '好好好好好', '短评打分': 5}
{'短评内容': '干净，整洁大方美观', '短评打分': 5}
{'短评内容': '五星级酒店才300左右的价格！我是住那么多五星级酒店最好最便宜的！', '短评打分': 5}
{'短评内容': '很高大尚，当地最高档，卫生过得去，需要加强。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '价格中等，房间过得去。', '短评打分': 4}
{'短评内容': '住的很舒服。很好。', '短评打分': 5}
{'短评内容': '应该是兴宁比较好的酒店了！方便，干净，舒服！', '短评打分': 5}
{'短评内容': '应该是兴宁比较好的酒店了！方便，干净，舒服！', '短评打分': 5}
{'短评内容': '不错', '短评打分': 4}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '大厅大气，设施齐全，价格适中', '短评打分': 4}
{'短评内容': '房间内卫生很差，烟头随处可见，三楼餐厅吃饭价格高于深圳水平，服务基本没有。住宿就是住，相当于招待所，不要要求任何服务，尤其是退房手续特别慢，我是本地人，听得懂兴宁话，忍住了服务员各种牢骚满腹的话语。', '短评打分': 2}
{'短评内容': '不错的一家星级酒店，在兴宁算很好的了', '短评打分': 4}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '酒店非常合算，早餐实惠好吃！', '短评打分': 5}
{'短评内容': '不错。', '短评打分': 5}
{'短评内容': '总体还不错，但环境设施不够新颖', '短评打分': 4}
{'短评内容': '一如既往的高品质。一如既往的高品质。一如既往的高品质。', '短评打分': 5}
{'短评内容': '我每次回去都住这家', '短评打分': 5}
