{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '性价比高！', '短评打分': 5}
{'短评内容': '还可以。。', '短评打分': 4}
{'短评内容': '一切挺好，快捷酒店，性价比高', '短评打分': 5}
{'短评内容': '还可以吧！房间内高差比较大。', '短评打分': 5}
{'短评内容': '挺好的啊', '短评打分': 5}
{'短评内容': '每次去济南基本都住这里，希望多注意卫生', '短评打分': 4}
{'短评内容': '房间里的味道特别的大，汉庭还是不行啊', '短评打分': 5}
{'短评内容': '系统出错了吗？test.', '短评打分': 5}
{'短评内容': '系统出错了.', '短评打分': 5}
{'短评内容': '第一次住，以后没预算坚决不出差。', '短评打分': 2}
{'短评内容': '来山大计算机学院考试的，这里离山大软件园校区很近，走着也就7-8分钟的时间。酒店旁边是个十字路口，前面就是齐鲁软件园，舜华西路上有很多吃饭的地方，但口味一般，不便宜！酒店本身挺好的，环境设施都不错，服务人员态度也很好，很满意。', '短评打分': 5}
{'短评内容': '这样的价格也不能要求太多，唯一不满，连续两块浴巾上全是长发，擦身子都粘在了身上；厕纸也没有，还是打了总台给送来的', '短评打分': 3}
{'短评内容': '十分不错的酒店，房间干净卫生，空间宽敞明亮，十分美好的体验。', '短评打分': 5}
{'短评内容': '交通方便，环境还可以', '短评打分': 5}
{'短评内容': '因为出差需要离软件园近一点，酒店距离还可以，房间比较小，比较干净，隔音不太好。', '短评打分': 5}
{'短评内容': '卫生，干净！', '短评打分': 5}
{'短评内容': '尚可', '短评打分': 3}
{'短评内容': '还可以！', '短评打分': 4}
{'短评内容': '住的不错，各方面设施都很齐全，房间还可以，隔音效果不好，附近餐饮较少，其他的都还不错，停车的地方少。', '短评打分': 5}
{'短评内容': '酒店很干净，不错。早餐需要收费，质量需提高。', '短评打分': 5}
{'短评内容': '还不错，5楼有餐厅，附近交通也比较方便。', '短评打分': 5}
{'短评内容': '这家酒店总体感觉一般，地段和位置较好，但房间隔音较差，晚上旁边房间的声音可以听得很清楚。早上的早餐品种太少，且不到8点30，就几乎什么都没有了，也不见添加，最后只吃了3个馒头了事。酒店按床位提供免费饮用水，每床一瓶，很不合理，按理大床房和标准房一样，最多可住2人，为啥大床房只供应一瓶水呢？工作人员有些不负责，开始入住时填错房价，将同时入住的两人的信用卡弄错，结账时不仅没有发票，说是下午快递，而且竟', '短评打分': 5}
{'短评内容': '还不错，很干净，5楼有餐厅，附近交通也比较方便。', '短评打分': 5}
