{'短评内容': '实在一般，也就住一次了。', '短评打分': 2}
{'短评内容': '总体还行，酒店有点旧了，卫生情况一般，主要是离办事的地方近。餐厅价钱不贵，量多，一般只要点小份就行了。', '短评打分': 4}
{'短评内容': '不错', '短评打分': 4}
{'短评内容': '房间大，还行', '短评打分': 3}
{'短评内容': '一般。', '短评打分': 3}
{'短评内容': '空调蛮暖的，晚餐想在这吃厨师居然不做菜。早餐品种减少', '短评打分': 3}
{'短评内容': '性价比还可以。', '短评打分': 4}
{'短评内容': '环境一般', '短评打分': 3}
{'短评内容': '。好', '短评打分': 5}
{'短评内容': '房间干净，但空气差,尤其网络超差。早歺还可以', '短评打分': 3}
{'短评内容': '帮同事预定的，因为是当天晚上预定的，给保留了，非常感谢，服务不错哦。', '短评打分': 5}
{'短评内容': '部队的宾馆，比较干净，走道没有铺地毯，会影响其他人休息。早餐比较简单，如果能够再增加一些品种就比较好了。交通不太便利。', '短评打分': 5}
{'短评内容': '酒店非常好，房间干净，卫生，整洁，还含双早。', '短评打分': 5}
{'短评内容': '还  行   吧，地方有些偏，价格有点高。', '短评打分': 5}
{'短评内容': '还     行    吧  价  格  高  些', '短评打分': 5}
{'短评内容': '位置不错，周边配套比较全，就是旁边有家卡拉ok隔音效果不太好。', '短评打分': 5}
{'短评内容': '不错的选择，蛮好的', '短评打分': 3}
{'短评内容': '部队的招待所,专修的还不错,有点接近三星了', '短评打分': 5}
{'短评内容': '环境还不错，干净卫生，不过人气好像不忘旺，有点冷清', '短评打分': 3}
{'短评内容': '房间真的很好，干净卫生，价格合理，不过早餐差了点。。。', '短评打分': 5}
{'短评内容': '酒店服务员态度冷淡，服务也差。早餐差的简直没法说，住了几天，每天的早餐都是一个样，一点花样都没有。以后打死我都不会去住了；打车也不方便。唉。。。。太失望了。', '短评打分': 1}
{'短评内容': '挺好，没有发现有什么不好。的士经过的不多，都有人。', '短评打分': 5}
{'短评内容': '交通在江宁还算可以，价格有点高。不过还算清净', '短评打分': 5}
{'短评内容': '酒店不错，很好找，停车方便，下次还去就再去住', '短评打分': 5}
{'短评内容': '每次出差都住的地方,没太多的缺点,也没太多的优点', '短评打分': 5}
{'短评内容': '不错的酒店,已经成为客户来访安排首选了!', '短评打分': 5}
{'短评内容': '非常好,孩子他妈比较喜欢,没想到部队的酒店也能有惊喜', '短评打分': 5}
{'短评内容': '房间宽敞,整洁,淋浴地面有特色,外面稍微 有点吵', '短评打分': 5}
{'短评内容': '离马路太近了，比较吵。交通不方便，的士也比较难打，早餐一般。\n床具、卫浴、设施不错，服务也挺好。', '短评打分': 1}
{'短评内容': '酒店靠近江宁闹市区,方便出行,但是略有些吵,总体环境不错', '短评打分': 5}
{'短评内容': '酒店很干净，也很温馨，热水量大，舒服，值!', '短评打分': 3}
{'短评内容': '房间比较宽敞,总体感觉清爽整洁,服务有待提高!', '短评打分': 5}
{'短评内容': '酒店的位置太偏，中央空调的升温有点慢，水龙头的任谁要等冷水放半天才有。酒店的餐厅服务不错，一个人要的菜还可以半份，只是上菜也慢。好些整个节奏都是欠一拍的样子。', '短评打分': 5}
{'短评内容': '一般,有点吵,房间马桶漏水,淋浴间还可以,地砖不错', '短评打分': 5}
{'短评内容': '总体还行吧,对得起这个价格,比一些三星的还清爽一些', '短评打分': 5}
{'短评内容': '酒店卫生不错，干净、卫生，服务也好。\n提出建议：卫生纸不好。', '短评打分': 5}
{'短评内容': '总体环境还可以,外面有点吵靠马路在,早餐有点简单', '短评打分': 5}
{'短评内容': '环境太好了,下次朋友来南京还安排住这里.', '短评打分': 5}
{'短评内容': '内部卫生环境不错,外围有点吵闹,总体不错', '短评打分': 5}
{'短评内容': '性价比相当不错的酒店,房间不拥挤,卫生状况也不错!', '短评打分': 5}
{'短评内容': '价格适中,但房间内部环境不错,性价比高!', '短评打分': 5}
{'短评内容': '还不错，性价比很好，地方也还行,服务态度也还行，有什么问题都能很快来解决，如果有机会还会在这里住', '短评打分': 5}
{'短评内容': '貌似是军队管理的酒店，虽然设置有点旧，但卫生还是让人满意的。餐厅的服务态度非常好，因为厨房太忙让我等了很久，服务员特地送来了免费水果稳定我的情绪，饭餐很可口。', '短评打分': 5}
{'短评内容': '房间大，住得舒服，连工作地方也近，总体来说不错，就是早餐实在不敢恭维，跟168的档次一样，不过还是推荐下', '短评打分': 5}
{'短评内容': '早高峰外面的的士不好等；\n吃饭要求不高的，这里的餐厅还是不错的；\n卫生可以，希望服务员把房间经常开窗通通风', '短评打分': 5}
{'短评内容': '房间很大很旧也很脏，蚊子很多，早餐最多五到十元标准馒头，粥，鸡蛋，豆浆，', '短评打分': 3}
{'短评内容': '房间倒是很大，卫生情况也还是不错，就是临街的房间，到了晚上非常的吵，外边的工程车也是非常多，不过现在江宁的酒店大体都这样，算是还可以了，如果去住的朋友，可以参考！', '短评打分': 5}
{'短评内容': '环境挺不错的，条件也还可以，在江宁这边交通也很方便，停车场也还可以。餐厅不是很好，晚上还没等我们吃完晚饭，大概不到9点的样子，就开始准备下班了。所以在这里住宿还是去外边吃吧，外边的饭店什么的也都很好。', '短评打分': 5}
{'短评内容': '卫生很好，服务也可以。早餐我自己感觉还行。住了3天，自我感觉好好。希望有去的朋友入住。\n周围的旅游景点大约有30--50元的出租车程。', '短评打分': 5}
{'短评内容': '基本还行吧，简单，实惠，餐饮不错，住的还算舒服，唯一不足的就是房间里有股子不太喜欢的味道。（干嘛要凑够50个字？）', '短评打分': 5}
{'短评内容': '去南京江宁一直住这家，套房很大很宽敞，下次还会住！', '短评打分': 5}
{'短评内容': '部队管理的酒店就是干净卫生，没有骚扰电话，住的放心~', '短评打分': 5}
{'短评内容': '还行吧。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '这次没标准间住的商务间，房间很大。开了2间，就是有一间有点霉味。', '短评打分': 5}
{'短评内容': '住了多次，除了早餐一般般，其实都还不错。', '短评打分': 5}
{'短评内容': '环境不错，离我们办事的地方虽然有点远，但路还好走', '短评打分': 5}
{'短评内容': '环境不错，房间也好。就是餐饮不是很满意。', '短评打分': 5}
{'短评内容': '  还不错的酒店 ，  性价比蛮好。   住过多次。', '短评打分': 5}
{'短评内容': '真的很不错的酒店，房间超大，里面服务人员服务态度温柔、耐心，早餐也很丰富，价格超优惠。', '短评打分': 5}
{'短评内容': '干净宽敞，价格较低，交通还行，就是离地铁有些远。', '短评打分': 5}
{'短评内容': '房间卫生设施尚可，早餐品质一般，沿马路的房间略吵。性价比较高', '短评打分': 5}
{'短评内容': '住过几次了，感觉还算干净，就是和周围环境不怎么样，吃饭和逛街都没有。\n早上也不好拦到出租车。早餐还算一般，至少能管饱', '短评打分': 5}
{'短评内容': '还行，就是远些，去江宁办事才会去那边住。', '短评打分': 5}
{'短评内容': '还不错的酒店，只是远了些。去江宁办事才有机会住那里的。', '短评打分': 5}
