{'descr': '很好', 'star': 5}
{'descr': '可以', 'star': 5}
{'descr': '挺好的', 'star': 5}
{'descr': '住了好几次，价格实惠，还有饭店，直接有热菜吃。很适合我们商务出差，不过这次床感觉太软不平，睡的不是很好', 'star': 5}
{'descr': '由于这次入住的比较早，下午房间光线确实是很好，一眼望去突然发现柜子上一层灰 地毯也很脏，没有之前好了呢', 'star': 5}
{'descr': '干净卫生 温暖舒适', 'star': 5}
{'descr': '房间还可以，交通还算便利。下了高铁站打车8元。', 'star': 5}
{'descr': '很好的', 'star': 4}
{'descr': '好', 'star': 4}
{'descr': '很好', 'star': 4}
{'descr': '很方便离办事地方近', 'star': 4}
{'descr': '非常方便   路过住的', 'star': 5}
{'descr': '无', 'star': 4}
{'descr': '常住，服务非常好', 'star': 5}
{'descr': '位置好找，挺不错', 'star': 5}
{'descr': '挺好的！位置好找', 'star': 5}
{'descr': '离工厂非常近，价格也很合适', 'star': 5}
{'descr': '干净，好!', 'star': 3}
{'descr': '服务好，，，，，，，，，，，，，，，，，，，，，，，', 'star': 5}
{'descr': '服务好，，，，，，，，，，，，，，，，，，，，，，，', 'star': 5}
{'descr': '服务态度好，房间也还好。，，，，，，，，，，', 'star': 5}
{'descr': '服务态度好，房间也还好。，，，，，，，，，，', 'star': 5}
{'descr': '服务好，，，，，，，，，，，，，，，，，，，', 'star': 5}
{'descr': '服务好，，，，，，，，，，，，，，，，，，，', 'star': 5}
{'descr': '锦江之星还是不错\n', 'star': 3}
{'descr': '锦江之星还是不错\n', 'star': 3}
{'descr': '住过全国各地多间锦江，这间是最好的。服务全面，卫生好，下次还住。', 'star': 5}
{'descr': '住过全国各地多间锦江，这间是最好的。服务全面，卫生好，下次还住。', 'star': 5}
{'descr': '装修不错', 'star': 3}
{'descr': '装修不错', 'star': 3}
{'descr': '干净，卫生，清净！\n是个不错的去处，下次还会预定这个酒店！', 'star': 5}
{'descr': '干净，卫生，清净！\n是个不错的去处，下次还会预定这个酒店！', 'star': 5}
{'descr': '不错的酒店,早餐还可以,元宵节那天还有元宵吃.', 'star': 5}
{'descr': '不错的酒店,早餐还可以,元宵节那天还有元宵吃.', 'star': 5}
{'descr': '房间比较干净,就是附近购物不方便', 'star': 3}
{'descr': '房间比较干净,就是附近购物不方便', 'star': 3}
{'descr': '服务热情周到!满意!', 'star': 3}
{'descr': '服务热情周到!满意!', 'star': 3}
{'descr': '酒店条件不错，价位也相当合理。建议入住尽可能选择阳面', 'star': 5}
{'descr': '酒店条件不错，价位也相当合理。建议入住尽可能选择阳面', 'star': 5}
{'descr': '地理位置和卫生环境不错，早餐可以，中餐及晚餐不行，服务员培训不到位，客房打扫得不彻底，服务态度欠缺，管理需进一步加强。', 'star': 5}
{'descr': '地理位置和卫生环境不错，早餐可以，中餐及晚餐不行，服务员培训不到位，客房打扫得不彻底，服务态度欠缺，管理需进一步加强。', 'star': 5}
{'descr': '酒店非常好，很新的装修当然也就很干净，服务态度热情。', 'star': 5}
{'descr': '酒店非常好，很新的装修当然也就很干净，服务态度热情。', 'star': 5}
{'descr': '酒店暖气很暖和，而且服务也很好。各项设施也很齐全，价格也公道。', 'star': 5}
{'descr': '酒店暖气很暖和，而且服务也很好。各项设施也很齐全，价格也公道。', 'star': 5}
{'descr': '位置还不错，离新玛特不是很远，出门坐106就可以，然后房间确实如之前其他人所说，很干净很整洁', 'star': 5}
{'descr': '位置还不错，离新玛特不是很远，出门坐106就可以，然后房间确实如之前其他人所说，很干净很整洁', 'star': 5}
{'descr': '各方面都很好，吃饭除了附近的客运站有个肯德基外就没什么了。', 'star': 5}
{'descr': '各方面都很好，吃饭除了附近的客运站有个肯德基外就没什么了。', 'star': 5}
{'descr': '在整个城市好酒店不多的情况下，还依然保持着联锁酒店的各种品质指标，难能可贵。开发区店虽说不在繁华地段，但正好起到连接化工区和市中心的作用。如果去化工区办事，乘出租车30元，20分钟即可到达。\n房间很干净，而且如很多客人评价过的，床、枕头、被子真是很舒适。\n总之，以后来大庆出差就住这儿了。', 'star': 5}
{'descr': '在整个城市好酒店不多的情况下，还依然保持着联锁酒店的各种品质指标，难能可贵。开发区店虽说不在繁华地段，但正好起到连接化工区和市中心的作用。如果去化工区办事，乘出租车30元，20分钟即可到达。\n房间很干净，而且如很多客人评价过的，床、枕头、被子真是很舒适。\n总之，以后来大庆出差就住这儿了。', 'star': 5}
{'descr': '酒店设施、酒店服务都很好，就是酒店位置太偏僻。', 'star': 5}
{'descr': '酒店设施、酒店服务都很好，就是酒店位置太偏僻。', 'star': 5}
{'descr': '就是酒店位置实在是偏点，吃饭购物太不方便了。', 'star': 5}
{'descr': '就是酒店位置实在是偏点，吃饭购物太不方便了。', 'star': 5}
{'descr': '在这里住了一阵子了，总的感觉不错，就是一点应予以加强，顾客一住长了，卫生打扫就不够彻底了，不像顾客退房后那样彻底打扫一下了。', 'star': 5}
{'descr': '在这里住了一阵子了，总的感觉不错，就是一点应予以加强，顾客一住长了，卫生打扫就不够彻底了，不像顾客退房后那样彻底打扫一下了。', 'star': 5}
{'descr': '在大庆这家酒店就算很好的了，还是感觉不错的。', 'star': 5}
{'descr': '在大庆这家酒店就算很好的了，还是感觉不错的。', 'star': 5}
