{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '环境超级棒，前台3号美女服务态度很好', '短评打分': 5}
{'短评内容': '很不错的客栈，房间也挺好的，地理位置好，3号美女很热情！', '短评打分': 5}
{'短评内容': '挺不错的客栈，有超大的院子，房间也很大，有独立阳台还可以观古城全景，前台3号妹子很好噢！', '短评打分': 5}
{'短评内容': '真的很好，地点也很方便，住着很舒服。', '短评打分': 5}
{'短评内容': '环境卫生，性价比高', '短评打分': 5}
{'短评内容': '环境好。卫生干净。位置好。值得一住！！', '短评打分': 5}
{'短评内容': '因为也没住过其他客栈，无法对比，但从自身体验来说还是很不错的，尤其是服务，让人感到宾至如归。连住了两碗。哦，对了，隔音有些差，我这神经衰弱的只能等周边房间的都吵完了才能睡。但是古城应该都差不多这样。', '短评打分': 5}
{'短评内容': '地理位置好，位于古城之内，距离古城几个主要景点都比较近。外出方便，步行一百米即可到达古城外围的市政道路乘车。工作人员服务热情，酒店设计别具一格。如果再翻新装修一下就更好了。', '短评打分': 5}
{'短评内容': '梵尔巴酒店的装修风格很有艺术气息，情调不错，很适合度假，以后还会再来的。酒店的服务也不错，房间很干净！', '短评打分': 5}
{'短评内容': '酒店式的客栈，不管是房间内还是酒店环境都非常好，院子里也很适合拍照。就在古城北门入口得地方，非常方便。我的围巾落在房间了，还帮我快递过来了，感谢！下次如果去丽江还住这家', '短评打分': 5}
{'短评内容': '连续住了两晚，第二晚因为想住一楼换了古典大床，房间也还可以', '短评打分': 5}
{'短评内容': '不错，挺喜欢的！', '短评打分': 5}
{'短评内容': '非常好，位置方便好找，院子安静有情调，老板在我们要求下推荐的两个一日游品质都很高，房间也干净温馨，出门就是古城，旁边吃的也很多，在大厅还能泡茶休息，真的很满意，唯一的不足可能就是晚上11点前会有旁边酒吧的歌声吧，不过11点到了就没了！以后还会来的！', '短评打分': 5}
{'短评内容': '很好，还会入住，很喜欢的风格', '短评打分': 3}
{'短评内容': '酒店有点偏。凑合吧。但是不值这个价格。', '短评打分': 5}
{'短评内容': '服务一般', '短评打分': 3}
