{'短评内容': '很好', '短评打分': 5}
{'短评内容': '一般般吧。没有免费的茶。空调是坏的。', '短评打分': 4}
{'短评内容': '普通房比较合适，套房有按摩椅和健身器材电脑，但都坏了，不能用，好在也不想用', '短评打分': 5}
{'短评内容': '早餐一般，能吃饱，有的房间可以加床', '短评打分': 5}
{'短评内容': '加强服务管理', '短评打分': 4}
{'短评内容': '好评', '短评打分': 5}
{'短评内容': '不错干净卫生', '短评打分': 5}
{'短评内容': '不错，确实值得再次入住', '短评打分': 4}
{'短评内容': '酒店位置好，出行便利，服务态度也不错，房间很暖和，干净卫生，周边有商铺、酒店等，购物用餐都很方便，值得推荐！', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '还不错，位置可以', '短评打分': 5}
{'短评内容': '还不错，早餐质量下降太多了', '短评打分': 5}
{'短评内容': '不错，以后还来', '短评打分': 5}
{'短评内容': '环境不错，交通便捷', '短评打分': 4}
{'短评内容': '在衡水不错的酒店', '短评打分': 5}
{'短评内容': '不错哦在衡水！！！！！', '短评打分': 5}
