{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '还不错，只是空调声音太大。', '短评打分': 5}
{'短评内容': '很好 房间大 热水热 早餐丰富 出门就有公交，对面就是河梯', '短评打分': 5}
{'短评内容': '订了标双，图片和实际房间不符。住的是602房，有图有真相。门口顶着床尾，已经重叠了。床边和电视台仅容一人通过。 窗边也只能摆一台一椅，不是两椅一台。整体不满意。晚上看房价居然还降价20。', '短评打分': 3}
{'短评内容': '位置比较好找，附近没有饮食地方', '短评打分': 5}
{'短评内容': '不错，来了很多次了。', '短评打分': 5}
{'短评内容': '不错哦，住着舒服', '短评打分': 5}
{'短评内容': '总体来说还不错！', '短评打分': 5}
{'短评内容': '床偏硬，隔音欠佳，一晚上挨蚊子咬，睡不好，不过有停车位，停车方便，对面就是江边，可以散散步吃饭也还算方便', '短评打分': 5}
{'短评内容': '整体还可以，主要是好停车。', '短评打分': 4}
{'短评内容': '挺好的  房间很大  就是周边吃饭的地方不多', '短评打分': 5}
{'短评内容': '挺好的  房间很大  就是周边吃饭的地方不多', '短评打分': 5}
{'短评内容': '其他的多好，就是有点偏僻。', '短评打分': 5}
{'短评内容': '位置较市区比较远，没什么车坐.同时设施老旧。不建议旅游人士住，商务不错，安静.', '短评打分': 3}
{'短评内容': '挺一般的，这个价钱', '短评打分': 3}
{'短评内容': '比较清净，房间也比较大。', '短评打分': 4}
{'短评内容': '算是我生平所住过最差的酒店了。首先门是锁不了的(没有了反锁扣)，然后询问前台，给了个确认的答复说这是正常的，没有问题，都是这样用的。然后房间的壁画无故掉下来，差点砸到人。房间没有蚊纱布，有蚊子。房间灯光昏暗，同时有不少避孕套个不少神油，可能这是特殊搭配吧。   最重要的一点是浴室洗澡的热水忽冷忽热。叫我怎么洗澡！！强烈的不推荐！', '短评打分': 1}
{'短评内容': '价格放在国庆假期的时候还是很优惠的，交通也算方便，开车去骑楼城要六七分钟。分到的房间设施还行，走田园风，不过很潮湿，而且里面有很多按摩热线，瞬间感觉酒店档次低了～', '短评打分': 4}
{'短评内容': 'Great staffs with great service. Just a bit unfortunate the location is a bit far from dining places.', '短评打分': 4}
{'短评内容': '还可以。 还可以。', '短评打分': 4}
{'短评内容': '酒店位置和环境不错，门前道路宽阔，停车方便，面对西江大堤，晨练空气清新。遗憾的是，设施陈旧些，花洒失查漏水，作为假日酒店还有很大的提升空间。', '短评打分': 4}
{'短评内容': '环境可以，卫生清洁，但是硬件设施一般', '短评打分': 4}
{'短评内容': '环境设施真是不错，特别是那张软软的床，我个人喜好最喜欢软软的，很舒服，很贴心！！！而且还做了个梦，我梦见了我成为世界首富，呵呵，如果这个梦快点实现就好了！！！总之，这家酒店真不错，性价比很高哟！你！值得一住！！！', '短评打分': 3}
{'短评内容': '临近江边，岸边景色一览无余，环境舒适，价格实惠，内装装修也颇具特色，感觉温馨，走到马路的对面不远就有江景美食街，极方便。还有免费的停车场，有机会再来！', '短评打分': 5}
{'短评内容': '很不错，很温馨，江景房或者温馨大床房等都很人性化，是个值得常住的酒店！', '短评打分': 5}
{'短评内容': '客房服务人员态度和蔼亲切。大堂内的环境优雅，休息区布置得当，有小书吧以及典雅的台、桌。但是，本人建议酒店做点水系列的室内景，会更显效果。\n\n本人订的是单人间，客户是１１年装修的，很新，没有涂鸦。里面色彩搭配素雅风格，大床１７０－１８０ＣＭ，木地板，很洁净。\n不足之处：一、本人入住的是３１０号房，空调机旧，很吵而且冷风很弱，向前台反映，当班说要开久一些，结果，过了一小时，觉得合适入睡……不知道大白天', '短评打分': 5}
{'短评内容': '环境很好，就是找吃的很不方便，房间布置很温馨', '短评打分': 5}
{'短评内容': '环境很好，就是找吃的不方便，房间布局很喜欢', '短评打分': 5}
{'短评内容': '整体环境不错，服务态度可以，就是订的标单有点小，', '短评打分': 3}
{'短评内容': '环境还不错，卫生条件还需加强，总体还好，就是交通不太方便。', '短评打分': 3}
{'短评内容': '总体不错，就是老化的空调挂在床头，嗡嗡的声音影响睡眠﹉', '短评打分': 3}
{'短评内容': '环境不错，就是离市区比较远！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '酒店位置很偏，离火车站和汽车站不远，酒店大厅以及走廊以及房间的风格很有家的味道，特别有情调~', '短评打分': 3}
{'短评内容': '环境不怎么好，太偏僻', '短评打分': 3}
{'短评内容': ' 环境可以,新净,交通方便,有停车位,但网速慢。', '短评打分': 3}
{'短评内容': '挺干净的.', '短评打分': 3}
{'短评内容': '明明提前一个星期订了单人房，去到又说没有，要转双人房，郁闷！需说近江边，不过近马路比较嘈杂！', '短评打分': 1}
{'短评内容': '酒店比较干净，房间比较宽敞，有一张大床一张小床，适合一家三口入住，外面可以看到江景，但是，靠街边的房间会比较吵，外面是一条江边大道，车流较多，如果睡眠不好的，建议选靠里面的房间。', '短评打分': 5}
{'短评内容': '房间装修不错，空间也挺大，但是洗澡的水不太稳定，周围环境不错，可是不够繁华。', '短评打分': 5}
{'短评内容': '房间不错，很大。。。。就是热水系统不太行。。。开很久才出热水', '短评打分': 5}
