{'短评内容': '还可以,性价比可以，离火车站近，到西湖方便。', '短评打分': 5}
{'短评内容': '设施一般', '短评打分': 3}
{'短评内容': '设备陈旧，半夜有服务，服务员态度差，性价比真的很差', '短评打分': 1}
{'短评内容': '位置很好  附近很多吃饭购物的地方  价格也很合理  下次去杭州还会住', '短评打分': 5}
{'短评内容': ' 住的还可以，房间挺多的', '短评打分': 3}
{'短评内容': '还不错，离火车站近，卫生稍差。', '短评打分': 3}
{'短评内容': '.房子大小还可以，就是觉得设施有些旧了。\n总体不错吧。', '短评打分': 3}
{'短评内容': '这里环境很好。特价房比我想象中好太多了。下次还来～…', '短评打分': 3}
{'短评内容': '地方还不错，离火车站蛮近的，但是环境就比较一般了，没有如家，或者7天好', '短评打分': 5}
{'短评内容': '干净卫生，交通便利，环境优雅！', '短评打分': 3}
{'短评内容': '该酒店去旅游点都要步行20分钟再转车。服务员怕麻烦，换床被会说许多理由哆嗦。入住应考虑。', '短评打分': 1}
{'短评内容': '\n这个酒店卫生很差，也很破。太失望', '短评打分': 3}
{'短评内容': '房间还算宽敞，不小。床也不错，卫生条件也还不错。比较安静，舒适。价格略贵。', '短评打分': 5}
{'短评内容': '离杭州城站很近，不行的话20分钟左右，离河坊街和西湖景区也挺近的，不错的地方', '短评打分': 5}
{'短评内容': '我住的是403，房间太小，卫生也不好，洗澡的龙头还是坏的，洗脸池下面还漏水，弄得屋里全是水。房间隔音效果一点都不好。住了3天，连房间都没有收拾一下，郁闷呀！屋里的味道很难闻。', '短评打分': 1}
{'短评内容': '居住条件很差，有虫子，性价比不高。也许杭州这样的酒店都这样吧…', '短评打分': 3}
{'短评内容': '地理位置不错,房间较比宽敞,但装修陈旧,卫生间显得很脏,浴帘脏的不敢碰', '短评打分': 1}
{'短评内容': '设施太旧，卫生不太好，不含早餐，服务还蛮好。。。', '短评打分': 1}
{'短评内容': '酒店不错,就是这个价位的标准咯,干净整洁,简单,还有电脑可以上,我们是标间。', '短评打分': 3}
{'短评内容': '离城站火车站还是很近的，房间比想象中的大，就是卫生间差了点', '短评打分': 5}
{'短评内容': '住的三层 临街很吵', '短评打分': 3}
{'短评内容': '地点还好，比较方便，离火车站较近，就是屋内设施陈旧，室内条件很一般', '短评打分': 5}
{'短评内容': '订了房间，并且由于火车到站比较晚特意用信用卡进行了担保，结果到了告诉我没房了。擦，狗屁服务，前台服务态度也差，强烈不推荐。', '短评打分': 3}
{'短评内容': '地理位置还不错，离市中心不是很远，附近吃饭方便，房间面积还可以，设施陈旧了些', '短评打分': 5}
{'短评内容': '差、差、差', '短评打分': 3}
{'短评内容': '房间有点旧，水不是很热，其他的将就吧，态度还是蛮好的，总的来说，性价比一般。', '短评打分': 3}
{'短评内容': '环境太差了、服务也差  我表示再也不会去了', '短评打分': 1}
{'短评内容': '十前台接待还算热情，就是设施陈旧，卫生太差。', '短评打分': 3}
{'短评内容': '那个豪华商务间是我住过最不豪华的，唉........失望呀', '短评打分': 1}
{'短评内容': '房价不是太好，设施陈旧，最主要的是洗澡没有热水，跟凉的一样，大冬天怎么过啊', '短评打分': 3}
{'短评内容': '酒店各方面都比较好，就是洗澡水不怎么热，想洗个热水澡都不行。', '短评打分': 5}
{'短评内容': '价格还可以，单是其他真不好说，要求高的莫去。', '短评打分': 1}
{'短评内容': '还可以，离车站蛮进的。', '短评打分': 3}
{'短评内容': '还不错，就是洗澡的水有点冷，总体还是不错的\n', '短评打分': 5}
{'短评内容': '交通方便，服务热情，卫生整洁。\n下次到杭州还住这里。', '短评打分': 5}
{'短评内容': '网上预约快捷方便，服务态度不错。房间布置挺简单的，总体还不错。', '短评打分': 5}
{'短评内容': '从外观来看 这家快捷酒店蛮不错的 到了实际房间里面 拿掉床 就是一个施工现场 墙上有个柜子门一样的 开始还以为是给挂衣服的 打开一看 里面全是电线 床和床头柜还是用 钉子固定的  ', '短评打分': 1}
{'短评内容': '太老了，看起来有点脏的感觉。感觉这个价钱偏贵', '短评打分': 1}
{'短评内容': '挺干净的', '短评打分': 3}
{'短评内容': '环境哈好，就是卫生间有点旧，位置哈不错，借吹风需要100元的押金', '短评打分': 5}
{'短评内容': '环境不错', '短评打分': 3}
{'短评内容': '房间比较小,不隔音', '短评打分': 3}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '＋房间还好，就是少台电脑', '短评打分': 3}
{'短评内容': '杭州豪居快捷酒店，卫生环境很差，服务态度也很差。就是地段好点，周围还有很多如家之类的连锁，建议游客选其他的', '短评打分': 3}
{'短评内容': '毫居酒店条件太差了！非常失望！！', '短评打分': 3}
{'短评内容': '  地理位置不错  从城站打的到那 起步价   进门的感觉也还好   房间大小也不错  但是貌似基础设施不佳  有待改善  但服务员态度很不错  价位很合适  ', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '卫生、设施都不是很好，服务态度一般，但是坐车还是蛮方便的，去城站火车站和西湖都很方便…………………………………………', '短评打分': 1}
{'短评内容': '硬件条件太差，厕所门用报纸糊住，浴室喷头没有座。。。。辈子太脏，绝对以后不会再住，另外给ELONG一个建议，有99元的和我169元的同等房间。。。', '短评打分': 1}
{'短评内容': '酒店离火车站很近，走路也就三站。去鼓楼、市中心广场有直达公交，旁边不远还有一个大型超市，酒店对面不远有一家小米便当，去了好几次，不错。酒店内部设施个人认为一般，但是出门在外所以要求不是太高，下次去杭州还会入住的', '短评打分': 5}
{'短评内容': '货真价实，花这点钱，值。货真价实，花这点钱，值。货真价实，花这点钱，值。', '短评打分': 5}
{'短评内容': '面积很大，一个标间足够两个人使用，不够唯一不足就是稍微旧了一点', '短评打分': 5}
{'短评内容': '环境不错，也挺干净，里河坊街挺近的，\\(^o^)/~好值得推荐', '短评打分': 5}
{'短评内容': '还不错，房间比较大，服务周到，交通便利。', '短评打分': 5}
{'短评内容': '酒店还不错，就是设施旧了点，其他还好了', '短评打分': 3}
{'短评内容': '还行，就是旧了点。', '短评打分': 3}
{'短评内容': '还可以，不错的酒店，态度也很好，就是有一点不足，窗户太旧。', '短评打分': 5}
{'短评内容': '酒店环境较好', '短评打分': 3}
{'短评内容': '挺不错的！我一直都喜欢住这儿！周围的设施挺齐全的', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '房间狭小 走进去里面很旧  墙脚发霉脱落  卫生感觉不好', '短评打分': 1}
{'短评内容': '  环境一般,服务一般,就是交通方便', '短评打分': 3}
{'短评内容': '服务还可以，房间设施较差，没有有线电视看，网速也不好，总体感觉是性价比较低。', '短评打分': 3}
{'短评内容': '经常住，虽然是老酒店，确实也还行！还推荐了朋友入住。', '短评打分': 5}
{'短评内容': '服务态度不错,刚开始房间临街,比较吵,要求换一间,前台小妹马上就给调了.没想到淋浴头坏了,可己经脱了,就凑合着洗了．', '短评打分': 3}
{'短评内容': '看评论觉得比较差，入住后感觉还可以，符合179的价格。但是晚上睡觉，床就是一张木板上铺一条床单的感觉，太硬了，而且隔音功能完全没有，半夜2点走廊里的走路声，对面房间的开门声，敲门声，隔壁的洗漱声，对面开门后传来马路上汽车声。，声声入耳。基本一夜无眠。', '短评打分': 1}
{'短评内容': '靠近马路边太吵了，其他感觉一般般，价格与入住的环境不匹配', '短评打分': 1}
{'短评内容': '还可是就是难着了点,隔音差点,网速慢了点。。。', '短评打分': 3}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '这店太烂，住在路边太吵！', '短评打分': 3}
{'短评内容': '\u3000此酒店设施并不完善\u3000很多东西都是坏的\u3000如电视和空调\u3000热水器还中途没热水\u3000但是酒店的地理位置我还是很满意的', '短评打分': 3}
{'短评内容': '＋环境不错，舒适，满意。。', '短评打分': 3}
{'短评内容': '基本满意', '短评打分': 3}
{'短评内容': '这家酒店的卫生搞得好差啊，我预定了住两天，第一天安排的房间简直不是人住的，地板烂成一块一块的不说，墙壁上还到处是客人吐的啖，被子和床都是烟味。还好总台的服务态度不错，答应第二天给我换一个房间，否则真不想住了。这一宿是杭州的恶梦', '短评打分': 1}
{'短评内容': '不错！位置不错，去哪儿都方便。性价比高。前台态度也好！下次还来。', '短评打分': 3}
{'短评内容': '酒店硬件设施一般，床较硬，洗澡间简陋，总体来讲一般。', '短评打分': 3}
{'短评内容': '选择该酒店主要是因为考场在酒店附近，而其他酒店的价位太高了不适合学生。当时住的房间就在电梯口第二个，隔音效果不是很好，一点多的时候被隔壁那个男的打电话吵醒了……酒店的地上铺的一层已经很旧了，破了，露空了，墙角也开始脱落了', '短评打分': 1}
{'短评内容': '服务好，赞。在龙艺网预定这家酒店，这里客服服务态度特别的好，声音好、对待客人的提问总是不厌烦的。酒店的环境蛮不错的，卫生特别的干净，服务也特别的好，下次还住这家酒店', '短评打分': 5}
{'短评内容': '虽然酒店内设施比较陈旧，但周边消费购物还是挺方便的，房间也不高，可以接受', '短评打分': 5}
{'短评内容': '性价比还好吧', '短评打分': 3}
{'短评内容': '还行，不是第一次入住了，每次感觉都还好，就是设施有些陈旧。', '短评打分': 5}
{'短评内容': '一般般.................................', '短评打分': 5}
{'短评内容': '物有所值吧，朋友去住的，据说还可以，主要是地理位置好，离火车城战和西湖都近', '短评打分': 5}
{'短评内容': '酒店陈旧，且房间很冷，空调不好用，隔音不好。', '短评打分': 1}
{'短评内容': '房间总体还说还算干净。还是很适合出门旅行的人的居住的。房间隔音效果不是很好，有待改善', '短评打分': 5}
{'短评内容': '还行的。地段不错。床也比较大。挺实惠的。', '短评打分': 5}
{'短评内容': '太破了,都不敢进去,换了如家快接酒店,以后还是顶知名的连锁酒店', '短评打分': 1}
{'短评内容': '自以为很庆幸的订了一个特价房，听起来是那么好的连锁酒店，居然就是这样的服务理念。首先，特价房他真的很特别，一进门，电一点也起不来，呼了总台，来了个修理样的人员，帮忙查看，据我所知，应该是哪里漏电的问题，果然不出所料，是烧开水那里漏电，这样，我没有热水喝。其次，特价房的东西也应该是特价处理的，我们的空调开着，直到凌晨3点，还是那副德行，我是被冻醒的。我打电话到了总台，希望能帮我送床被子过来，结果说没', '短评打分': 1}
{'短评内容': '帮朋友订的，价格实惠，离火车站和风景区都近', '短评打分': 5}
{'短评内容': '可以的!', '短评打分': 3}
{'短评内容': '我要求比较低的，环境还可以，20元加的电脑配置也不错。', '短评打分': 5}
{'短评内容': '环境还可以，价格也合理，位置也不错。值得推荐！', '短评打分': 5}
{'短评内容': '里面环境不是很好，而且地址不怎么好找的。厕所门的锁都有坏了没修的，而且厕所里面很滑', '短评打分': 1}
{'短评内容': '服务不错环境也还可以，就是离西湖有点远！总体都还不错', '短评打分': 5}
{'短评内容': '该酒店极其差劲，厕所恶臭，整个房间恶臭无比，整晚无法忍受，服务员竟说是正常现象。大家慎选！', '短评打分': 3}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '床太硬，被太薄，空调太脏不敢用。卫生间排风口在洗澡后滴黑水。', '短评打分': 3}
{'短评内容': '还不错呢，看了好多的评论带着犹豫定了这家，没有大家说的臭味啊，很满意呢', '短评打分': 5}
{'短评内容': '入住的房间不能上网，反馈以后酒店这边派人来维修，酒店的设施应该是适时检修的，不要等客人到酒店出现问题在处理，这样很浪费时间。', '短评打分': 3}
{'短评内容': '还不错哦。。。性价比可以，满意。下次还会选择。。', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '环境一般，价格合理，就是我们去住的时候，不能刷卡，有待改进！', '短评打分': 5}
{'短评内容': '预订之前看了很多的点评，有说好有说不好的。自己亲身体验的结果如下：\n1，房间卫生度确实待提高，不干净。\n2，因为该酒店正在换老板，所以开不出发票，无法刷卡消费。\n3，离火车城站还是有一点距离的。', '短评打分': 1}
{'短评内容': '位置还挺好的 住的也挺舒服！  不过周围也有很多类似的酒店~  外出旅游来住还不错的！', '短评打分': 5}
{'短评内容': '网速太慢，直接影响我工作，而且不能刷卡。', '短评打分': 1}
{'短评内容': '位置比较好，价格不高，对房间要求不是很高的人可以选择。', '短评打分': 5}
{'短评内容': '因为是第二天要赶火车，所以住在离火车站比较近的地方。整个酒店的设施比较简陋，隔音效果也很差。不过将就一晚，以这个价格来说，也勉强可以接受。', '短评打分': 1}
{'短评内容': '住处还可以', '短评打分': 5}
{'短评内容': '一般般。', '短评打分': 5}
{'短评内容': '帮朋友定的，他说很干净，很优雅，就是房间小了点。', '短评打分': 5}
{'短评内容': '地理位置不错，步行十多分钟就到火车站，公交车也多，总台服务热情，房间干净，十分满意。', '短评打分': 5}
{'短评内容': '国庆期间价格相对比较高，离河坊街也挺近。环境比较幽静。还算不错', '短评打分': 5}
{'短评内容': '厕所的味道真的是太大了，但是位置确实是非常的好，离火车站、西湖、坐机场大巴的地方都很近！', '短评打分': 5}
{'短评内容': '酒店设施陈旧，卫生间异味很大，感觉整个房间都是脏兮兮的。服务员一大早就开着扩音器在走道上说话，吵得不行。只能现金结账，很不方便！！', '短评打分': 5}
{'短评内容': '还行，就是卫生间的味道大了点~其它方面都还行~~！', '短评打分': 5}
{'短评内容': '酒店不错，地理位置优越，靠近城站与河坊街，房间干净整洁', '短评打分': 3}
{'短评内容': '房间不错，干净整洁，地点也很好，距离河坊街和火车站都很近，性价比较高，下次还会入住', '短评打分': 5}
{'短评内容': '服务态度不好，在我们还没到之前，把我们预定的房子另租给其他人了，我们是正常预定的时候到的，不存在超时，前台人给的理由是怕我们不住了，所以另租出去，过分！！！另外之前打电话到前台，说他们离火车站只需要步行十分钟，结果到那里才知道，是离着有一站多路，不像他说的那么近。住宿条件一般般。', '短评打分': 5}
{'短评内容': '因为订得晚了，火车站附近的酒店都贵得要死，这家159元，也不算便宜。之前网上有说好的，也有说不好的，亲自体会了一下，确实不怎么的。\r\n唯一的优点是离火车站还算近，走路大概15-20分钟的样子。\r\n缺点一大把，不能刷卡——在换老板；房间的天花板坏——明显看到霉斑；卫生间无厕纸且有黑色的小飞虫——经常在厕所见到的那种，可见其卫生间的环境；床单和被单不干净，明显看到有黑色的污渍；沿街，一晚听到汽车来去的', '短评打分': 1}
{'短评内容': '以住', '短评打分': 5}
{'短评内容': '其实真的没什么优点......环境差,设施差,非常后悔住那里!!!', '短评打分': 1}
{'短评内容': '不太干净，噪音大，价钱服务还好', '短评打分': 5}
{'短评内容': '忘了点评  地方还行  周末去的  价格还可以  不太讲究的还能住 出门在外 毕竟要求不能太高', '短评打分': 3}
{'短评内容': '杭州豪居快捷酒店昨晚入住，此酒店老旧，住的房间大灯和床头灯都坏了。性价比低', '短评打分': 5}
{'短评内容': '还好', '短评打分': 5}
{'短评内容': '刚开始没找到 没想到是在那条街的一段 ~  不过 住的还挺好的 房间感觉比较温馨  不吵  就是 卫生间一般 了  总体还行吧！ 服务蛮好的！', '短评打分': 5}
{'短评内容': '不能上网，电视还坏了。可能是我运气不好吧。', '短评打分': 1}
{'短评内容': '除了房间隔音不怎么好外其他还行', '短评打分': 5}
{'短评内容': '酒店一般.', '短评打分': 5}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '房间很干净,床睡着很舒服,交通还算方便,离火车站不远,但是因为临街,有些噪音,总体来说还是不错的,性价比很高!', '短评打分': 5}
{'短评内容': '设施一般，服务一般，性价比不高，不过床到是挺大的，离火车站也比较近', '短评打分': 3}
{'短评内容': '离火车站1000左右，地理位置不错，但其它的一般', '短评打分': 1}
{'短评内容': '卫生还好 位置很好 设施齐全 服务周到 很舒适 性价比还行', '短评打分': 5}
{'短评内容': '刚入住的时候觉得不是网络上显示的这么好，特别是卫生间有些不是很干净的感觉，但住了几天发现地理位置还是不错的，其它的都已经很习惯了，住了两天还不错的，前台不能刷卡，提供的20元电脑也不行，这是最大的缺点，其它的都还不错！', '短评打分': 5}
{'短评内容': '可惜不能刷信用卡，不能提供早餐；地理位置不错', '短评打分': 5}
{'短评内容': '觉得不是离市区特近   挺不好打的的  尤其是床睡的好难受  性价比不高 要住还是杭州五阳之星 前一天住那  感觉不错  但好像周末房子涨价', '短评打分': 1}
{'短评内容': '房间不大，但是感觉还比较干净。服务人员的态度感觉是不错的。', '短评打分': 5}
{'短评内容': '+性价比还行', '短评打分': 5}
{'短评内容': '还行吧，西湖我们是自己走过去的。然后到河坊街很近。虽然酒店没有停车场，但指定有免费的场所，还不错。性价比还行啦，如果再便宜点更好，呵呵，因为东西比较旧了。', '短评打分': 5}
{'短评内容': '十  条件一般,服务还可以。', '短评打分': 5}
{'短评内容': '临时改变主意留在杭州住的，通过电话帮找到这家酒店，还挺不错。', '短评打分': 5}
{'短评内容': '离杭州火车站倒是比较近，酒店所处的江城路比较热闹，有不少小店，吃饭什么的都比较方便。', '短评打分': 5}
{'短评内容': '设施比较旧了，但是还是挺干净。一般住住还是可以的，离火车站步行还是需要一点时间的，到河坊街也不是特别远', '短评打分': 3}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '只能算是火车站周边的小酒店吧！胜在价格便宜，位置好！其它的，没有可取的地方！', '短评打分': 1}
{'短评内容': '位置不错，性价比较高，属于经济适用型酒店', '短评打分': 5}
{'短评内容': '一般；总体还行；推荐', '短评打分': 3}
{'短评内容': '卫生特别差，楼道里总是对着脏床单。\r\n设施太旧，外出不太好打的。。。', '短评打分': 1}
{'短评内容': '总体还不错哦！', '短评打分': 5}
{'短评内容': '房间可能营业比较久了，订的是特价房，有些设施有点破损，不过不影响住宿，房间重新装修过的样子，还是比较好的。前台服务很好', '短评打分': 5}
{'短评内容': '总的来说性价比太差，虽然服务态度还可以，但设施太旧，隔音效果也很烂，连房门缝都好大的，真吓我一跳。下次死也不住了。', '短评打分': 1}
{'短评内容': '卫生间里有明鲜的下水道恶臭味，晚上睡觉只得关的卫生间门。临街的窗户一点阁音效果都没有。清晨很早就被来往汽车声噪的睡不了。空调摇控器是坏的或没电的。我去时刚好也不算太热，所以也没太在意。', '短评打分': 1}
{'短评内容': '整体感觉一般吧，位置还可以', '短评打分': 3}
{'短评内容': '店面已经很旧，房间条件仅比招待所好一点，比七天等经济型酒店低一个档次，离西湖打车起步价11元，步行约30分钟，离河坊街步行约20分钟。离杭州火车站倒是比较近，步行约12分钟。酒店所处的江城路比较热闹，有不少小店，吃饭什么的都比较方便。店址附近有不少住宿的地方可以选择。', '短评打分': 1}
{'短评内容': '我两次住的都是商务标间，总体来说还不错，服务态度也很好！~价格也合适！~', '短评打分': 3}
{'短评内容': '离河坊街蛮近，电视可以点播。', '短评打分': 5}
{'短评内容': '不好条件太差', '短评打分': 3}
{'短评内容': '不好 条件比较差', '短评打分': 3}
{'短评内容': '不好 各项服务都不好 还有小虫到处爬', '短评打分': 1}
{'短评内容': '还好了！', '短评打分': 5}
{'短评内容': '这里是与我平时旅游住的地方差不多的条件。。。算是很不错的呢，有宽带，卫生也不错，而且打扫很及时呢，前台服务人员也很热情，我是第二次在这家店入住了，过两天我还是要给他们这样的好评。位置也不错，距离河坊街的小吃一条街或是城站火车站，机场巴士什么的都很近，只要花11块钱打车钱就能到了，总体感觉很好.很满意！~', '短评打分': 5}
{'短评内容': '这个酒店其他都还可以(当然我们要求也很低)，就是这个卫生不好，和女朋友刚进房间一股霉臭味，我还以为服务员没打算卫生呢，打电话问前台，前台说已经打扫过来，躺在床上，床垫闻着臭的，被子闻着也是臭的，整个房间一股臭味，不得已只有一直开这窗户散臭，下次我是不会再住了。而且前台服务员穿着随意，大厅也感觉摆的乱糟糟的，感觉他们一点都不专业，有一次服务业打算隔壁房间卫生，墙上明明有门铃，竟然一直不停的敲门，我还', '短评打分': 1}
{'短评内容': '短期出差推荐，卫生间的设施不太好', '短评打分': 3}
{'短评内容': '卫生间的灯不好，镜子也不好。还有那个排气扇，必须和灯一起开。\r\n短期出差，可以选择', '短评打分': 3}
{'短评内容': '除了对卫生间不满意之外，其他还可以，电视做了点播，不错。\r\n', '短评打分': 5}
{'短评内容': '离火车站比较近，设施不是很好', '短评打分': 1}
{'短评内容': '地段还不错，别的就没什么值得称道了', '短评打分': 1}
