{'短评内容': '此用户未填写评价内容', '短评打分': 4}
{'短评内容': '没唱不错哦', '短评打分': 5}
{'短评内容': '房间好大，干净整洁', '短评打分': 5}
{'短评内容': '酒店位置非常好，离海边很近，楼下不远处就有公交。房间布置得很好，环境很干净，晚上也很安静，是旅游再合适不过的选择了，连续住了两个晚上，很满意。', '短评打分': 5}
{'短评内容': '房间宽敞，干净，带朋友过来的，朋友说价格实惠，物有所值，值得推荐给大家', '短评打分': 5}
{'短评内容': '房间新装修的 环境很不错 很干净    还有独立的操作台 棒棒的 本来打算住一晚的又续住了一晚    赞', '短评打分': 5}
{'短评内容': '环境非常一般 啥海景房啊 就是窗户缝看见一点点海', '短评打分': 2}
{'短评内容': '不错，虽然点评的有点晚了，但是和朋友三人一起旅游，一个房间，房间很大，赞', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 5}
{'短评内容': '就是三度空间楼上的业主，朋友来青岛授课，给朋友订的，挺好的床挺大的哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈啊哈', '短评打分': 5}
{'短评内容': '环境不错，服务态度也很好，就是没有停车位', '短评打分': 5}
{'短评内容': '帮同事订的，她说这个价格这个位置真的很划算', '短评打分': 5}
{'短评内容': '住还行', '短评打分': 4}
{'短评内容': '住还行，餐饮一般。', '短评打分': 4}
{'短评内容': '酒店式公寓形式的，房间很大，还有一个小厨房，可以从落地的大窗前看到大海，房间卫生也很干净，推荐入住', '短评打分': 4}
{'短评内容': '非常不错的一个地方，性价比很高，环境位置也没得说，服务的态度很好', '短评打分': 5}
{'短评内容': '酒店位置好. 环境好 24小时保安。安全性极高！  可以做饭看到大海 关键是房间卫生 店家好！', '短评打分': 5}
{'短评内容': '总体来说可以，就是酒店出入那个门泾太拉级', '短评打分': 3}
{'短评内容': '位置很好，海景是在楼的缝隙中，不过还可以，晚上看到海边的灯光非常好，设施比较陈旧，但性价比还可以', '短评打分': 5}
{'短评内容': '位置很好，海景是在楼的缝隙中，不过还可以，晚上看到海边的灯光非常好，设施比较陈旧，但性价比还可以', '短评打分': 5}
{'短评内容': '房间确实能见海，没什么好看的，一进门空气散发着霉味，配备的用品很烂，感觉不大卫生，400多在我们省城可以住不错的四星了，这个房除了面积大点，没有任何值得推荐之处，超级不推荐，二星都不一定达得到吧', '短评打分': 1}
{'短评内容': '房间挺宽敞，一张1.8米床，一张1.2米床，三个人住足够用。卫生条件一般。海景标间海景不太厚道，只能从大厦间的空隙看到一小片海，不过在房间里就能看到五四广场和奥帆中心。交通方便，公交车不少，门口的马路上也很好打车。', '短评打分': 5}
{'短评内容': '酒店位置的确好，距离五四广场和奥帆中心很近，走路几分钟即达。我们订的是海景标间，透过窗户就能看到这两个地标，不过有栋楼挡在了中间，把两个景点给隔开了，不爽。房间面积大，名副其实52平米。虽说是标间，但里边有一张1.8米的大床和一张1.2米的小床，很适合一家三口。美中不足的是浴室的花洒是固定头的，给小孩子洗澡不方便。卫生说的过去，不过被子有点潮，盖着不舒服，可能和青岛的天气有关，雾气太重所致。酒店装', '短评打分': 5}
{'短评内容': '酒店环境不错，酒店服务人员很热情，推荐，下次还会入住这家酒店', '短评打分': 5}
{'短评内容': '就在阳光百货的上面，地理位置不错，就在市中心，边上就是五四广场，奥帆中心', '短评打分': 5}
{'短评内容': '环境很不错，位置也很好。附近很多吃饭的地方以及商场。离奥帆赛场也很近，适合家庭旅游或情侣。房间内还有一个小厨房很不错。', '短评打分': 5}
{'短评内容': '地理位置不错，楼下就是阳光百货，1910房间能看见海和奥帆基地一部分。去的时候还正好赶上海上放烟火，不错。告诫开车的人停车很不方便。', '短评打分': 5}
{'短评内容': '酒店位置很好，很安静，也很干净。到五四广场，奥帆中心，云霄路美食街，家乐福，佳世客都可以步行，很方便。晚上出来去海边散步很惬意。\n唯一的缺点就是被褥有些潮。\n', '短评打分': 5}
{'短评内容': '酒店的地理位置相当好，出行很方便。前往云霄路美食街只要步行10分钟就可到了，我们入住的海景房能看到奥帆中心和五月风，倚靠在窗边的沙发床上看海景，特别惬意。\n酒店整体来说还是不错的，值得推荐，唯一让我们不满意的是洗浴龙头出水太小了，希望能有所改善。\n', '短评打分': 5}
{'短评内容': '位置不错 房间也还比较大 离海边挺近的 海景房可以看到海哟 楼下也有便利店 对面就是家乐福 就是上下电梯还得插卡 比较麻烦', '短评打分': 5}
{'短评内容': '应该算不上观海 能看见一部分\n不过性价比超高 值得推荐\n下次去青岛还住这里 ', '短评打分': 5}
{'短评内容': '位置很好，房间设施很好，很安静也很安全。\n缺点：\n1、位于三度空间公寓楼中的几层，三度空间一楼总台的人员不热情，让人感觉很不舒服；\n2、进出、电梯使用房卡，虽然安全但不是很方便；\n3、公寓的接待台在701，办公接待在一起，缺乏亲切感；\n4、周围缺少合适的早餐餐厅；\n5、房间应该布置一份介绍公寓、周边饮食、旅游、交通的材料。\n个人之见，供大家参考。', '短评打分': 5}
{'短评内容': '房间不错，一大一小两张床，很适合我们三口之家旅行，位置也很好，就在阳光百货楼上，去五四广场和奥帆中心和家乐福都可步行，很方便。\n\n关键了工作人员很好，我们去的时候比较早，房间还没空出来，就给我们免费升级海景房哦', '短评打分': 5}
{'短评内容': '真的好好，住的很安静，卫生条件也很好，下次还来，', '短评打分': 5}
{'短评内容': '房间非常好', '短评打分': 3}
{'短评内容': '整体还不错，有厨房，跟男友去很浪漫的吆~~就是位置有点难找~~', '短评打分': 5}
{'短评内容': '位置很好，算市中心了.周围吃饭很好很近（ 云宵路 ）购物很方便（百丽广场。海信广场），2个人去住，很有家的感觉。就是电梯刷卡不太好用', '短评打分': 5}
{'短评内容': '房间很大，还可以看到海，超值！推荐！下次还会入住！', '短评打分': 5}
{'短评内容': '舒适,方便购物,可以做饭!下次还住这', '短评打分': 3}
{'短评内容': '地点挺好的，房间宽敞，设施一般', '短评打分': 3}
{'短评内容': '厨房用具还是少，整体有点脏 但只有这个地方可以做饭 确实能看到海', '短评打分': 5}
{'短评内容': ' 房间很大，设施还可，就是海景房只能从楼群中看到一条缝，名不符实', '短评打分': 5}
{'短评内容': '还不错,', '短评打分': 3}
{'短评内容': '位置很好，周围吃饭购物很方便，房间很大，就是电梯刷卡不太好用', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '很不错，下次还会去，交通超级方便~只是海景房海景位置有点偏…', '短评打分': 3}
{'短评内容': '位置不错离家乐福很进离奥帆也很近 里面的空间很大很有家的感觉', '短评打分': 3}
{'短评内容': '地点很好，就在阳光百货的后面，出门很方便！房间没有我想象中大，但是已经很不错了。我们订的是海景房，但是我想说，下次我要订全景海景房，因为我们那间只能瞥见一小角的海……因为是酒店式公寓，有厨房什么的，跟男朋友什么去会很有爱~小两口做做饭什么的，厨房用品很齐全！总体来说不错，性价比高！', '短评打分': 5}
{'短评内容': '不错！很干净。下次还会来的。', '短评打分': 3}
{'短评内容': '地理位置真的算不错的，吃东西、购物、出行都很方便，但浴室就不怎么样了，我这间的淋浴头无法固定，同事那间淋浴出水量又很小', '短评打分': 5}
{'短评内容': '位置很好，房间很大，设施不错，管理挺好，不错的体验！', '短评打分': 5}
