{'短评内容': '很好', '短评打分': 5}
{'短评内容': '住了多年酒店，我第一次给差评！原因两点：1.第一天入住完续住，告诉我周五涨价了，行，续住。之后出门，卫生一直没人打扫，问前台为什么没打扫，前台说：你没告诉我啊！好吧……2.连住两天原本要续住，十点到前台办理续住，前台态度生硬告知没有房间了，我说衣服没干呢能否协调下，告诉我不行！直接被赶走了！真是无语！衣服没干、还要立刻出去办事，打扫卫生阿姨态度很好帮我协调了下，还是没房间，我只能收拾行李离开！没见', '短评打分': 1}
{'短评内容': '环境不错，性价比高', '短评打分': 5}
{'短评内容': '还好', '短评打分': 5}
{'短评内容': '环境卫生都不错，服务态度挺好，处于万达广场上面，楼下餐饮娱乐购物一体，非常方便！主要是房间很不错，点赞！', '短评打分': 5}
{'短评内容': '挺好的，很有家的感觉', '短评打分': 4}
{'短评内容': '服务热情，环境不错。', '短评打分': 5}
{'短评内容': '很不错', '短评打分': 5}
{'短评内容': '环境不错，房间很大，服务态度很好，值得下次再来', '短评打分': 5}
{'短评内容': '和照片不符', '短评打分': 3}
{'短评内容': '不错~', '短评打分': 5}
{'短评内容': '不想说', '短评打分': 2}
{'短评内容': '环境舒适干净整洁。。', '短评打分': 3}
{'短评内容': '房间很干净，地理位置很好', '短评打分': 3}
