{'descr': '前台服务非常好，赞', 'star': 5}
{'descr': '位置比较难找 硬件很差 ', 'star': 3}
{'descr': '还好，房间比较小', 'star': 5}
{'descr': '位置位于酒仙桥路人民公社饭店的弄堂里，在一个小区内。设施比较陈旧，应该是最早一批的汉庭酒店。服务很棒，这是汉庭的一贯作风。卫生条件在快捷酒店里，算比较好的。', 'star': 4}
{'descr': '一般般，网络太差。', 'star': 3}
{'descr': '太简单了', 'star': 4}
{'descr': '房间挺干净的，就是门口楼道说话能够听到声音，一楼早晨有人窗外说话走路都能听见！介意的勿选择', 'star': 5}
{'descr': '没看懂是个什么', 'star': 5}
{'descr': '北京挺不错的快捷酒店', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '朋友说不错', 'star': 5}
{'descr': '还行了吗。还可以还可以还行了吗。还行了吗。还可以还可以还可以还可以还行了吗。还可以还可还行了吗。还可以还可以以', 'star': 5}
{'descr': '还行了吗。还可以还可以还行了吗。还可以还可以还行了吗。还可以还可以还行了吗。还可以还可还行了吗。还可以还可以以还行了吗。还可以还可以', 'star': 5}
{'descr': '不错的酒店，位置好，住着很舒服。', 'star': 4}
{'descr': '不错的酒店，位置好，住着很舒服。', 'star': 4}
{'descr': '设施良好，空调良好，服务人员态度好，办理手续速度快。餐厅干净。下次还住。', 'star': 4}
{'descr': '这酒店干净，地点位置也很方便，出差住这里还是很方便的', 'star': 5}
{'descr': '房间很小，没有衣柜，网络非常不稳定。', 'star': 4}
{'descr': '已经很多次入住汉庭了，感觉还是一如既往，无论服务还是卫生环境还有酒店设计都比较符合连锁酒店的标准，有机会还会再次入住。', 'star': 5}
{'descr': '全国的每一家汉庭快捷，那都是一如既往的好！比较的喜欢那种感觉。', 'star': 5}
{'descr': '离机场蛮近的  打车三十几块钱 离798也不远  很适合坐飞机前住。', 'star': 5}
{'descr': '还不错还不错·~············\n感觉不错', 'star': 5}
{'descr': '酒店性价比不错，环境还算干净，大床房很舒服，就是网速较慢。地理位置也不错，前台快速结账这个服务不错，节省了结算查房时间', 'star': 5}
{'descr': '环境很干净，服务也很不错，只是网络不太好，有线网到晚上总没反应，无线的信号很差', 'star': 5}
{'descr': '新春特价百元房，超高性价比！前台服务不错！早餐15元，不值!', 'star': 5}
{'descr': '非常满意', 'star': 3}
{'descr': '性价比超高.推荐', 'star': 3}
{'descr': '主要离机场高速非常近，对面有大型超市乐天马特，超市地下有肯德基必胜客。服务还不错，出门回来后帮我把衣服挂上了。', 'star': 5}
{'descr': '该区域性价比算比较高的一家了~周末百元房价格更具竞争力~~', 'star': 5}
{'descr': '服务不错就是店很隐蔽不好找', 'star': 3}
{'descr': '挺好的，价格也不贵，可以住了，交通也方便，挺好，挺好', 'star': 5}
{'descr': '酒店非常整洁，位置也很好，超值', 'star': 3}
{'descr': '条件没的说，服务态度都可以的，，就是一个字好，，，，就是不送早餐，一点遗憾，', 'star': 5}
{'descr': ' 很好', 'star': 3}
{'descr': '房间干净，但是有股味道很重', 'star': 3}
{'descr': '经常入住北京汉庭798店,该店的服务给我留下了很好的印象,特别是前台许小姐态度亲切,她的微笑令旅人备感温暖。', 'star': 3}
{'descr': '酒店环境非常好，服务态度温和，房间舒适，周边购物方便，有机会还会光临。谢谢汉庭。', 'star': 3}
{'descr': '服务态度很好！住的很舒适！ 以后还会经常住这家店', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '有客户在这边附近，所以每次都选这里，性价比挺高的，下次还会来', 'star': 5}
{'descr': '周围有超市。吃饭还是挺方便的。离798又近。就是位子好难找啊', 'star': 5}
{'descr': '房间比较干净，卫浴设施整洁实用;\n名称是酒仙桥店，发票是唐庭；\n地处居民小区，不太好找;\n附近有大型超市，购物方便。', 'star': 5}
{'descr': '酒店还好', 'star': 3}
{'descr': '预订系统有时不通畅，房间内卫生条件不错，有的房型没有窗户。在不同城市汉庭的差别也比较大。最不好印象是有一次汉庭的房间内地板都是潮气，估计和当地下雨有关，不过也反映了通风条件不好。', 'star': 5}
{'descr': '干净卫生，服务尚佳，交通便利，临近798艺术区。', 'star': 5}
{'descr': '出差住的,没啥感觉,被子有点潮...其它还可以...', 'star': 5}
{'descr': '位置还不错，离798很近，卫生还可以，下去去798还住这里', 'star': 5}
{'descr': '床很干净，感觉不错。', 'star': 3}
{'descr': '酒店房间虽然不大，但是很干净，浴室也较大。网速很快，好评', 'star': 5}
{'descr': '酒店很不错，服务人员态度也很好，地位位置在酒仙桥，闹中取静', 'star': 5}
{'descr': '暑假北京经济酒店爆满  条件还行  地理位置稍微有点偏', 'star': 5}
{'descr': '非常好，very good，哈哈，房间干净，设备齐全，连蚊香都给准备了呢', 'star': 5}
{'descr': '酒店位置不错，离798艺术区很近，交通也很方便，酒店服务态度也很好，值得推荐', 'star': 5}
{'descr': '离大使馆打车十来块钱\u3000钱台服务超好\u3000房间很不错\u3000还有两跟网线\u3000一根在书桌\u3000一根在床旁\u3000很方便', 'star': 3}
{'descr': '酒店里面挺好，环境不错，就是不太好找…………………………………………', 'star': 5}
{'descr': '员工的微笑给我留下了深刻的印象，交通比较方便', 'star': 5}
{'descr': '非常满意！不管是房间还是服务，一定光顾！', 'star': 5}
{'descr': '干净卫生，离机场比较近，出门方便，我定的布是百元房，要是能订到百元房就更超值了下次还会入住！              ', 'star': 5}
{'descr': '离机场较近。', 'star': 3}
{'descr': '我预定的是大床房，留的是标间暗房，外面店名是329店，与订单短信不符。', 'star': 3}
{'descr': '总体感觉还是挺不错的，包括服务质量，酒店环境都是可以的，就是位置比较难找', 'star': 5}
{'descr': '挺好，酒店工作人员服务态度不错，下次再有便宜点的价格还会选择', 'star': 5}
{'descr': '很不错的酒店，里面设施也挺好得，就是离市中心太远了', 'star': 5}
{'descr': '酒店环境不错，整洁卫生。交通也挺方便，附近多条公交线路。对面有大型连锁超市。有幸订上了两间假日百元房，超值！', 'star': 5}
{'descr': ' 挺好的', 'star': 3}
{'descr': '非常不错，虽然比其他家贵了几十块，非常值得，干净而且是玻璃浴室。就是空间稍微小了一些。建议入住。', 'star': 5}
{'descr': '位置有点偏，但是离机场超市比较近，出门公车也比较多', 'star': 5}
{'descr': '1、酒店服务还可以，比较热情\n2、房间只有一种，两张床，没有窗户\n3、如果只是睡觉，这个百元酒店还可以啦，不是那种不值得一去的酒店，只是我们出去玩，百元房可以选择别的。', 'star': 1}
{'descr': '不错。装修不错，房间挺干净。服务也还可以', 'star': 5}
{'descr': '相当的好~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '挨着电梯隔音不好，其他不错，对面有个大超市挺不错', 'star': 5}
{'descr': '位置太偏,在小区里,非常难找,其它还可以,其实不远处还有一家汉庭', 'star': 1}
{'descr': '整体环境都不错，就是地点有点不太方便。但是如果不想往市里面去玩的话，周围的配套也都还不错。798确实离得不远，公交两站吧。', 'star': 5}
{'descr': '非常好。虽然房间有点小 但是两个人还是够用的 床很大 洗澡的水很舒服', 'star': 5}
{'descr': '性价比还好，就是有点偏。房间的灯光太暗了。总体还算方便。', 'star': 5}
{'descr': '位置没有想象的那么难找，停车方便交通便利，服务也不错。还会再去', 'star': 5}
{'descr': '赶上了春节特价 不过房间真的很不错 比我想象中宽敞明亮 很干净舒适 附近餐饮也很方便 对面的乐天玛特也够大 离798真的很近 交通也算便利 真的值得一住', 'star': 5}
{'descr': '虽然小点，但还比较干净，离机场高速路口较近', 'star': 5}
{'descr': '环境挺好，住的是新春百元房，条件很满意，有一点不足，地点有点偏僻。', 'star': 5}
{'descr': '经济实惠，地点挺方便，房间虽然不大，但装修新而且感觉干净。', 'star': 5}
{'descr': ' 条件很好很干净！而且才100太合适了！', 'star': 3}
{'descr': '酒店还不错，设施挺新的！', 'star': 3}
{'descr': '交通方便，服务快捷，周到。汉庭一贯的高品质商务酒店。', 'star': 5}
{'descr': '性价比比较高，交通还算方便，距离公交站挺近', 'star': 5}
{'descr': '条件不错，服务好，周边吃饭、交通都很方便，停车也方便，安静。', 'star': 5}
{'descr': '服务态度不错，赶上了节日特价很满意\n下次还会入住的，也会介绍朋友来', 'star': 5}
{'descr': '位置有点偏，但是不难找，上次入住户型可能特殊大床房，屋内有一柱子，所以电视不能放到桌子上，只好挂在墙上，也可以接受，但是电视信号太差了，那是有线电视啊，“雪花牌”的，根本没有办法看电视，希望酒店能尽快改进一下这个问题，不然会有很多客人投诉的。', 'star': 5}
{'descr': '酒店服务很好', 'star': 3}
{'descr': '酒店位置很不错，服务也很周到，还会再去。', 'star': 5}
{'descr': '温馨如回家!', 'star': 3}
{'descr': '很难找  位置比较偏  房间还可以  价格高了一点', 'star': 1}
{'descr': '房间有点小，环境和设施还行。早餐还是不错的。就是有点难找。', 'star': 5}
{'descr': '位置不错，交通方便，去机场比较近\n环境还行，隔音稍差，其他不错', 'star': 5}
{'descr': '酒店服务很好，地理位置很方便，房间内设施挺新颖，不错值得推荐', 'star': 5}
{'descr': '离798很近,很方便,店员服务很热情.就是淋浴的龙头有点漏水,滴滴答答的声音有点烦心.就住了一晚,所以也没有叫前台.总体还不错.', 'star': 5}
{'descr': '环境非常好 网速也很快 一个小房间很不错就是隔音效果比较一般 离798很近 吃饭逛超市也很方便 非常不错 ', 'star': 5}
{'descr': '定了个周末百元特价房，房间很不错，比较宽敞、干净，值得推荐。\n下次去北京玩，还住那里。', 'star': 5}
{'descr': '房间略有些小，整体价格偏高，性价比不是很高。不过交通还可以，对面有个乐天马特超市，比较方便。', 'star': 1}
{'descr': '位置挺好，离798很近，公共汽车两站地，去机场打车，50多块钱就到了，我早上5点半出发的，不到20分钟就到机场了。唯一的问题是房间不太隔音，晚上隔壁房间有个大嗓门，有点吵。不过我本来睡觉也轻。', 'star': 5}
{'descr': '前面是乐天马特超市  干净  非常不错  值得推荐！！！', 'star': 5}
{'descr': '服务很好，出行方便！就是乘坐电梯还得刷卡，有点麻烦~', 'star': 5}
{'descr': 'good!!!!good!!!!good!!!!', 'star': 5}
{'descr': '服务不怎么热情。位置还算方便的。。。。。', 'star': 5}
{'descr': '房间环境很不错，位置稍微偏一点，价格适中，值得推荐。', 'star': 5}
{'descr': '不错，不错，不错，不错，不错，不错，不错，', 'star': 5}
{'descr': '挺好的，房间也宽敞。设施简单实用。去798也很方便。门口有庆丰包子铺。真好。', 'star': 5}
{'descr': '不错。就是没有窗户的房间，手机没有信号，这样会耽误事的。', 'star': 5}
{'descr': '环境各方面都很不错~ 替朋友订的  都说很不错 下次还会选择入住~', 'star': 5}
{'descr': '非常不错的酒店，周日特价房非常实惠。服务也非常好。', 'star': 5}
{'descr': '不错！！！！不错！！！！不错不错！！！！不错！！！！不错！！！！不错！！！！不错！！！！不错！！！！', 'star': 5}
{'descr': '一般，房间很小，设施不完善，就是比较安全，私密性还好', 'star': 1}
{'descr': '地理位置不错，在居民区内比较安静，交通方便，对面有个大型超市购物很方便。酒店设施良好，房间内整洁舒适。周日百元房性价比相当高，不错的选择', 'star': 5}
{'descr': '位置不错，环境还行，周围吃东西的地方多，也有大超市', 'star': 5}
{'descr': '离798很近，机场也不远。设备很新。我们都挺满意的。', 'star': 5}
{'descr': '   住了全国很多汉庭店,就属这家最差!!!别的不说,就是服务态度太差,很差,从来就没遇到过这么差的.\r\n   订了房而且还扣了我信用卡的担保,可晚上11点多到店,却告诉我没有房间了,要我去附近的汉庭,我要去那的话,我还用预定你这吗?我又不是第一次来这边办事,平时是住的这个店附进的锦江,这个店新开没多久,就想来这试试,可没想到还没住,就遇到这档子事.\r\n   好说换那就换吧,这么晚了我也不想给他们', 'star': 1}
{'descr': '酒店不错，离公司很近，值得推荐。但是，有一点很奇怪。晚上10点到，出租车在拐进酒店大门时，上来一个推销7天酒店的人，说7天都比汉庭好，价格还便宜。看来，这些经济酒店关系不错啊，堵在大门口拉客都不管？', 'star': 5}
{'descr': '感觉不错，就是电视小点，没有窗户比较闷，其他方面都挺好，还帮忙找接线板，值得推荐', 'star': 5}
{'descr': '汉庭酒仙桥店，很干净，很舒适，每次都是来这里住！！而且交通也不叫便利！', 'star': 5}
{'descr': '很好  就是隔音差点 房间小了点 洗澡还是很舒服的', 'star': 5}
{'descr': '很好，努力改善环境，很好，努力改善环境，很好，努力改善环境，很好，努力改善环境，很好，努力改善环境，很好，努力改善环境，很好，努力改善环境，很好，努力改善环境，很好，努力改善环境，', 'star': 3}
{'descr': '设施比较新，周围比较安静。但是房间实在太小，连放行李的地方都没有，没有衣柜。感觉不适合长时间入住。', 'star': 5}
{'descr': '朋友一共住了8晚，整体满意，房间干净，只是最后一天洗澡热水不热和升降机出现小问题，希望酒店改善。', 'star': 3}
{'descr': '+酒店设施非常好。交通便利。推荐！', 'star': 5}
{'descr': '环境很好 ……不错 ……离798很近……', 'star': 3}
{'descr': '服务好，卫生条件也不错，有阳光房的阳光很好，', 'star': 5}
{'descr': '位置不错~方便~\r\n除了房间的柱子都很好~呵呵', 'star': 5}
{'descr': '非常好，性价比特别高。妈妈说下次还得住这间。干净，卫生，总之我们找不出缺点。呵呵', 'star': 5}
{'descr': '环境挺好得～离798也近～从机场到这打车要五十元～不算太难找～对面就是超市哦', 'star': 5}
{'descr': '洗完澡后地太滑，如履薄冰。\n每次床上都感觉潮乎乎的。', 'star': 3}
{'descr': '洗完澡后，地太滑。每次床上都是潮乎乎的感觉。', 'star': 1}
{'descr': '位置还算好找吧,不过大堂有点潮湿的味道,而且前台只有一个服务员,又是接电话又是帮我们办入住手续收钱,结果交完钱却说我们没付,郁闷!', 'star': 5}
{'descr': ',不错', 'star': 5}
{'descr': '不错的，就是位置比较不好找，坐电梯还得刷卡。屋里很大，服务比较周到，网速很快，就是屋里有蚊子。', 'star': 5}
{'descr': ' 这个酒店地理位置不错，也比较好找，房间很好，百元房而且带窗，很满意', 'star': 5}
{'descr': '酒店还可以，基本商务出差还可以。位置不太好找', 'star': 5}
{'descr': '＋位置真的好隐蔽呀，不过房间很干净。电梯居然还坏了，爬楼梯到六楼。呵呵', 'star': 5}
{'descr': ' +酒店前台服务不错 房间很干净 推荐… ', 'star': 5}
{'descr': '有蚊子，房间不是很大，整体还可以吧；主要是在798附近', 'star': 5}
{'descr': '在小区内，找了很久才找到，其他都很不错，值得推荐', 'star': 5}
{'descr': '酒店不错，挺干净的，下回应该还会住这里。', 'star': 5}
{'descr': '周日的百元特价房，性价比很高。位置不是很好找，在一个小区里面，但是很安静', 'star': 3}
{'descr': '相对而言北京的酒店要比别的小城市的酒店好一些 这就是方便对面就是大超市 方便买好吃的 呵呵', 'star': 5}
{'descr': '酒店生意好像还不错，地段也还可以，自己旅游的话可以住的            ', 'star': 1}
{'descr': '住的是周日百元房，性价比很高，周围生活也很便捷', 'star': 5}
{'descr': '订的是周日百元特价房。设施还可以，性价比很高', 'star': 5}
{'descr': '房间小但是整洁，唯一的缺点就是酒店门面不在路边，招牌不醒目。我坐出租到了那里，找了两圈才找到。', 'star': 5}
{'descr': '其他都还好，就是位置有点偏，但是很安静。', 'star': 5}
{'descr': '还可以，就是交通不大舒畅，房间不错，比较宽敞', 'star': 5}
{'descr': '酒店的设计不错呢，相对比其他的快捷酒店，算是非常不错的了。\r\n非常喜欢里面的卫生间是磨砂玻璃的设计那一块，很有特色。\r\n', 'star': 5}
{'descr': '酒店很干净，服务态度很好，设施也不错，就是位置不太好找，但综合起来，还是很值得推荐的', 'star': 3}
{'descr': '我弟说还可以，但没有上海的好，感觉', 'star': 5}
{'descr': '非常满意', 'star': 5}
{'descr': '酒店的条件还不错,硬件和软件条件方便挺到位的,而且综合性价比也不错,整体感觉上来讲还是挺好的.', 'star': 5}
{'descr': '房间面积有些小，其他都还可以，性价比蛮好的。', 'star': 5}
{'descr': '我当时带有一15岁的小孩子,在办理入住手续时有些麻烦,其它各方面都挺不错的,性价比很高,服务各方面都很到位.', 'star': 5}
{'descr': '位置不错，要刷卡才能入住。', 'star': 1}
{'descr': '这家店很新，很干净。卫生和服务很不错，早餐也很好。位置不好，太偏了。地铁坐到2号线东直门站，从B口出来，到东直门公交枢纽站，做401，\r\n大致要30-40分钟，在陈各庄下，往前走200多米，路左是乐天玛特超市，路右是电子十二研究所大楼。电子十二研究所大楼前面有个烤鱼火锅店，两者之间有个小胡同，进去左拐就是这家店。我们去了中国电影博物馆，从这里去倒是很方便，出门坐公交到南皋或南皋乡政府都行，下车还要', 'star': 5}
