{'短评内容': '好好好好好', '短评打分': 5}
{'短评内容': '好好好好好', '短评打分': 5}
{'短评内容': '好好好好好', '短评打分': 5}
{'短评内容': '好好好好好', '短评打分': 5}
{'短评内容': '环境不错服务好', '短评打分': 5}
{'短评内容': '很不错，就是价格比携程高几块钱', '短评打分': 5}
{'短评内容': '看着非常不错，已经入住了', '短评打分': 5}
{'短评内容': '酒店太老了，所有的设施都有点陈旧，就是离办公的地点太近了，早餐样式太少，如果没有在附近办公不太推荐！', '短评打分': 4}
{'短评内容': '出差新余选了这里，离办公地址很近，走路几分钟即可，只是酒店太老了，空调不给力，价格倒很理想，早餐不够理想！', '短评打分': 4}
{'短评内容': '出差新余选了这里，离办公地址很近，走路几分钟即可，只是酒店太老了，空调不给力，价格倒很理想，早餐不够理想！', '短评打分': 4}
{'短评内容': '出差新余选了这里，离办公地址很近，走路几分钟即可，只是酒店太老了，空调不给力，价格倒很理想，早餐不够理想！', '短评打分': 4}
{'短评内容': '出差新余选了这里，离办公地址很近，走路几分钟即可，只是酒店太老了，空调不给力，价格倒很理想，早餐不够理想！', '短评打分': 4}
{'短评内容': '很一般的酒店，开业设施一般', '短评打分': 5}
{'短评内容': '酒店设施服务都不错,酒店配套服务很好！就是用美团不能开票,且入住的时候前台没有告知，退房的时候才告知,虽然最后付点开票,但对服务感觉打折扣…………', '短评打分': 4}
{'短评内容': '近广场，市中心。', '短评打分': 3}
{'短评内容': '一般般，早餐还好', '短评打分': 3}
{'短评内容': '周边吃的较少，要走比较远。别的都不错', '短评打分': 5}
{'短评内容': '物有所值，值得推荐！下次还入住。', '短评打分': 3}
{'短评内容': '房间里有股尿臭味，洗脸毛巾上也有…很恶心！餐厅做的饭菜也很差，不过价格不贵！早餐也一般般…', '短评打分': 3}
{'短评内容': ' 酒店有点旧，总体还行', '短评打分': 3}
{'短评内容': '主要谈一下酒店里的餐饮，叫了酒店的送餐服务，便宜又便捷，不错', '短评打分': 5}
{'短评内容': '房间空调效果较差，其他硬件设施及管理远达不到星级标准。', '短评打分': 3}
{'短评内容': '钟山国际非常好，房间大，交通便利，价格实惠。', '短评打分': 3}
