{'短评内容': '很好', '短评打分': 5}
{'短评内容': '酒店环境不错，周围都是繁华地段！小吃很多！步行十分钟就到商业街了！边上还有个公园！不错', '短评打分': 5}
{'短评内容': '相对来说比较不错', '短评打分': 5}
{'短评内容': '卫生环境是真的差', '短评打分': 3}
{'短评内容': '性价比高，电梯有点小，仅能容三个人，电梯里有股味道，建议清除。其他可以', '短评打分': 5}
{'短评内容': '挺好', '短评打分': 5}
{'短评内容': '酒店设施特别陈旧，吹风机，热水壶都不好用，房间卫生也不干净，前台服务态度差，电梯特别小，处在闹市市区，特别吵闹。', '短评打分': 1}
{'短评内容': '还行', '短评打分': 4}
{'短评内容': '朋友居住的，还不错，楼下还有烧烤火锅等', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 3}
{'短评内容': '好好', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '舒服，环境好', '短评打分': 5}
{'短评内容': '非常不错的酒店，一进门有一个大鱼缸，里面有一只大海龟和一个大脑袋罗汉鱼，能看的出老板是个有生活情趣的人。酒店里干净卫生，设施齐全，前台很热心的帮我拿行李，服务很好，给一个好评，赞????', '短评打分': 5}
{'短评内容': 'good,very good~', '短评打分': 5}
