{'短评内容': '很好', '短评打分': 5}
{'短评内容': '酒店从外面看起来有点陈旧，里面的设施也有点旧，不过总体来说性价比还可以，毕竟价位相对不算高，郁闷的是附近有点偏僻，没什么好吃的……', '短评打分': 3}
{'短评内容': '门口马路半夜有大车很吵，酒店设施很陈旧，看着很脏破', '短评打分': 2}
{'短评内容': '挺好的', '短评打分': 4}
{'短评内容': '太差了，刺鼻的很', '短评打分': 1}
{'短评内容': '环境还可以，干净卫生', '短评打分': 5}
{'短评内容': '还可以还可以不错?????', '短评打分': 5}
{'短评内容': '环境不错，住得舒适', '短评打分': 5}
{'短评内容': '不知道怎么说，可能价格便宜就是这样吧，酒店前台服务可以，定3两个房，大是挺大的，这个可以啃定。不过里面后设备有的不好用。', '短评打分': 4}
{'短评内容': '不错，性价比高', '短评打分': 5}
{'短评内容': '不错，性价比高', '短评打分': 5}
{'短评内容': '不错，性价比高', '短评打分': 5}
{'短评内容': '不错，性价比高', '短评打分': 5}
{'短评内容': '环境一般，设施比较旧了，灯光不足。不过价格的确便宜，一分钱一分货，不能要求太高的。也没差了吧。', '短评打分': 4}
{'短评内容': '价格实惠，热水很久才热', '短评打分': 4}
{'短评内容': '住9楼，热水很久才有，其它都不错。。。。。', '短评打分': 4}
{'短评内容': '酒店环境不错，就是离市中心区远了些，一切都很好。', '短评打分': 3}
{'短评内容': '房间较老，网速一般。离市区不远，', '短评打分': 3}
