{'短评内容': '很好', '短评打分': 5}
{'短评内容': '室内的小鱼很可爱    冰箱厨房   很方便  ', '短评打分': 5}
{'短评内容': '很舒服，老板人很好！！！交通也放便，购物，吃饭都放便总之一个字赞，2个字赞赞', '短评打分': 5}
{'短评内容': '公寓式酒店！环境不错！设备也齐全，还有一个阳台可以晒衣服，夜景也还可以！真的挺不错！如果还有去大连，是第一选择！', '短评打分': 5}
{'短评内容': '还好，只是有点小', '短评打分': 4}
{'短评内容': '还挺不错老板很热心。', '短评打分': 4}
{'短评内容': '挺好的，便宜，就是位置不太好找', '短评打分': 5}
{'短评内容': '环境还不错，交通也很方便，服务态度很好，老板很亲切', '短评打分': 4}
{'短评内容': '一般般', '短评打分': 3}
{'短评内容': '经常回大连，几乎每次都住这里，购物交通都非常方便', '短评打分': 4}
{'短评内容': '感觉还不错，物美价廉。', '短评打分': 4}
{'短评内容': '还不错，24楼，风景很好，离机场也不远', '短评打分': 5}
{'短评内容': '一点不靠谱！提前一个多月订的，还预付的，按理说没去也应把房间保留到第二天，可是当天联系酒店却说没有房！没有房！而且服务员态度也不好！后来我反映问题后，携程工作人员联系酒店也联系不上，酒店信誉大打折扣！', '短评打分': 1}
{'短评内容': '房间很干净，高层视野不错，楼下就是超市、KFC、车站，还有个市场早上去海鲜便宜又新鲜，公寓的老板超好，因为去的时候下雨，他下楼接的我们，还帮忙拿箱子，因为我们订的房没有空的，主动给我们免费升了房间。从没住过这种家庭式公寓，印象很好，下次来玩还会住这里，在此推荐给大家！', '短评打分': 5}
{'短评内容': '环境还好啦！屋子很干净！', '短评打分': 3}
{'短评内容': '高层视野开阔，房间干净整洁，家庭式的旅店。', '短评打分': 5}
{'短评内容': '离机场挺近,楼下就是公交站点.吃饭购物也挺方便.就是大门不好找,在楼后面.老板下楼接的.服务不错随叫随到.值得推荐.', '短评打分': 5}
{'短评内容': '小公寓非常好，房间非常干净，就像自己家一样，还能自己做饭。能看到远处的大海。楼下是沃尔玛和肯德基等餐饮购物的场所。本来定的是经济大床房，因为去的早没房间，老板免费给升级到商务大床房，避免了我的等待，在此谢谢老板啦！', '短评打分': 5}
