{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '感觉不错，楼下一个火锅店。', '短评打分': 5}
{'短评内容': '还好', '短评打分': 5}
{'短评内容': '还好吧', '短评打分': 5}
{'短评内容': '单位商务出差', '短评打分': 5}
{'短评内容': '单位商务出差', '短评打分': 5}
{'短评内容': '单位商务出差', '短评打分': 5}
{'短评内容': '可以', '短评打分': 5}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '位置很好找，就在威斯丁酒店对面的公园路直进，前台在20楼，我住的是22楼，厕所还是不错，就是房间所谓的江景房有点区别，308的价钱有点贵不是很值得，有点旧.', '短评打分': 3}
{'短评内容': '价格合理，住的挺舒服', '短评打分': 5}
{'短评内容': '酒店位置不错 环境也可以', '短评打分': 5}
{'短评内容': '酒店非要干净整洁、房间也大离解放碑步行街也很近&amp;hellip;&amp;hellip;', '短评打分': 5}
{'短评内容': '没有空调，房间很老啊&hellip;&hellip;不过地理优势很不错&hellip;&hellip;', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '还可以吧，就是房间太旧了，味道挺重的', '短评打分': 5}
{'短评内容': '感觉还行，就是住房人他多了  前台人少', '短评打分': 5}
{'短评内容': '窗都打不开 装潢很旧 地段蛮好的 楼下都是其他商务楼 根本不能算是酒店', '短评打分': 2}
{'短评内容': '挺好找。环境干净 总体挺不错的。下次还会去', '短评打分': 5}
{'短评内容': '性价比超高的酒店，离解放碑步行只需5分钟', '短评打分': 5}
{'短评内容': '房间很干净，窗户面对长江，晚上可以欣赏美丽的夜景。', '短评打分': 5}
{'短评内容': '客服处理问题很及时，下次还会购买', '短评打分': 5}
{'短评内容': '客服处理问题很及时，下次还会购买', '短评打分': 5}
{'短评内容': '不错，空调不好用，店家没有收费，店家很为顾客着想。', '短评打分': 5}
{'短评内容': '不错的房间，干净。服务态度也很好！', '短评打分': 5}
{'短评内容': '京东预定的酒店，出游很方便', '短评打分': 5}
{'短评内容': '位置超棒，都是步行到解放碑和洪崖洞，玩得晚点都不怕，早餐不错', '短评打分': 5}
{'短评内容': '前台态度真是差的可以的 升级房间是不给你钱还是怎么着？哼什么哼？有本事你消费啊 顾客是上帝这道理不懂吗？这着老娘的钱还拽地跟二五八万似的！', '短评打分': 1}
{'短评内容': '房间挺大\n遗憾没定到有窗的', '短评打分': 5}
{'短评内容': '一家人去刚刚好，安逸。', '短评打分': 5}
{'短评内容': '酒店位置好，房间环境不错', '短评打分': 5}
{'短评内容': '酒店还不错，一家人一起，挺温馨的', '短评打分': 5}
{'短评内容': '还不错哦', '短评打分': 5}
{'短评内容': '酒店比较老，但是跨年这个价格很实惠，早餐没吃成，睡懒觉了。', '短评打分': 5}
{'短评内容': '酒店出门左转然后一个小丁字口一直下去就是解放碑，位置很好，离小吃街很近，对面是威斯丁酒店。服务人员态度很好，酒店早餐很丰富，有五星级的标准，200多的房价在市中心这个位置性价比很高。酒店门口下石梯步有个三三火锅，味道好她家的绿豆汤特别好吃，值得推荐。', '短评打分': 5}
{'短评内容': '非常好的位置，重庆市中心离各个景点很近。地铁站也很近。房间可以看到长江。', '短评打分': 5}
{'短评内容': '酒店位置还是很好找，就是地下停车场有点小。酒店干净，离纪念碑很近，附近有小吃街，吃饭很方便，酒店早餐丰富，卫生。性价比很高。', '短评打分': 5}
{'短评内容': '酒店位置较好，离嘉陵江不远，离解放碑很近，坐地铁、出租、公交都方便。服务也不错。早餐值得点赞，品种多。是出差或旅游的理想的酒店。', '短评打分': 5}
{'短评内容': '里面太破旧，但两个屋里都是2米大床，门脸不好找，在胡洞里，楼下的火锅店很正宗，有好多当地人吃', '短评打分': 3}
{'短评内容': '地点好，设备比较陈旧了。', '短评打分': 3}
{'短评内容': '门卡插上没电，周围也没有客服，还得下22楼去找前台，弄好后拔卡也不断电，外出回来灯都是开的，还以为房间有人。', '短评打分': 2}
{'短评内容': '酒店不错，地理位置很好！很适合旅游者。', '短评打分': 4}
{'短评内容': '闹中取静非，常适宜家庭旅游，比较满意。', '短评打分': 4}
{'短评内容': '很好的一次入住', '短评打分': 5}
{'短评内容': '电梯有点慢 房间没窗户 不过总体来说还是不错的', '短评打分': 5}
{'短评内容': '房间没有窗户，通风不怎么好，床还是不错的……', '短评打分': 4}
{'短评内容': '除酒店房间面积和早餐还可以外，其余的环境卫生、地理位置、服务意识等较差。', '短评打分': 1}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '27号第一次入住，住了两天，这是第二次入住了，酒店本身的硬件和服务都还不错，就是服务不够人性化，我第二天加了个半天房，规定是晚上6点退房，但是因为飞机是10点的，所以我申请延时一个小时退房但是被拒绝了。希望下次在这样的方面有所改进。', '短评打分': 5}
{'短评内容': '位置好，房间大，特别值得一的是，前台的服务态度，真心的好，让人窝心，希望继续保持！', '短评打分': 5}
{'短评内容': '酒店还不错哦 性价比很高  客房设施还不错  唯一的缺点就是网速基本可以忽略 希望酒店改进 ', '短评打分': 5}
{'短评内容': '酒店外观一般，但是地理位置和房内硬件设施相当不错，早餐非常丰盛，下次来还会住这儿的！', '短评打分': 5}
{'短评内容': '酒店干净舒适，出入方便。', '短评打分': 3}
{'短评内容': '老顾客又上来点评了。。。说点什么呢。。。就这样吧', '短评打分': 5}
{'短评内容': '晚上到的重庆，出租车司机没听说过这个酒店，一开始还不好找，第二天一看酒店位置其实挺中心的，离解放碑不远。房间也挺好的，卫生间超大，早餐也挺不错。', '短评打分': 5}
{'短评内容': '酒店位置不太好找,而且酒店外部是办公楼,门口及电梯不太干净,有点像商住两用的,但房间还是可以,早餐的餐厅值得表扬一下.', '短评打分': 1}
{'短评内容': '，环境和设施都如网上介绍所说的一样，很不错，交通非常方便，紧邻解放碑广场，早餐也很丰富。', '短评打分': 3}
{'短评内容': '房间和卫生间超级大，卫生条件不错，冲淋的水压有点夸张，洗澡挺舒服的。地理位置超方便，到解放碑步行十分钟以内。198的性价比超级高', '短评打分': 5}
{'短评内容': '酒店前台的态度非常的好，酒店也比较好找，但是大堂在22楼，一楼的指引不明显，酒店前台的服务态度较好，酒店内的设施也不错，房间比较大，酒店的自助餐比较丰富，性价比非常的高，下次还考虑入住。', '短评打分': 5}
{'短评内容': '重庆的出差的首选\n早餐比较丰富\n而且距离解放碑很近', '短评打分': 5}
{'短评内容': '点评', '短评打分': 3}
{'短评内容': '不错，房间非常好，很大住一家人非常舒服，有机会好会去住的', '短评打分': 5}
{'短评内容': '推荐推荐推荐推荐推荐推荐推荐，下次一定会回继续入住', '短评打分': 5}
{'短评内容': '性价比还不错啊，地点离解放碑很近，床很大很宽。', '短评打分': 5}
{'短评内容': '酒店是与住宅一起的，乘坐电梯非常困难，楼层又很高', '短评打分': 1}
{'短评内容': '看的到江景，离解放碑很近。\n  房间大。', '短评打分': 5}
{'短评内容': '地理位置非常不错，离解放碑、洪崖洞都挺近的……房间也大……房间服务非常好……下次来还住这里，就是门口有点难找…要是更显眼一点就好了', '短评打分': 5}
{'短评内容': '很不错，性价比很高，房间够大，还可以看到长江，下次还会选择它', '短评打分': 5}
{'短评内容': '还是一如既往的支持，虽然只待了3个小时临时有事就走了\n', '短评打分': 5}
{'短评内容': '这个价钱能住到这样的酒店。超值！下次有机会还住这里！', '短评打分': 5}
{'短评内容': '重庆博顿美锦酒店环境好，离解放碑也很近，服务不错！', '短评打分': 3}
{'短评内容': '室内干净卫生，宽敞明净，卫生洁具过于简单，无免费茶叶，酒店周围是动物交易市场，双早质量较高，前台服务质量好。', '短评打分': 5}
{'短评内容': '绝对服务好，超值，位置也很好，解放碑很近。', '短评打分': 5}
{'短评内容': '酒店地理位置非常好，只是周边环境稍差，离解放碑非常近，早餐还算丰盛。总的来说性价比非常高。', '短评打分': 5}
{'短评内容': '酒店地理位置优越 前台服务人员态度很好 非常推荐', '短评打分': 5}
{'短评内容': '酒店地理位置完美 酒店人员态度也不错  实在是物美价廉', '短评打分': 5}
{'短评内容': '       酒店干净卫生。交通便利。早餐丰富。下次还会光顾。赞一个', '短评打分': 3}
{'短评内容': '博顿美锦酒店挺不错的!服务周到,设施齐全,舒适,地段便捷,是旅游住宿的较理想选择!', '短评打分': 3}
{'短评内容': '第二次入住，房间及早餐都不错！\n不过酒店在一栋居民楼上，第一次入住的客人不是很好找。', '短评打分': 5}
{'短评内容': '提早预定还是很超值的！住有窗户的房间，什么东西都很大，卫生间、淋浴的也很大很大、床很大、房间也很大~~ 早餐一般，现做的米线阿面阿什么的不错！ 不足就是我住的房间有点脏，地毯阿什么，感觉是多年累积的~还有没有免费矿泉水。。 总体不错！', '短评打分': 5}
{'短评内容': '推荐............................................................', '短评打分': 5}
{'短评内容': '地理位置非常好，正在解放碑。酒店里面设施好，早餐丰富，性价比高的酒店。', '短评打分': 3}
{'短评内容': '酒店性价比较高，就是打车不好找，周围吃饭的不多', '短评打分': 5}
{'短评内容': '房间很大还不错，挺实惠的，很温馨，就是不好找\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '有待改进', '短评打分': 3}
{'短评内容': '宁了四个房，大家一致反映不错，早餐也很好', '短评打分': 5}
{'短评内容': '不错，很干净，设施与四星差不多，性价比高。四个女孩住这个豪华双人房开心极了，床也够大。', '短评打分': 5}
{'短评内容': '房间还不错，挺实惠的，只是它更像是家酒店式公寓。', '短评打分': 5}
{'短评内容': '房间很大，很温馨，就是不好找，离解放碑很近', '短评打分': 3}
{'短评内容': '真的很不错！！和朋友三个人入住豪华行政房，让我觉得很超值！', '短评打分': 5}
{'短评内容': '酒店相当不错，免费给我们升级了…酒店房间更大了', '短评打分': 5}
{'短评内容': '酒店条件不错，卫生干净\n下次再来重庆，我还选择这间酒店', '短评打分': 5}
{'短评内容': '酒店较好，如果返100元的话属于性价比很高的酒店了。希望能住到有窗户的。', '短评打分': 3}
{'短评内容': '重庆市区的高性价比酒店\n早餐也很不错\n制单大家推荐', '短评打分': 5}
{'短评内容': '酒店环境都还好，感觉在解放碑地区很划算。适合居家出行！', '短评打分': 5}
{'短评内容': ' 干净，空间大，早餐不错，门面比较难找', '短评打分': 3}
{'短评内容': '非常满意，设施齐全，干净卫生，出门就是步行街，省了很多车费。下回去重庆我一要还会住这个酒店。', '短评打分': 5}
{'短评内容': '虽然是酒店旁边是宠物街，虽然酒店有些年头，但是还是衬得上类四星的牌子，房间很大，床不软不硬很舒服，早餐可以说是超级丰富，尤其是抄手，一口气吃了两碗，大呼过瘾！楼层很高，可以看到江景，离解放碑很近，走过去也就5分钟，那边有好多好吃的，购物也方便，还可以在那边坐轻轨去其他区，相当便利。值得推荐！', '短评打分': 5}
{'短评内容': '房间很大，设施不错。', '短评打分': 3}
{'短评内容': '性价比极高！位置不错，走到解放碑下仅5分钟，免费升级到了两室套房，空间大的有点奢侈，设施新，景观好，孩子一个人睡一间，很高兴。早餐品种丰富！', '短评打分': 5}
{'短评内容': '酒店内部设施很好，还赠送早餐，非常不错，但是周围环境不好，附近都是猫猫狗狗，味道不好问，但是离解放碑都很近。', '短评打分': 5}
{'短评内容': '性价比比较强，床和洗手间都很大，但有窗朝路边有点吵，除这点外其他的都还好，特别是早餐，挺丰富也很好吃', '短评打分': 5}
{'短评内容': '早晨还是很丰富，但是面食今天好像是以前的老师傅在带学徒，佐料味道很差，害得我都没吃完，造成浪费，希望可以培训好后再上岗。', '短评打分': 5}
{'短评内容': '还是一如既往的支持！淋浴的水如果可以调节大小就好了\n', '短评打分': 5}
{'短评内容': '：酒店房间设施还不错，服务有点跟不上！', '短评打分': 3}
{'短评内容': '房间很干净，服务员态度也很好，就是酒店门口唯一的一条出口是一个宠物市场，不过酒店在二十几楼，对于入住没什么影响，酒店离解放碑步行街很近，出行很方便', '短评打分': 3}
{'短评内容': '还算可以。位置离解放碑和朝天门都较静，房间也干净。也安静 ，价格也合理。自助餐也丰富。不错。', '短评打分': 5}
{'短评内容': '酒店离轻轨站不远,房间大,设施豪华,就是大楼是商住楼,比较杂,要逛街的话,离解放碑很近', '短评打分': 5}
{'短评内容': '酒店設施不錯，房間挺大的，早餐還可以，抄手、米線好吃。離解放碑商業區近，唯一的缺點是樓下的環境不好，專門賣小狗小貓鴿子等，味道難聞。下次還考慮入住!', '短评打分': 5}
{'短评内容': '酒店是在一个商务中心里面。楼下有个宠物市场，对动物过敏的人最好有所思想准备。其他都还可以。', '短评打分': 5}
{'短评内容': '果真不错，我自住，同事也给订了一间，都觉得挺好\n房间大，早餐丰富，离解放碑和朝天门都进，旁边就是长江索道，不错不错\n希望以后继续保持', '短评打分': 5}
{'短评内容': '性价比挺高的，餐厅座位有点少，其他都不错', '短评打分': 3}
{'短评内容': '酒店的早参非常丰盛,但是餐厅的服务很差,要碗面条去了2次还没有做好,与当班服务员交涉后也没有给做,非常生气.', '短评打分': 5}
{'短评内容': '非常不错的酒店,出行非常方便,房间的面积很大,只是贵了一点.', '短评打分': 5}
{'短评内容': '很干净，环境非常好，交通也很方便，推荐！', '短评打分': 5}
{'短评内容': '酒店地理位置不错，离解放碑走路不到5分钟，但是酒店楼下环境不怎么好，而且房间味道太重，地毯、沙发有些脏。', '短评打分': 5}
{'短评内容': '酒店装修环境不错，交通方便，值得推荐！', '短评打分': 3}
{'短评内容': '性价比高。地理位置还可以环境不好。早餐丰富我下次还回住', '短评打分': 5}
{'短评内容': '还不错。但是环境一般，靠近解放碑，但外面有好多小狗，好帐啊！', '短评打分': 5}
{'短评内容': '酒店外围环境差点，但内部装修还是不错的，就是太抠门了，连简便茶包也不提供，要喝茶必须要买房间里的贵价茶叶，否则就喝白开水吧。', '短评打分': 3}
{'短评内容': '酒店地段还行。但此酒店为商住办公楼，等电梯太久！', '短评打分': 1}
{'短评内容': '这个根本就看不出来是个酒店，是个高层公寓写字楼，办理入住的大堂在22层，住宿环境还算可以吧，有个挺大的厅，就是设施都太陈旧了，下面还有KTV，能看见江景，还是挺好的，打车也算比较方便的，出门没几步就到解放碑，早餐品种算是丰盛的，还不错。', '短评打分': 5}
{'短评内容': '酒店的价格可以.房间也宽敞.还有免费早餐.但：酒店交通不方便.房间硬件.电梯太陈旧.\n最遗憾的是：宽带太差...', '短评打分': 5}
{'短评内容': '帮朋友预定的，酒店还可以，下次还会预定。', '短评打分': 5}
{'短评内容': '房间很大，但设施一般，适合亲子，定了两房一厅的，一家三口非常合适，就是楼下是小公园，晚上早上都很吵，地理位置也很好，走走就到解放碑了，八一路也非常近，最最关键的是早餐呀，早餐那叫一个丰盛呀，10个冷菜，10个热菜，四种粥，八种点心，四种水果，还有咖啡、牛奶、豆浆，总是是让人惊喜呀', '短评打分': 5}
{'短评内容': '此酒店就是酒店式公寓，此价格性价比挻挺髙，早餐不错', '短评打分': 3}
{'短评内容': '酒店不错，里面的早餐很丰富，对的起4星这称号。', '短评打分': 5}
{'短评内容': '房子很不错，早餐丰富，看外观容易被认为档次一般，里面的设施还行，下次还会考虑入住', '短评打分': 5}
{'短评内容': '酒店的房间还是不错的~大小，清洁，服务态度都很不错。早餐说很丰盛也不见得，说不够吃也不可能，总的来说性价比还是不错的。至于其他朋友说的酒店门口的宠物市场脏乱差的问题，我觉得也没什么大惊小怪的，这样的价格的酒店要是还希望有多豪华，多闹中取静那是吹毛求疵了，再说这个宠物市场也没想象中那么差，路过时看两眼小动物也没什么不好嘛。酒店的电梯慢的问题，那也只能说见仁见智，个人性格了，等会就等会呗，也不会像飞机', '短评打分': 5}
{'短评内容': '性价比高，很满意，我已经连续住三年了，每次出差都住那里', '短评打分': 5}
{'短评内容': '核心位置，步行轻松抵达解放碑。房间很大，性价比很高。', '短评打分': 5}
{'短评内容': '离商区蛮近的，房间也蛮大，来重庆旅游住了四晚，其他感觉都还可以，就是电梯实在是太难等了，急人～～', '短评打分': 5}
{'短评内容': '司机师傅不认识', '短评打分': 3}
{'短评内容': '重庆很不错的酒店，我住的那个房间还能看到江景色，非常合适', '短评打分': 5}
{'短评内容': '每次都住这一间，真的房间很好，早餐也不错，离解放碑很近', '短评打分': 5}
{'短评内容': '酒店位置很好,离解放碑很近,购物什么的很方便...............', '短评打分': 5}
{'短评内容': '帮好多朋友订的,他们都说很好,很超值,酒店位置很好,下次去还住这家酒店.\n', '短评打分': 5}
{'短评内容': '不错，挺好找的，房间巨大！服务也还可以，唯一就是电梯太难等了…总体比较满意', '短评打分': 3}
{'短评内容': '4人住的豪华行政双人房很不错哦，服务也不错，节日价格经济适惠。位置佳，离解放碑步行1分钟。满意！', '短评打分': 3}
{'短评内容': '地理位置好，交通方便。距离解放碑非常近。不过设施陈旧了些，房间味道有点儿大。', '短评打分': 5}
{'短评内容': '离解放碑非常近，附近有很多小饭店，往下边走是九三学社成立旧址和重庆大轰炸遗址，出行很方便，服务员也非常热情，订了两个行政单人间，因不在一个楼层，母亲快80了，就非常好的给免费升级到了两室两厅两卫的江景皇家行政套房，房间也非常干净，尤其洗澡蓬头出水顺畅，很舒服。去酒店要通过一小段宠物市场，旁边能看到很多可爱的小动物，但卫生环境不好，而且现在重庆旧城拆建严重，大环境不是太好。', '短评打分': 5}
{'短评内容': '房间不错，挺干净的，服务态度也蛮好，离地铁站，解放碑，朝天门，洪崖洞也很近，可惜这次的房间是无窗的，但是总体还是挺好的，给个好评', '短评打分': 5}
{'短评内容': '设施都还好,江景不错,房间舒适', '短评打分': 3}
{'短评内容': '靠近解放碑，地段不错。大堂在22楼，电梯有点慢。早餐不错的。就是房间有点旧旧的感觉。', '短评打分': 5}
{'短评内容': '一如既往的好，性价比高，早餐不错，虽然酒店外部环境不咋地', '短评打分': 5}
{'短评内容': '早餐丰富，房间很大，超值', '短评打分': 3}
{'短评内容': '房间很大，服务很好，地理位置也方便，卫生间很干净，下次还会住在这里的！！', '短评打分': 5}
