{'短评内容': '很好', '短评打分': 5}
{'短评内容': '离机场近 后续还住', '短评打分': 5}
{'短评内容': '价格便宜，性价比还可以', '短评打分': 4}
{'短评内容': '不会再来了', '短评打分': 4}
{'短评内容': '有停车场。', '短评打分': 5}
{'短评内容': '服务很不错', '短评打分': 5}
{'短评内容': '房间挺高，床不结实，吱吱的响，其他满分', '短评打分': 5}
{'短评内容': '好东西，物超所值，还会回购的', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 5}
{'短评内容': '房间很温馨，服务很周到。很暖和', '短评打分': 5}
{'短评内容': '还好', '短评打分': 4}
{'短评内容': '快捷酒店经济实惠，还不错吧', '短评打分': 5}
{'短评内容': '从威海回家途中暂住一晚，下了高速就途经这里，周边商业繁华，吃饭购物方便。房间小，卫生间更是所住过的如家最小的了，更有水压特别低，淋浴水很细。', '短评打分': 4}
{'短评内容': '附近交通便利，主路上，还不错', '短评打分': 5}
{'短评内容': '交通方便，环境不错，入住时办理很迅速，早上退房时也很快，中间电视机的遥控按钮被遮挡住，叫了客房服务很快来处理', '短评打分': 5}
{'短评内容': '帮朋友定的，多次入住了，非常方便！', '短评打分': 5}
{'短评内容': '多次入住了，服务好，交通便利！', '短评打分': 5}
{'短评内容': '上次感觉不错，价格便宜，下次继续住', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 3}
{'短评内容': '还可以', '短评打分': 4}
{'短评内容': '酒店很不错，就是地理位置很难找，头一次去这个地方，司机也不是很熟悉，结果用了导航，始终就是找不到正阳中路165号这个店，而且百度出来的位置也是错的，弄得很尴尬。后来才知道搜索不要搜正阳中路，应该是正阳路165号，不晓得怎么回事。还有就是要赞一下酒店的工作人员，很负责人，我21日退房的，退房是也没怎么看账单，因为要赶飞机，直到回武汉后才发现账单多收我钱了，当时我就立马电话过去，他们表示会核实清楚的，', '短评打分': 5}
{'短评内容': '酒店是大凸窗，很敞亮，周边商场吃饭较方便，位于城阳区，距离市区远啊！', '短评打分': 3}
{'短评内容': '酒店环境不错.交通便利，购物方便。。值的推荐。。', '短评打分': 5}
{'短评内容': '不错，交通便利，酒店很干净，购物方便，值得推荐', '短评打分': 5}
{'短评内容': '有早餐，午餐没有，交通特方便，服务周到，下次再住这个宾馆。', '短评打分': 5}
{'短评内容': '有早餐，很好！所有房间没有电脑，交通位置方便，周围有很多好吃的，如粥全粥到等。总之满意', '短评打分': 5}
{'短评内容': '服务不错,房间也不错,挺好,门口大哥主动帮着拿行李进房间,很不错', '短评打分': 5}
{'短评内容': '真的不错，如家连锁值得推荐。环境什么都不错。', '短评打分': 5}
{'短评内容': '不错，酒店很干净，周围很繁华，买什么东西都很方便，值得推荐。', '短评打分': 5}
{'短评内容': '出差经常住如家的，感觉经济连锁酒店比较实惠，卫生服务都还不错。', '短评打分': 5}
{'短评内容': '地理位置很好，很容易就能找到。周边环境也很不错，', '短评打分': 5}
{'短评内容': '地理位置很好，很容易就能找到。周边环境也很不错.', '短评打分': 5}
{'短评内容': '很新，很干净，地理位置佳……我最满意的是早餐。', '短评打分': 5}
{'短评内容': ' 服务很好，设施很好', '短评打分': 3}
{'短评内容': '整体感觉不错，服务到位。早餐很不错，房间啊干净，就是稍微小了一点\n', '短评打分': 5}
{'短评内容': '很喜欢如家，只是离考点有些远，还有点吵。总的说还不错', '短评打分': 3}
{'短评内容': '房间干净整洁，很满意！', '短评打分': 3}
