{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '好评', '短评打分': 4}
{'短评内容': '还行吧，蛮实惠的', '短评打分': 5}
{'短评内容': '出差定的酒店，离出差地比较近，周围比较方便，很多餐饮业，值这个价格吧，相比上次住的布丁酒店安静一些。', '短评打分': 4}
{'短评内容': '', '短评打分': 5}
{'短评内容': '挺好的 价格合理 离地铁站距离还行 但要上天桥转一下', '短评打分': 5}
{'短评内容': '房间很大，干净卫生，离地铁站近，而且周边吃的很多。吃住行三条都不错，还能有什么不满意的呢？你说是不是。', '短评打分': 5}
{'短评内容': '宾馆是刚刚开张的，团购的券非常优惠，房间也非常干净卫生，周边环境也非常安静，适合旅游居住。前台服务还不错，离市区也不是特别的远。', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '还是不错的 就是不好找', '短评打分': 5}
{'短评内容': '挺好', '短评打分': 5}
{'短评内容': '还行，周围比较方便，吃的喝的都不少', '短评打分': 4}
{'短评内容': '还可以', '短评打分': 5}
