{'descr': '太差了！', 'star': 3}
{'descr': '有蚊子晚上 。。。睡不好。。郁闷。。。以后酒店要注意点了', 'star': 5}
{'descr': '服务还行，房间靠街，隔音有点差！', 'star': 3}
{'descr': '这个宾馆可以买发票，12％ 的税。大家不要被人骗，最多12％，一般10％可以买到。', 'star': 3}
{'descr': '价格合适，服务态度不错，而且有电脑，下次还回去入住。', 'star': 5}
{'descr': '蟑螂= =  蟑螂占着床，人没地方睡。唯一好的就是空调，因为房间小所以顶点用。卫生间有些脏。  前台的，服务态度巨不好，就不知道什么叫待客之道，甚至基本人情味都没。额，不主观评价，自己感受咯~\u3000\u3000祝各位心情开朗。', 'star': 1}
{'descr': '蟑螂= =  蟑螂占着床，人没地方睡。唯一好的就是空调，因为房间小所以顶点用。卫生间有些脏。  前台的，服务态度巨不好，就不知道什么叫待客之道，甚至基本人情味都没。额，不主观评价，自己感受咯~\u3000\u3000祝各位心情开朗。', 'star': 1}
{'descr': '我入住（预订）的是迷你单人间，除了因为无窗，出去游览一天回来，感觉有点潮湿外（在房间时打开卫生间的排气扇会好些），其他设施、卫生条件还行，还有服务态度，个人认为还不错啦！至于交通：出门200米左右就有地铁2号/5号线，大马路上也有十多条公交线。', 'star': 5}
{'descr': '我入住（预订）的是迷你单人间，除了因为无窗，出去游览一天回来，感觉有点潮湿外（在房间时打开卫生间的排气扇会好些），其他设施、卫生条件还行，还有服务态度，个人认为还不错啦！至于交通：出门200米左右就有地铁2号/5号线，大马路上也有十多条公交线。', 'star': 5}
{'descr': '地理位置很好，店内设施一般。', 'star': 3}
{'descr': '大差评，各种简陋，明明说的有公共卫浴的，根本就没有', 'star': 3}
{'descr': '有的房间还行，这回住的不好，刚住进来就看见两只小强。', 'star': 3}
{'descr': '有的房间还行，这回住的不好，刚住进来就看见两只小强。', 'star': 3}
{'descr': '不错！！！！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': '不错！！！！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': '住了一晚，性价比高，服务态度有待改善，房间最好装个放行李的平台。', 'star': 3}
{'descr': '住了一晚，性价比高，服务态度有待改善，房间最好装个放行李的平台。', 'star': 3}
{'descr': '性价比高，下次来首选这里。', 'star': 3}
{'descr': '性价比高，下次来首选这里。', 'star': 3}
{'descr': '房间太小，但是交通方便，清洁卫生，但是噪声蛮大，不过这个价位在这个位置，算是合适的了.', 'star': 1}
