{'短评内容': '很好', '短评打分': 5}
{'短评内容': '作为五星酒店设施旧了，服务不错，停车方便。地理位置很好，出行方便，属于老城区，旁边就是观山，富春江边，风景很好，适合漫步。正好中秋夜，酒店送了月饼，非常温馨。晚饭因为订晚了，只能到外面，走路十分钟，还是不错。', '短评打分': 5}
{'短评内容': '房间很干净，早饭比较丰富', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '早餐很不错，地理位置不错，依山傍水，环境非常好！', '短评打分': 5}
{'短评内容': '饭量大设施好，感觉很好！', '短评打分': 5}
{'短评内容': '一如既往好', '短评打分': 5}
{'短评内容': '女儿在富中参加高考，我们住在这儿算是陪考吧。酒店位置很好，房间位置在边角，是否因为是网订的缘故？早餐很好。正好碰上云栖大会，这儿也安排了接待，人多。地下车库不是为客人准备的。', '短评打分': 5}
{'短评内容': '富阳比较早的五星级酒店，但是设施都还不错，值得下次再次入住！', '短评打分': 5}
{'短评内容': '周邊環境很不錯,遠望富春江景,景色宜人.也難怪乎黃公望願意晚年長居於此!!位處富陽區,是國內造紙的源地之一,富陽毛竹紙品質不錯!!', '短评打分': 4}
{'短评内容': '总体还不错，就是设施略有点旧', '短评打分': 5}
{'短评内容': '房间空间有点小，价格还不便宜，老酒店但还是很有档次的，早餐还不错。', '短评打分': 5}
{'短评内容': '干净，服务周到，早餐很棒，就是床偏软', '短评打分': 5}
{'短评内容': '中规中矩', '短评打分': 4}
{'短评内容': '比较干净', '短评打分': 5}
{'短评内容': '环境不错，前台服务态度很好。。', '短评打分': 3}
{'短评内容': '住的挺舒适的，周边交通也相当便利，酒店服务也很好。以后还会选择入住。', '短评打分': 5}
{'短评内容': ' 脏乱差 大堂还可以 弄脏浴巾赔偿两百 坑爹', '短评打分': 3}
{'短评内容': '酒店环境不错，工作人员服务态度很好，下次一定再去', '短评打分': 5}
{'短评内容': '酒店环境很好，标准江景房，床也很大，太软，睡的腰痛', '短评打分': 3}
{'短评内容': '服务不错，但设备不是很理想，洗澡莲蓬头漏水的，不过不影响使用说明', '短评打分': 3}
{'短评内容': '酒店位置环境很好，在房间就能望见富春江。床特别舒适。不过美中不足的是结账速度太慢太慢了。', '短评打分': 5}
{'短评内容': '设置完善，服务优秀。下次还会入住，谢谢酒店的热情服务！', '短评打分': 5}
{'短评内容': '这是一家老牌五星级酒店。环境不错靠富春江能看到江景，下次还会住这里。', '短评打分': 5}
{'短评内容': '打车不是很方便，门口的服务人员没有服务的意识', '短评打分': 5}
{'短评内容': '与富阳其他酒店比，有更好的江景。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': 'it is a very nice hotel, free swiming pool.', '短评打分': 5}
{'短评内容': '位置，环境都很好！靠近富春江边，就是地下停车没人指引，很不方便！望重视！！！', '短评打分': 5}
{'短评内容': '不错，在富阳有这样的酒店很舒适，出门也很方便！', '短评打分': 5}
{'短评内容': '+性价比不错,值得入住。', '短评打分': 5}
{'短评内容': '宾馆总体还好，挺安静，房间空调不太好用，还有就是早餐有点单调，不过还可以，下次还会入住', '短评打分': 5}
{'短评内容': '风景不错，来的时候结婚的人太多，可能对住客服务就差了点，停车比较麻烦，能停的提防太少，也可能是喝喜酒的人太多吧，没有什么说的了，下次住另外一个试试', '短评打分': 1}
{'短评内容': '酒店的条件还不错.综合性价比还是蛮高的,而且服务也很好.', '短评打分': 5}
{'短评内容': '经连续两天的体验，感觉服务态度很好，环境位置“巨”佳，很想每次都住这里，只可惜价格有点偏高，出入不太方便，门口基本不会有出租车。', '短评打分': 5}
{'短评内容': '环境位置很好，江景房对富春江是一览无遗，景观非常好，房间面积也够大，房间设施也不错，就是房间内气味较大，也许是地毯发霉或清洗剂的味道。在县级城市来说，这个价位有点高（510），公务人士可去，作为自费旅游就不推荐了。', '短评打分': 5}
{'短评内容': '酒店位置很好，房间也很大很舒服， 但酒店设备不是很，但总体感觉还不错。', '短评打分': 5}
{'短评内容': '酒店还不错，价格很合适，位置也很好，很满意。', '短评打分': 1}
{'短评内容': '酒店还不错，价格很合适，位置也很好，很满意。', '短评打分': 1}
{'短评内容': '酒店坐落在富春江畔，环境特优美，房间布置的很温馨，而且酒店餐厅的杭州菜口味很不错。', '短评打分': 5}
{'短评内容': '酒店档次还是挺高的，毕竟是五星级的酒店，服务员态度周到热情，房间里很干净，环境很不错，价格能再低些更好。', '短评打分': 5}
{'短评内容': '卫生，环境都很好！很清静！如能用卷就更好啦！', '短评打分': 5}
{'短评内容': '每次出差都是选择这家酒店，服务卫生不错。', '短评打分': 3}
{'短评内容': '不错，方便。', '短评打分': 5}
{'短评内容': '总体感觉还可以。', '短评打分': 5}
