{'descr': '早餐还行的', 'star': 4}
{'descr': '环境还可以，值得入住', 'star': 5}
{'descr': '酒店工作人员很细心，室内环境也很好。', 'star': 5}
{'descr': '好评有送早餐券，棒棒哒。', 'star': 5}
{'descr': '酒店服务好，信价比不错', 'star': 5}
{'descr': '酒店位置在新区', 'star': 5}
{'descr': '住了很多次了，环境不错，服务态度好', 'star': 5}
{'descr': '酒店不错，我喜欢', 'star': 5}
{'descr': '不错，下次住', 'star': 5}
{'descr': '好好', 'star': 5}
{'descr': '干净整洁还好', 'star': 5}
{'descr': '酒店比较干净', 'star': 5}
{'descr': '牛', 'star': 5}
{'descr': '酒店处于饮食聚集点。', 'star': 5}
{'descr': '可以', 'star': 5}
{'descr': '较好', 'star': 4}
{'descr': '还可以，就是房间没有电脑', 'star': 4}
{'descr': '卫生环境可以，服务0K！', 'star': 4}
{'descr': '地理位置还可，房间不大不小', 'star': 4}
{'descr': '房间有点小，其他都不错！', 'star': 4}
{'descr': '床很舒服~~~~早餐差了点~~`不过还算性价比高!~~~~', 'star': 5}
{'descr': '开发区内是个不错的酒店~~~~~~~~~', 'star': 5}
{'descr': '性价比很强大，第一天有早饭吃，就是旁边那家土家管菜，', 'star': 5}
{'descr': '性价比很强大，第一天有早饭吃，就是旁边那家土家管菜，', 'star': 5}
{'descr': '前台说刚装修的餐厅早餐送的，总体很干净的感觉', 'star': 5}
{'descr': '前台说刚装修的餐厅早餐送的，总体很干净的感觉', 'star': 5}
{'descr': 'GOOD，后续还是住这家。。。。。。。。。。。', 'star': 5}
{'descr': 'GOOD，后续还是住这家。。。。。。。。。。。', 'star': 5}
{'descr': ' 酒店挺干净，不错。', 'star': 3}
{'descr': ' 酒店挺干净，不错。', 'star': 3}
{'descr': '房间感觉还可以，早餐太不给力了，餐厅关门，不可以在里面乞晚餐了。', 'star': 3}
{'descr': '房间感觉还可以，早餐太不给力了，餐厅关门，不可以在里面乞晚餐了。', 'star': 3}
{'descr': '前台还可以。房间干净，但是很小。早餐20元，比较贵，但是早餐内容不太好。', 'star': 1}
{'descr': '前台还可以。房间干净，但是很小。早餐20元，比较贵，但是早餐内容不太好。', 'star': 1}
{'descr': '新区好选择，停车也方便，离客户近早上就不用早起了。', 'star': 5}
{'descr': '新区好选择，停车也方便，离客户近早上就不用早起了。', 'star': 5}
{'descr': '我住的是商务单人间，房间有点小，但其他各方面都不错。', 'star': 5}
{'descr': '我住的是商务单人间，房间有点小，但其他各方面都不错。', 'star': 5}
{'descr': '空调太响了，有点影响睡眠。', 'star': 3}
{'descr': '空调太响了，有点影响睡眠。', 'star': 3}
{'descr': '离公司近，交通也比较方便，不过房间总有一点奇怪的味道', 'star': 5}
{'descr': '离公司近，交通也比较方便，不过房间总有一点奇怪的味道', 'star': 5}
{'descr': '环境不错，很干净，服务态度很好，赞一个。', 'star': 5}
{'descr': '环境不错，很干净，服务态度很好，赞一个。', 'star': 5}
{'descr': '价格较周围的经济型酒店略高，但是觉得非常值，服务设施都很好', 'star': 5}
{'descr': '新区的性价比之选，服务也好，住了几次了，以后还有机会', 'star': 5}
{'descr': '价格较周围的经济型酒店略高，但是觉得非常值，服务设施都很好', 'star': 5}
{'descr': '新区的性价比之选，服务也好，住了几次了，以后还有机会', 'star': 5}
{'descr': '地理位置还可以，距离商业区远点。服务人员态度挺好的.', 'star': 5}
{'descr': '地理位置还可以，距离商业区远点。服务人员态度挺好的.', 'star': 5}
{'descr': '地理位置还可以，周围环境一般，距离商业区远点。服务人员态度挺好的，微笑比较多，热情程度还可以，很热情，办理手续的速度很快', 'star': 5}
{'descr': '地理位置还可以，周围环境一般，距离商业区远点。服务人员态度挺好的，微笑比较多，热情程度还可以，很热情，办理手续的速度很快', 'star': 5}
{'descr': '还不错，大家可以放心去住,房间很干净，装修得也不错', 'star': 5}
{'descr': '还不错，大家可以放心去住,房间很干净，装修得也不错', 'star': 5}
{'descr': '房间挺干净的，住的蛮舒服的。就是酒店内的餐厅，消费有点贵了。', 'star': 5}
{'descr': '房间挺干净的，住的蛮舒服的。就是酒店内的餐厅，消费有点贵了。', 'star': 5}
{'descr': '客房很舒适', 'star': 3}
{'descr': '客房很舒适', 'star': 3}
{'descr': '房间很干净，早饭可选择的范围不大，网速还可以', 'star': 5}
{'descr': '房间很干净，早饭可选择的范围不大，网速还可以', 'star': 5}
{'descr': '酒店是新的，早餐很不到位…', 'star': 3}
{'descr': '酒店是新的，早餐很不到位…', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '紧靠着大路，要是住在南边的豪华单人间，汽车喇叭吵得你睡不着，换了两次终于换到了商务单人间，但是去酒店中餐厅吃饭居然告知不能挂房费，真的很不方便，汽车可以免费停，但是觉得很不安全，像个临时停车场，也不知道有没有看着，房间尚可，但是收拾房间的车一直就在外面放着，两个小时才挪了几个房间，肯定收拾的很慢，总之下次不想住这里了！还不如去住汉庭了！', 'star': 1}
{'descr': '挺干净的酒店，离客户也挺近的，方便，不错！', 'star': 3}
{'descr': '新区附近出差的好选择，服务不错，感觉比如家汉庭什么的性价比高，下次来还会住。', 'star': 5}
{'descr': '装修还可以，比较新，就是房间有点小，而且洗衣服太慢了，每天只收一次，而且第二天中午才能拿到，不方便。', 'star': 5}
{'descr': '总体感觉不错 就是有点偏 还是可以的 以后在住。', 'star': 5}
{'descr': '酒店很干净，很舒适，价格也比较便宜,位置比较好，在新区办事比较方便。', 'star': 5}
{'descr': '不错，性价比可以', 'star': 3}
{'descr': '新装修的，味道太大了，要窒息的感觉,实在很难受', 'star': 1}
{'descr': '还可以吧，就是没有想的大', 'star': 3}
{'descr': '还可以吧，就是没有想的大', 'star': 3}
{'descr': '环境、价位比较合理、交通方便，靠近北三环，赞', 'star': 5}
{'descr': '环境、价位比较合理、交通方便，靠近北三环，赞', 'star': 5}
{'descr': '价钱低，但是设施很落后。卫生条件还不错。', 'star': 1}
{'descr': '价钱低，但是设施很落后。卫生条件还不错。', 'star': 1}
{'descr': '环境不是很好，厕所不够整洁。 但是确实便宜一些。', 'star': 1}
{'descr': '环境不是很好，厕所不够整洁。 但是确实便宜一些。', 'star': 1}
{'descr': '虽然号称地坛店但是离得还是有两站路，不过周围其他交通还是挺方便的，周围吃的不太多但是房间内部设施还是可以的，水不太好，感觉上是热水器的，洗了一个人第二个人就没有热水了。。这点很不好！', 'star': 5}
{'descr': '虽然号称地坛店但是离得还是有两站路，不过周围其他交通还是挺方便的，周围吃的不太多但是房间内部设施还是可以的，水不太好，感觉上是热水器的，洗了一个人第二个人就没有热水了。。这点很不好！', 'star': 5}
{'descr': '挺好', 'star': 3}
{'descr': '挺好', 'star': 3}
{'descr': '交通方便 服务质量很好 以后有机会 还会去', 'star': 5}
{'descr': '交通方便 服务质量很好 以后有机会 还会去', 'star': 5}
{'descr': '房间很干净，布局和装饰以绿色为基调，有很多风景画，感觉挺不错的。就是隔音有点差。', 'star': 5}
{'descr': '房间很干净，布局和装饰以绿色为基调，有很多风景画，感觉挺不错的。就是隔音有点差。', 'star': 5}
{'descr': '房间跟网上说的不符合，没有窗户，屋里有闻。', 'star': 1}
{'descr': '房间跟网上说的不符合，没有窗户，屋里有闻。', 'star': 1}
{'descr': '满意', 'star': 3}
{'descr': '满意', 'star': 3}
{'descr': '一般住宿条件，早上想睡个懒觉，结果被吵醒，很是郁闷。', 'star': 1}
{'descr': '一般住宿条件，早上想睡个懒觉，结果被吵醒，很是郁闷。', 'star': 1}
{'descr': '房间太小了，进门就是床，同样是格林的连锁比别的分店差远了。', 'star': 1}
{'descr': '房间太小了，进门就是床，同样是格林的连锁比别的分店差远了。', 'star': 1}
{'descr': '条件一般，但价格还算合理，没有餐厅，吃饭很不方便', 'star': 3}
{'descr': '条件一般，但价格还算合理，没有餐厅，吃饭很不方便', 'star': 3}
{'descr': '酒店没有电梯,隔音差', 'star': 3}
{'descr': '酒店没有电梯,隔音差', 'star': 3}
{'descr': '房间虽说不大但还算干净。', 'star': 3}
{'descr': '房间虽说不大但还算干净。', 'star': 3}
{'descr': '环境一般，隔音偏差，总体还可以', 'star': 3}
{'descr': '环境一般，隔音偏差，总体还可以', 'star': 3}
{'descr': '比想象的差，但是这位置，这价格，还是值得推荐的。', 'star': 5}
{'descr': '比想象的差，但是这位置，这价格，还是值得推荐的。', 'star': 5}
{'descr': '价格挺便宜，我是冬天入住的，暖气也挺好，不过房间里味道怪怪的。卫生间洗澡的地方有点小。总之性价比还可以。', 'star': 5}
{'descr': '价格挺便宜，我是冬天入住的，暖气也挺好，不过房间里味道怪怪的。卫生间洗澡的地方有点小。总之性价比还可以。', 'star': 5}
{'descr': '特价房，性价比还可以，在附近办事的话住住还可以', 'star': 5}
{'descr': '特价房，性价比还可以，在附近办事的话住住还可以', 'star': 5}
{'descr': '居然半夜十一点搞装修，太让人郁闷了，闹得整栋楼都睡不着觉，不知道这个酒店是一种什么样的经营理念，似乎是非要把装修放在晚上，装修比赢得客户的心更重要。', 'star': 1}
{'descr': '居然半夜十一点搞装修，太让人郁闷了，闹得整栋楼都睡不着觉，不知道这个酒店是一种什么样的经营理念，似乎是非要把装修放在晚上，装修比赢得客户的心更重要。', 'star': 1}
{'descr': '入住后才知道是格林联盟，不是格林豪泰的直营店，所以感觉不是很好，不过性价比还可以', 'star': 1}
{'descr': '入住后才知道是格林联盟，不是格林豪泰的直营店，所以感觉不是很好，不过性价比还可以', 'star': 1}
{'descr': '屋子太香了，一晚上闻完这难受。太香了，其他的都还好。', 'star': 1}
{'descr': '屋子太香了，一晚上闻完这难受。太香了，其他的都还好。', 'star': 1}
{'descr': '房间还行，算是很值了，就是卫生间看着不是很干净，其他还好～', 'star': 3}
{'descr': '房间还行，算是很值了，就是卫生间看着不是很干净，其他还好～', 'star': 3}
{'descr': '我最关心的就是床是不是够软，不错很软！到房间里的清新香味剂让我头痛', 'star': 3}
{'descr': '我最关心的就是床是不是够软，不错很软！到房间里的清新香味剂让我头痛', 'star': 3}
{'descr': '不安全，消防差，不会再住了', 'star': 3}
{'descr': '不安全，消防差，不会再住了', 'star': 3}
{'descr': '隔音差 房间小 贪图便宜不要住！ 应该是格林联盟，不是格林豪泰', 'star': 1}
{'descr': '隔音差 房间小 贪图便宜不要住！ 应该是格林联盟，不是格林豪泰', 'star': 1}
{'descr': '很好', 'star': 3}
{'descr': '很好', 'star': 3}
{'descr': '酒店房间太小，很陈旧、卫生差、暖气也不热。', 'star': 1}
{'descr': '酒店房间太小，很陈旧、卫生差、暖气也不热。', 'star': 1}
{'descr': '房间不大，简约、干净，价格不高，交通便利，适合工薪阶层', 'star': 5}
{'descr': '房间不大，简约、干净，价格不高，交通便利，适合工薪阶层', 'star': 5}
{'descr': '这次是给亲戚订的酒店，卫生条件良好，服务周到，非常满意！', 'star': 5}
{'descr': '这次是给亲戚订的酒店，卫生条件良好，服务周到，非常满意！', 'star': 5}
{'descr': '酒店性价比太差！空调声音极大，就像房间里有火车经过，第二天早晨，酒店居然停水！问前台，回复是：所在小区停水所致。但我认为，作为酒店经营者应该可以想到住店客人早晨饮水及洗漱需求，尽量提供便利。', 'star': 1}
{'descr': '酒店性价比太差！空调声音极大，就像房间里有火车经过，第二天早晨，酒店居然停水！问前台，回复是：所在小区停水所致。但我认为，作为酒店经营者应该可以想到住店客人早晨饮水及洗漱需求，尽量提供便利。', 'star': 1}
{'descr': '房间不是很大，住的是豪华大床，没感觉出豪华来\n洗澡的浴液没有，房间不是很暖和\n正好赶上装修，根本没法休息', 'star': 1}
