{'短评内容': '地方比较偏，自驾还可以，房间还不错，没有早餐，价格偏高，尤其节假日', '短评打分': 2}
{'短评内容': '新开张挺好', '短评打分': 5}
{'短评内容': '新开张的，挺不错', '短评打分': 5}
{'短评内容': '地方比较偏远', '短评打分': 3}
{'短评内容': '老了点，地方偏了点，过年了小县城可能就这样字，凑活住一下，便宜，服务值班的大姐很客气。过年发票开不了，刷卡刷不了，一个劲抱歉，只有呵呵', '短评打分': 3}
{'短评内容': '挺不错的，能有停车', '短评打分': 5}
{'短评内容': '不怎么样 不会再去。。。。。。。', '短评打分': 3}
{'短评内容': '环境还好，就是自来水的水压太低！洗澡时水压不正常，忽冷忽热得，热水很难控制！', '短评打分': 4}
{'短评内容': '洗澡的水温很难调，吹风机坏的。其它还好！', '短评打分': 4}
{'短评内容': '房间挺大，靠近开发区，晚上人比较少，挺安静，就是有点偏！', '短评打分': 4}
{'短评内容': '比较偏僻，适合自驾游，国庆期间将就一下还可以。', '短评打分': 3}
{'短评内容': '设施比较新，服务比较热情，但是感觉管理方面不太专业，有点像个体户。', '短评打分': 5}
{'短评内容': '宣城泾县的帝豪商务宾馆设施差:几个房间的门锁都坏了，说七点半至八点半有早饭，但是我们八点到餐厅，却告诉我们已经没有饭了。非常不好!', '短评打分': 3}
{'短评内容': '我们去的时候很冷但是酒店不开空调很冷,其它还都可以.交通很方便.', '短评打分': 3}
{'短评内容': '空调不但不热 开了还反而冷 没话说了', '短评打分': 1}
{'短评内容': '住的很舒适！下次去南京还选择在那！', '短评打分': 5}
{'短评内容': '酒店是新开业的，但是应该是旧楼重新装修的，所以并不感觉很清新。位置很好，离湖南路和鼓楼很近，交通很便利。但是就是比较难找，房间有味道。', '短评打分': 1}
{'短评内容': '硬件条件与新街口orange快捷之类的比很一般，', '短评打分': 5}
{'短评内容': '11月14号入住的。婆婆冷死了，没有空调。还好可以送条被子', '短评打分': 5}
{'短评内容': '位置还是挺好找的出行也挺方便,房间的卫生和设施方面还是挺满意的,价格也很合适,还是比较满意这家酒店的.', '短评打分': 3}
{'短评内容': '由于到鼓楼医院北院办事，酒店就在医院旁边，图方便选择该酒店，价格较南京地区入住过的几家都高，又不能使用消费券不说，关键是房间卫生间下水味道太重，整个房间异味太重，换了一次房还是没有太大好转，被熏了一天，只有在晚上整栋楼用水高峰时舒坦了几个小时。', '短评打分': 1}
{'短评内容': '酒店的设施、服务、地理位置都很好，交通也便利，唯一一个不好的就是房间的隔音效果很差，睡了一晚还失眠了，哎。。。', '短评打分': 5}
{'短评内容': '服务员态度挺差的,房间的设施和卫生也是挺好的,位置还可以,价格还是挺贵的,总体还是比较不错的,就是那个服务态度要是改善一下就好了', '短评打分': 3}
{'短评内容': '可以', '短评打分': 5}
{'短评内容': '蛮好', '短评打分': 5}
{'短评内容': '酒店的洗手间不好，如果洗澡的话不小心水就会流到地面上，地面有些滑不小心就会摔倒，其他的都没有问题，只是担心这个问题呀，设计的不是很合理吧！', '短评打分': 3}
{'短评内容': '推荐很不错', '短评打分': 5}
{'短评内容': '卫生还不错,房间感觉有些压抑,设施还算可以.', '短评打分': 3}
{'短评内容': '酒店的服务卫生以及设施都很好的，酒店的位置不错的，出行很方便的，性价比不错的酒店。', '短评打分': 3}
{'短评内容': '酒店的服务卫生以及设施都还可以的，酒店的位置以及交通都很好的，性价比不错的酒店。', '短评打分': 3}
{'短评内容': '酒店房间里面的空调太吵了向发动机一样,吵的没法好好休息,位置比价好,性价比一般.', '短评打分': 1}
{'短评内容': '开车去，兜了圈子才找到。在巷子里面。\r\n借用别的大厦，电梯也很差，大堂也很差。豪华大床房都不送矿泉水。还是地板不是地毯。\r\n下次不会去住了。还是御道街店好一些。', '短评打分': 1}
{'短评内容': '整体感觉还可以，价格很优惠，就是房间里淋浴的花洒不好用，位置因为在鼓楼附近环境有点吵，服务需要改进，我当时向服务人员借用吹风机使用，他们本来是有的，等我把进房间后，就听到一个人让服务员告诉我说，“你就告诉她没有吹风机”这种服务很不好，我觉得不如格林豪泰（南京御道街店）服务和条件', '短评打分': 1}
