{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '环境很好', '短评打分': 5}
{'短评内容': '说是套房，就是多个棋牌室，墙纸脱落，烟味很重，卫生一塌糊涂，毛巾，水杯都很脏，不是订不到房，肯定不会住这个酒店。', '短评打分': 1}
{'短评内容': '还不错，公司有商务人员过来都安排这个酒店', '短评打分': 5}
{'短评内容': '垃圾酒店，还不如一百多的如家、7天什么的，差的很，定了你就会后悔还不如花一百多定个如家、7天什么的。', '短评打分': 1}
{'短评内容': '楼下饭店！位置还可以，靠近机场，太吵了，房间隔音不好！楼下饭店！位置还可以，靠近机场，太吵了，房间隔音不好！', '短评打分': 4}
{'短评内容': '通过京东酒店预定还有优惠不错', '短评打分': 5}
{'短评内容': '一般般吧，家具陈旧，看着像小旅社，凑合', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '非常好，值得再来', '短评打分': 5}
{'短评内容': '贵，服务较差', '短评打分': 2}
{'短评内容': '贵，服务极一般', '短评打分': 2}
{'短评内容': '环境不错，', '短评打分': 5}
{'短评内容': '总体来说还行吧', '短评打分': 4}
{'短评内容': '地段不错，价格合适，可以 ', '短评打分': 5}
{'短评内容': '干净 服务好床很大 ', '短评打分': 5}
{'短评内容': '蛮好的 希望经常又去住的机会', '短评打分': 5}
{'短评内容': '这家酒店很不错 环境好 周边配套设施也不错 ', '短评打分': 5}
{'短评内容': '在上海算是性价比很高，很不错的选择！', '短评打分': 5}
