{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '交通方便，房间也很干净，就是临街有点吵。', '短评打分': 4}
{'短评内容': '住的还可以，应该还没有升级。', '短评打分': 5}
{'短评内容': '第二次入住感觉还不错', '短评打分': 5}
{'短评内容': '卫生差了点，环境旧了点！希望改进', '短评打分': 4}
{'短评内容': '房间有点旧，无线特别好！', '短评打分': 4}
{'短评内容': '干净  2号楼刚装修', '短评打分': 5}
{'短评内容': '不错 ，满意  加油哦', '短评打分': 5}
{'短评内容': '价格实惠,环境很好.', '短评打分': 5}
{'短评内容': '酒店的装修太久了，还不给提供停车位，反正这是我住的最差的一次了', '短评打分': 1}
{'短评内容': '物美价廉了，干净', '短评打分': 5}
{'短评内容': '干净环境好', '短评打分': 5}
{'短评内容': '卫生干净', '短评打分': 5}
{'短评内容': '干净！服务好！', '短评打分': 5}
{'短评内容': '干净卫生！服务态度好！', '短评打分': 5}
{'短评内容': '干净卫生，服务态度好！', '短评打分': 5}
{'短评内容': '出差好相信锦江', '短评打分': 5}
{'短评内容': '交通方便，服务热情。', '短评打分': 4}
{'短评内容': '交通方便，卫生整洁，适合入住。', '短评打分': 4}
{'短评内容': '还是不错的。挺好的酒店。还是不错的。挺好的酒店。还是不错的。挺好的酒店。还是不错的。挺好的酒店。不错', '短评打分': 5}
{'短评内容': '还OK ', '短评打分': 4}
{'短评内容': '挺不错的，来住过好多次了。而且团购的，价格也不是很贵，挺划算的。锦江之星不是连锁酒店吗？为什么其他店的没有这个店的便宜啊？下次还来这', '短评打分': 4}
{'短评内容': '交通方便，服务热情。', '短评打分': 4}
{'短评内容': '交通方便，卫生干净，服务热情。', '短评打分': 4}
{'短评内容': '家门口的老店开了有些年头了，服务一直挺好的，可是卫生间的卫生没有原来那么干净了。', '短评打分': 4}
{'短评内容': '服务态度特别好，是我住过的服务最好的酒店，房间也很卫生，推荐入住', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': 'manyi', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '卫生干净，还是不错的。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '房间设施很好，环境便利，酒店门口右边的的金记烩面不错。缺点是房间面积有点小，网速太慢。', '短评打分': 5}
{'短评内容': '  有些旧了，没有wifi，相对不如其他锦江之星', '短评打分': 3}
{'短评内容': '环境不错，交通方便。房间很干净卫生，下次还会来', '短评打分': 5}
{'短评内容': '总体不错，干净，服务也很好，不过临街的大床房有点吵，睡眠不好的人要提前说明', '短评打分': 5}
{'短评内容': '感觉还不错吧!挺干净的，也不是很吵，只是客房门的隔音效果不是很好！', '短评打分': 3}
{'短评内容': '临街的房子晚上比较吵，房间好像也比别的锦江之星的单人间要小些。房间里有暖气和空调，这是我比较惊讶的地方，暖气挺足的，不错！房灯还有个备用的，很好！交通也很方便的，附近餐厅也不少，对面还有个丹尼斯，很方便！', '短评打分': 5}
{'短评内容': '基本对得起这个价位，就是餐厅的饭菜很一般，下次还会住。', '短评打分': 5}
{'短评内容': '很不错，希望下次还能入住，各方面设施和服务都很好。', '短评打分': 5}
{'短评内容': '房间烟味重，请服务员喷些空气清洁剂，等了一晚上也没来，唉，只能自然通风了！', '短评打分': 5}
{'短评内容': '附近挺繁华，靠路边太吵…', '短评打分': 3}
{'短评内容': '相对同价位的酒店来说，卫生条件是最好的，单人间的朝向比较吵闹，总体还是8错的！', '短评打分': 5}
{'短评内容': '非常好，又一次来入住了，很亲切', '短评打分': 3}
{'短评内容': '不错，我已经住好多次了-------------------------------', '短评打分': 5}
{'短评内容': '挺好的，服务态度也很好，继续观察中。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店还是一如既往的好，离火车站比较近。旁边的烩面馆可以去尝尝！味道很好！', '短评打分': 5}
{'短评内容': '酒店还是一如既往的好，无论是服务还是设施！附近吃饭非常方便！赞一个', '短评打分': 5}
{'短评内容': ' 非常地好，很干净，离火车站和市中心也非常近，已经第二次入住了，服务员的态度也好。暖气也很暖和', '短评打分': 3}
{'短评内容': '经济型的最佳之选，干净、整洁、舒心。这次是去看病，大石桥里医院也很近，很方便。', '短评打分': 5}
{'短评内容': '服务员发呆，连一句你好再见都不说。', '短评打分': 3}
{'短评内容': '不错， 挺干净的, 就是靠近南阳路这边有点吵， 直到夜里车辆还很多', '短评打分': 5}
{'短评内容': ',,,很好，满意。', '短评打分': 3}
{'短评内容': '酒店不', '短评打分': 3}
{'短评内容': '干净，卫生，经济实惠！', '短评打分': 3}
{'短评内容': '尚可!但靠大馬路的房間略吵(交通噪音)', '短评打分': 3}
{'短评内容': '靠路边的的房间实在太吵了', '短评打分': 3}
{'短评内容': '酒店已经多次入住了，还是一如既往的好。周边吃饭非常方便，还有几个较大的购物超市，强烈推荐。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '位置不错，有免费停车场，就是房间小了点，不过很干净。对面有丹尼斯量贩，购物也方便。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '锦江之星的服务一直很好！值得信赖！！下次来还住这里！', '短评打分': 5}
{'短评内容': '比较安静，不吵！环境不错。热水量足！网速较快！！', '短评打分': 5}
{'短评内容': '来郑州必住的酒店！环境还不错！旁边的烩面馆味道很棒', '短评打分': 5}
{'短评内容': '房间比较小，出门打车不方便。这个不是酒店的问题。其他还可以', '短评打分': 5}
{'短评内容': ' 干净便捷，房型小，有异味', '短评打分': 3}
{'短评内容': '位置不错 中上的服务 上等的床上用品 很舒适', '短评打分': 5}
{'短评内容': '一贯的锦江风格，干净简约，性价比高！下次还会住！', '短评打分': 5}
{'短评内容': '床上用品很干净 服务员也都很敬业 各方面都在水准以上 推荐', '短评打分': 5}
{'短评内容': '很好！很好！很好！很好！很好！很好！很好！很好！很好！', '短评打分': 5}
{'短评内容': ' 房间设施和卫生都不错，整体卫浴也上档次，住起来很舒服。大石桥交通也方便，这次入住很满意', '短评打分': 3}
{'短评内容': ' 酒店位置很好办事很方便，离火车站汽车站都很近，房间卫生也很好，有锦江之星一贯的服务水平，很满意，下次还会来住', '短评打分': 3}
{'短评内容': '干净舒适经济', '短评打分': 3}
{'短评内容': '位置一流。就是门前树木高大，把门头都遮住了，第一次去不好找。', '短评打分': 5}
{'短评内容': '服务设施、条件物理环境非常好，服务人员非常到位，我经常出差，首选宾馆就是锦江之星！建议在河南平顶山开设分店！', '短评打分': 5}
{'短评内容': '房间设计的还是挺细心周到的，然后前台服务态度都挺好，忍不住就加入他们会员了', '短评打分': 5}
{'短评内容': '这家7天服务很好，都是微笑服务。态度很好，很周到见面也会打招呼。', '短评打分': 5}
{'短评内容': '没什么特别的全国都一个样，卫生环境也都很不错，价格很合理。', '短评打分': 5}
{'短评内容': '位置在闹市区会有些吵，但周围吃饭很方便，饭店很多，出行也很方便。', '短评打分': 3}
{'短评内容': '非常干净整洁。打开房门后就感觉很清爽。地处郑州繁华地段，交通购物都很方便。不过郑州实在是太难打车了，尤其是在火车站和二七广场一带。', '短评打分': 5}
