{'短评内容': '很好', '短评打分': 5}
{'短评内容': '还好', '短评打分': 5}
{'短评内容': '还行', '短评打分': 4}
{'短评内容': '整体不错', '短评打分': 4}
{'短评内容': '很好   很好   很好   很好   很好   很好', '短评打分': 5}
{'短评内容': '没有吹风机，没有台灯，没有一次性拖鞋，我们住的那个房间空调特别响晚上开空调会睡不着觉，被子挺薄的，现在睡觉不开空调会冷，床比较硬，优点就是二楼房间大点，性价比很低', '短评打分': 3}
{'短评内容': '感觉环境还可以', '短评打分': 4}
{'短评内容': '假期房源紧张时可以考虑，平时不会选择。稍偏僻一点。', '短评打分': 4}
{'短评内容': '感觉还可以！特别是节假日房源紧张时是不错的选择！平时可能不会选这里住。大堂经理服务态度很好！', '短评打分': 4}
{'短评内容': '距离三孔四公里，开车出行住这里还是比较方便，好停车，价钱不贵，两百多块钱', '短评打分': 4}
{'短评内容': '整体可以', '短评打分': 4}
{'短评内容': '哈哈哈还好还好呵呵哈哈哈哈哈哈哈哈哈哈哈', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '还可以吧，但唯一不足的是房间喝的水是洗手间，希望以后有独立的桶装矿泉水', '短评打分': 3}
{'短评内容': '交通方便，室内环境一般，卫生间用过后地面湿。', '短评打分': 3}
{'短评内容': '不在中心区，但环境卫生都不错，有停车场，交通也方便，比较满意。', '短评打分': 5}
{'短评内容': '房间还不错，很干净，服务态度也好，好评！', '短评打分': 3}
{'短评内容': '条件还可以', '短评打分': 3}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '酒店位置比较安静，服务热情，基本有求必应，设施很新，只是价格与其地理位置不是太相符', '短评打分': 5}
