{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '空调不给力', '短评打分': 4}
{'短评内容': '空调不给力', '短评打分': 4}
{'短评内容': '挺好的', '短评打分': 5}
{'短评内容': '很舒服，环境好，服务态度好', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '酒店位置不错', '短评打分': 5}
{'短评内容': '三间房一层楼，还有阳台，但就是厕所门坏了', '短评打分': 4}
{'短评内容': '国庆前提前订的，那时价格比周边的还便宜点，总体还是比较满意的。', '短评打分': 4}
{'短评内容': '太吵，隔音差', '短评打分': 3}
{'短评内容': '酒店位置很好，停车方便，服务周到，态度好', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 5}
{'短评内容': '在长安广场附近，交通比较方便，靠马路的一面比较吵，尽量选择背马路一面的房间。房间卫生情况还不错。吃东西不太方便，只能在四楼的那个咖啡厅。下次去还会选择住这里。', '短评打分': 4}
{'短评内容': '服务员的态度有待提升！', '短评打分': 4}
{'短评内容': '非常吵啊！热水有问题，洗完后很滑！床比较大，还不错', '短评打分': 3}
{'短评内容': '房间环境相当不错，已经是第二次去住了，值得推荐！', '短评打分': 3}
{'短评内容': '非常好，住着干净、整洁、服务又好，非常不错，住着满意，下次还会去的', '短评打分': 3}
{'短评内容': '位置还不错,周围有大型超市和商业步行街,很方便.没有早餐需自费,每位15元,晚上临衔和靠近餐厅的地方很吵.房间不小,洗澡,上网方便. 离陕西博物馆,西安博物馆,碑林,小雁塔均在10公里范围内.', '短评打分': 3}
{'短评内容': '金长城酒店的位置比较好找，酒店房间也挺大，住着很舒服。但唯一麻烦的是，门卡24小时就会消磁，每天必须得去前台重刷门卡', '短评打分': 5}
{'短评内容': '交通比较方便，房间比较大。但餐厅上菜速度很慢，并且菜的品种比较少。', '短评打分': 5}
{'短评内容': '房间舒适干净', '短评打分': 3}
{'短评内容': '酒店不错，网速也可以。就是里面有足疗室，晚上有点喧闹。', '短评打分': 5}
{'短评内容': '环境优雅舒适、服务周到、客房卫生整洁宾至如归\n', '短评打分': 5}
{'短评内容': '酒店位置距离办事的地方近，整体环境还不错。因为业务需要，这次又订了这家酒店！', '短评打分': 5}
{'短评内容': ' 酒店房间比较大，屋内环境不错，很舒服！', '短评打分': 3}
{'短评内容': '靠马路的房间很吵，而且还比较贵。比一般的连锁酒店差点，比招待所强点。毛巾不是很白。房间有虫子。周围还比较热闹。', '短评打分': 1}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '服务好，办事快，做事明，卫生好。能为客户着想', '短评打分': 5}
{'短评内容': '不错，8331房间比较大，早餐也很不错，旁边就是福桥，洗脚按摩也方便', '短评打分': 5}
{'短评内容': '酒店住宿环境不错 如果有需要住在长安区那应该很好了 周边有华润 还有个广场 位置也不错', '短评打分': 3}
{'短评内容': '还行,周围购物和吃饭都挺近的.交通也很方便.', '短评打分': 5}
{'短评内容': '装修还行，隔音较差，屋里没空调，很冷', '短评打分': 3}
{'短评内容': ' 恩 环境不错 挺新的 ', '短评打分': 3}
{'短评内容': '酒店的服务卫生还不错，价格有点偏高，不太适合学生。', '短评打分': 3}
{'短评内容': '服务人员素质很好，态度也很热情，卫生也不错，床上用品都很干净的。', '短评打分': 5}
{'短评内容': '环境挺好，挺宽敞挺舒适，卫生打扫也不错，洗漱用品也挺齐全的，住着还比较满意。', '短评打分': 3}
{'短评内容': '房间挺宽敞的，设施挺齐全，生活用品也挺齐全的，卫生也不错，住的挺舒适。', '短评打分': 3}
{'短评内容': '外观装修的挺显档次，服务态度还好，卫生也挺到位，总体感觉还不错。', '短评打分': 3}
