{'短评内容': '很好', '短评打分': 5}
{'短评内容': '不怎么样，服务态度消极，事情全靠自己问', '短评打分': 3}
{'短评内容': '不错，很好的连锁酒店', '短评打分': 5}
{'短评内容': '0 / 500（评价多于10个字,有机会奖励京豆哦~）', '短评打分': 5}
{'短评内容': '0 / 500（评价多于10个字,有机会奖励京豆哦~）', '短评打分': 5}
{'短评内容': '比想象中好很多，床很舒服，干净卫生，赞', '短评打分': 5}
{'短评内容': '周边热闹', '短评打分': 4}
{'短评内容': '小孩上培训班，住城里，安静安全，吃方便', '短评打分': 5}
{'短评内容': '很好，很好，很好！', '短评打分': 5}
{'短评内容': '前台服务很好。楼上装修有点吵 其他都好', '短评打分': 5}
{'短评内容': '还可以 出行方便', '短评打分': 5}
{'短评内容': '可以', '短评打分': 5}
{'短评内容': '真心不错的酒店，各方面都挺不错的，值得信赖入住！', '短评打分': 5}
{'短评内容': '只能说过得去吧，设施还是比较局促，服务也不太跟得上，但是，相对快捷酒店来说，又好了很多', '短评打分': 4}
{'短评内容': '经常入住的酒店，周边蛮热闹的，性价比高', '短评打分': 5}
{'短评内容': '经常入住的酒店，真心不错，性价比很高', '短评打分': 5}
{'短评内容': '服务较好，入职容易', '短评打分': 5}
{'短评内容': '很舒服。我很满意。很安全也很安静。出行方便。', '短评打分': 5}
{'短评内容': '酒店不错，干净、整洁、也蛮有风格的，比那些经济酒店好的多了，价格还差不多，免费停车很方便，服务也蛮好的，吃饭也很方便，楼下一条街都是饭店，还有KTV、棋牌室什么的，无线上网很快，手机上看PPS很爽，哈哈哈...', '短评打分': 5}
{'短评内容': '第一次住，还是不错的，看上去比价高档，但是价格倒是蛮实惠的，性价比不错哦，而且走到哪里都有无线网，这个很方便，就是杭州的路比较麻烦，有很多单行线，一开始没找到，后来打了个电话给酒店，就发了张线路图给我，服务还是很到位的，不错，给你推荐..', '短评打分': 5}
{'短评内容': '酒店感觉很新，装修很有风格，档次看上去比较高，而且价格也很实惠，性价比不错。边上有很多饭店、KTV什么的，很方便。我感觉最大的优点是床很舒服，软硬适中，而且酒店除了有线宽带，还有无线网。对于出差的人来说，服务很到位！', '短评打分': 5}
{'短评内容': '入住的8371房间装修格调现代，设施较新，床软睡着挺舒服，缺点是卫生间有点异味，酒店服务人员总体比较专业，感觉不错，下次应该还会再来', '短评打分': 5}
{'短评内容': '房间装饰很现代，只是房间内的电脑无法使用，空调噪音有点大，其余都还不错，服务态度也很好，推荐入住', '短评打分': 3}
{'短评内容': '还不错的。酒店设施比较新，酒店大堂比较大，周围饭馆也比较多。', '短评打分': 5}
{'短评内容': '环境不错，就是电视机有些台没有', '短评打分': 3}
{'短评内容': '沒有浴缸\n沒有多餘的任何一條棉被\n房間也無法上網\n淋浴沒有乾濕分離\n', '短评打分': 1}
{'短评内容': '酒店总体还可以，装修比较新，床不错，边上小吃较多，就是导航上找不到酒店。', '短评打分': 5}
{'短评内容': '酒店蛮有档次，就是房间明显很小，电梯需要房间卡才能用，感觉安全感了点。浴室设计在里面，这样床在门边隔音就不怎么样了，总体还行吧，对得起这价格', '短评打分': 1}
