{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '酒店整体不错', '短评打分': 4}
{'短评内容': '挺好挺好！', '短评打分': 5}
{'短评内容': '挺好的！很好！', '短评打分': 5}
{'短评内容': '', '短评打分': 5}
{'短评内容': '快快乐乐', '短评打分': 5}
{'短评内容': '兵马俑に出掛けるため、このホテルを利用しました。部屋は広く清潔でした。地方のホテルにありがちなシャワーのお湯がなかなか出てこないのでは？と気になってましたが、全然問題ありませんでした。', '短评打分': 5}
{'短评内容': '好东西，下次还会再来！', '短评打分': 5}
{'短评内容': '物美价廉，环境不错服务态度较好值得推荐的', '短评打分': 5}
{'短评内容': '很不错的酒店，住着很舒服，下次还会来', '短评打分': 5}
{'短评内容': '很不错，很好', '短评打分': 5}
{'短评内容': '房间比较大，早餐太不好了，其他基本可以', '短评打分': 5}
{'短评内容': '一切都好，就是房间少了纸巾，早餐太不好了', '短评打分': 5}
{'短评内容': '好评', '短评打分': 5}
{'短评内容': '酒店就在华清池景区边上不远！去景点都不远！酒店晚上还有免费夜宵，值得赞！床也很舒服！准四标准！酒店本楼还有ktv，但一点都不吵！友人旅游聚会的好地方！下次来临潼还会住这里', '短评打分': 5}
{'短评内容': '北大附中、好吧……好累我的微博我回来吧', '短评打分': 5}
{'短评内容': '在线内增高单鞋撞色包边、好累', '短评打分': 5}
{'短评内容': '看着电影中饰演丫环、在这里说吧、在这里等', '短评打分': 5}
{'短评内容': '酒店不错。', '短评打分': 5}
{'短评内容': '有虫子', '短评打分': 3}
{'短评内容': '被子不干净，下水道味严重，不太像4星酒店', '短评打分': 4}
{'短评内容': '环境好卫生好', '短评打分': 5}
{'短评内容': '还好还好还好还好还好还好还好还好', '短评打分': 5}
{'短评内容': '硬件设施不够好，性价比还可以', '短评打分': 5}
{'短评内容': '性价比很高o', '短评打分': 5}
{'短评内容': '早餐极差', '短评打分': 4}
{'短评内容': '靠马路边的房间晚上有点小闹，其他都非常好', '短评打分': 5}
{'短评内容': '好??一一一一??、、、、、、、、？、、', '短评打分': 3}
