{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '还可以！！！！！', '短评打分': 5}
{'短评内容': '去玩，还可以，经济', '短评打分': 4}
{'短评内容': '布丁就是普通酒店，十一期间价格有点高，设施陈旧简单。但是这个店的位置很好，就在地铁附近，很方便', '短评打分': 4}
{'短评内容': '双人房只给了一套牙具，毛巾都洗烂了还在用，床单被套没有换，上面竟然还有血迹，第二天才发现，好恶心，住过的最烂的酒店，没有之一', '短评打分': 2}
{'短评内容': '还是比较的适合短住的，比较的廉价，要是学生的话可以到这里凑合下，', '短评打分': 5}
{'短评内容': '好很不错啊。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店周围交通便利，临近地铁，吃饭娱乐便捷，地段繁华，房间内部干净整洁，设备完善，服务人员热情，是出门出差旅游住宿的首选', '短评打分': 5}
{'短评内容': '设施不行，位置好，卫生间和房子太小', '短评打分': 3}
{'短评内容': '位置不错，离地铁站和大明宫近，但房子太小，家庭房的床也小，设施不行', '短评打分': 3}
{'短评内容': '离地铁近 交通还是挺方便的 就是国庆西安的治安。。。真的不敢恭维 没见过这么差的', '短评打分': 3}
{'短评内容': '有蟑螂', '短评打分': 4}
{'短评内容': '房间干净就是面积小~有压抑感~喜欢宽敞的慎选~但是有wifi~', '短评打分': 1}
{'短评内容': '已经第二次入住了，真的很令人满意，下次还会考虑的', '短评打分': 5}
{'短评内容': '房间有些小，但是还挺温馨的，服务员也挺好的，还带我去看房，以后会推荐朋友来住。', '短评打分': 5}
{'短评内容': '房间不算大，但是还算干净整洁。地理位置非常好，旁边和对面均有大型超市，周边吃饭的地方很多也挺便宜的。附近也有好几个银行，取钱也方便。走一点路就到公交站和地铁站，出行超级方便，多数公交都是直达旅游景点的，所以去各个景点都超级无敌的省事。第一天到的时候和走的时候都是一个长长头发扎马尾的女孩接待的，她人真的非常好，很遗憾没有问她的名字，不然真的要格外点名表扬一下。', '短评打分': 5}
{'短评内容': '很好，价格，环境都很好，还会考虑下次去住的，值得推荐', '短评打分': 5}
{'短评内容': '房间真不是一般的小，隔音也不好，洗漱用品还要自己买，没有浴巾，电视能收的节目真少，还不清楚。不交押金退房比较便捷，楼道装修风格挺不错。', '短评打分': 3}
{'短评内容': '酒店很温馨，服务非常到位！下次还来！', '短评打分': 3}
