{'短评内容': '此用户未填写评价内容', '短评打分': 4}
{'短评内容': '干净，卫生，比如家好挺多的，打算以后多光顾', '短评打分': 5}
{'短评内容': '酒店干净整洁，是选择的要的，房间配备齐全，设施合理，服务态度到位，在中等范畴内的锦江之星（上海金山城市沙滩店）还是比较令人满意的，赞一个！', '短评打分': 5}
{'短评内容': '房间环境还可以，住的蛮舒服的，下次还来。', '短评打分': 5}
{'短评内容': '大品牌，设施还行吧！', '短评打分': 5}
{'短评内容': '环境不错，服务一流，下次再会光顾', '短评打分': 5}
{'短评内容': '为了城市沙滩去的金山。基本离沙滩还是比较近的，步行距离。', '短评打分': 4}
{'短评内容': '性价比高', '短评打分': 5}
{'短评内容': '酒店地點方便，離商場，海灘近，房間乾淨服務也不錯', '短评打分': 5}
{'短评内容': '性价比比较一般', '短评打分': 4}
{'短评内容': '经济实惠，挺好的', '短评打分': 5}
{'短评内容': '一直订这里的。地理位置好！卫生也不错！', '短评打分': 4}
{'短评内容': '一直住这家酒店，虽然不大，可还比较干净。', '短评打分': 4}
{'短评内容': '不错', '短评打分': 4}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '经济实惠，交通方便', '短评打分': 3}
{'短评内容': '还可以，公司报销有限，没啥选择余地', '短评打分': 3}
{'短评内容': '去海边玩，可惜封闭了，酒店干净，就是马桶小了点。', '短评打分': 4}
