{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '挺不错的感觉', '短评打分': 5}
{'短评内容': '很方便，出行', '短评打分': 5}
{'短评内容': '浴室地漏不利水', '短评打分': 4}
{'短评内容': '用毛巾擦了下衣服  扣了我十块钱   洗脸池不下水堵住了   ❌', '短评打分': 3}
{'短评内容': '位置周边小吃多', '短评打分': 4}
{'短评内容': '酒店设施还可以，京东一直值得信赖', '短评打分': 5}
{'短评内容': '&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;', '短评打分': 1}
{'短评内容': '卫生干净，服务态度好', '短评打分': 5}
{'短评内容': '酒店环境不错，服务员态度很好，房间比较整洁。', '短评打分': 5}
{'短评内容': '卫生可以，有停车场。床单有洞', '短评打分': 4}
{'短评内容': '不错房间挺大的，卫生也干净', '短评打分': 5}
{'短评内容': '不知道  没有住！此处有坑！', '短评打分': 5}
{'短评内容': '不错！住了几次！一切都好！', '短评打分': 5}
{'短评内容': '挺好的，住了几次了，特别推荐', '短评打分': 5}
{'短评内容': '住着挺舒服，服务也挺好的！！', '短评打分': 5}
{'短评内容': '火车站旁边，价钱实惠，设施一般。最搞笑的是没有大床房搞个标间，另外一张床挨都没挨着，退房时候检查卫生，床单被角有两块污迹，叫我赔偿30元清洗费。我睡的那张床上有一点点大姨妈也要清洗费。晕了，第一次遇见这样的酒店，意思是过夜还要铺垫个报纸啥的床上。是不是床单没有污迹就不用换了。', '短评打分': 4}
{'短评内容': '挺舒服的  ', '短评打分': 4}
{'短评内容': '环境卫生服务不错！！', '短评打分': 5}
{'短评内容': '酒店正在装修升级', '短评打分': 4}
{'短评内容': '说是3-4人，但就两张单人床！骗子，虚假宣传', '短评打分': 2}
{'短评内容': '该酒店交通便利，有免费停车场，到麦积山也不算远，周围有很多餐馆。硬件还不错。推荐。', '短评打分': 5}
{'短评内容': '无线网信号有点差', '短评打分': 4}
{'短评内容': '设施没得说，舒适优雅，挺好的酒店', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '淋浴好，房间干净，出行方便，对面是火车站，还有去麦积山石窟的班车及通往市区的公交', '短评打分': 5}
{'短评内容': '酒店价钱，环境还不错，还有早餐，是出行的首选。', '短评打分': 4}
{'短评内容': '干净、方便、旅行首选。', '短评打分': 5}
