{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '灰常灰常好  这个价位来说可以的了', '短评打分': 5}
{'短评内容': '灰常灰常好  这个价位来说可以的了', '短评打分': 5}
{'短评内容': '灰常好  灰常喜欢  下次还会来', '短评打分': 5}
{'短评内容': '服务  设施都杠杠的  一点毛病都没有', '短评打分': 5}
{'短评内容': '一点毛病都没有  服务啥的都杠杠的', '短评打分': 5}
{'短评内容': '酒店性价比高，卫生，安全，下次居住还是一个很好的选择。', '短评打分': 5}
{'短评内容': '还行吧', '短评打分': 5}
{'短评内容': '还行吧我觉得', '短评打分': 2}
{'短评内容': '快捷方便 价格实惠', '短评打分': 4}
{'短评内容': '还不错，挺好的，还不错，挺好的，还不错，挺好的，还不错，挺好的，', '短评打分': 5}
{'短评内容': '还不错，挺好的，还不错，挺好的，还不错，挺好的，还不错，挺好的，', '短评打分': 5}
{'短评内容': '就是卫生间味道很浓', '短评打分': 4}
{'短评内容': '很好。 经常来，一如既往的好', '短评打分': 5}
{'短评内容': '灰常好。各种满意。无可挑剔', '短评打分': 5}
{'短评内容': '还不错，挺好的，送货快，还不错，挺好的，送货快，还不错，挺好的，送货快，还不错，挺好的，送货快，还不错，挺好的，送货快，还不错，挺好的，送货快，还不错，挺好的，送货快，还不错，挺好的，送货快，', '短评打分': 5}
{'短评内容': '很一般 特别是卫生间有点简陋', '短评打分': 4}
{'短评内容': '性价比超高', '短评打分': 4}
{'短评内容': '性价比超高，大力推荐', '短评打分': 5}
{'短评内容': '还不错，距地铁站就六七分钟的路程，比较方便，酒店没有自助餐，得出去。', '短评打分': 4}
{'短评内容': '十里河附近相对不错的酒店了，也不贵。挺好的。', '短评打分': 5}
{'短评内容': '卫生什么的都可以。 服务人员的态度也很好。只是电插口不在床头 有些不方便', '短评打分': 5}
{'短评内容': '一般般吧！', '短评打分': 4}
{'短评内容': '很不错，以后出门都可以定这了', '短评打分': 5}
{'短评内容': '实惠，非常实惠，交通便利，在这个三百多只能住快捷地下室的城市确实很划算', '短评打分': 3}
{'短评内容': '可以环境比较舒适，不过卫生搞得不是很彻底。', '短评打分': 3}
