{'短评内容': '差', '短评打分': 1}
{'短评内容': '积极叽叽叽叽积极叽叽叽叽积极叽叽叽叽积极叽叽叽叽积极叽叽叽叽积极叽叽叽叽积极叽叽叽叽积极叽叽叽叽积极叽叽叽叽积极叽叽叽叽', '短评打分': 5}
{'短评内容': '积极叽叽叽叽积极叽叽叽叽积极叽叽叽叽积极叽叽叽叽积极叽叽叽叽积极叽叽叽叽积极叽叽叽叽积极叽叽叽叽积极叽叽叽叽积极叽叽叽叽积极叽叽叽叽', '短评打分': 5}
{'短评内容': '一如既往的宾至如归', '短评打分': 5}
{'短评内容': '交通方便，干净卫生，服务周到', '短评打分': 5}
{'短评内容': '服务周到，卫生干净，交通方便', '短评打分': 5}
{'短评内容': '酒店不错，在市中心，离地铁稍微有点远，前台居然在八楼。', '短评打分': 5}
{'短评内容': '一般吧，有点日式酒店，房间格局小，风景不错', '短评打分': 4}
{'短评内容': '非常给力的酒店，早点好，环境好，有游泳池桑拿浴室，周边有商场公园游乐园，去哪里都方便', '短评打分': 5}
{'短评内容': '很不错的酒店，性价比很高，就是入住慢一些', '短评打分': 5}
{'短评内容': '好好好好好好好', '短评打分': 5}
{'短评内容': '各方面都很满意。', '短评打分': 5}
{'短评内容': '非常不错，周围环境很商务！', '短评打分': 5}
{'短评内容': '还好吧', '短评打分': 4}
{'短评内容': '还好吧', '短评打分': 4}
{'短评内容': '酒店有点老，一般吧！前台比较机械，冷淡，早餐小贵，应该是老外住的比较多，地理位置不错，周边都是商场，海鲜一条街也不远，总的来说还行吧！', '短评打分': 4}
{'短评内容': '硬件更新', '短评打分': 4}
{'短评内容': '重要是事情说三遍：卫浴设备改更新了。。。。风机盘管该保养了。。。。', '短评打分': 4}
{'短评内容': '夜里竟然被水流声吵醒，起床看了下竟然是分机盘管的声音，可我空调还是关掉的。酒店该考虑设施老化的问题了', '短评打分': 4}
{'短评内容': '无早餐，还可以', '短评打分': 5}
{'短评内容': '一直住，还不错', '短评打分': 5}
{'短评内容': '定的行政房，怎么给了个标间。其他都还可以', '短评打分': 5}
{'短评内容': '闹市区，地理位置还可以，就是装修太旧了点，说是海景房，离得太远了点。', '短评打分': 1}
{'短评内容': '服务态度极差，房间性价比太低', '短评打分': 3}
{'短评内容': '环境还可以，卫生条件也还不错，但是人员素质不敢恭维。希望贵店提高一下员工素质。', '短评打分': 5}
{'短评内容': '房间很优雅，环境很好。', '短评打分': 3}
{'短评内容': '不错，挺好的，服务到位。基本上满意。我会向朋友推荐', '短评打分': 5}
{'短评内容': '位置在市中心，非常方便，旁边就有很大的购物中心和吃饭的地方。\n酒店的环境和服务都很好。', '短评打分': 5}
{'短评内容': '对酒店各方面的服务都很满意，位于市中心购物和交通都很便利。推荐大家入住此酒店。\n', '短评打分': 5}
{'短评内容': '酒店位于市中心，交通便利购物更加便捷，推荐入住酒店。\n\n', '短评打分': 5}
{'短评内容': '地理位置超级好，房间也比较大，走路5分钟，附近有不错的JAZZ酒吧', '短评打分': 5}
{'短评内容': '价格还可以,就是大堂有点麻烦,得走两段路.....', '短评打分': 5}
{'短评内容': '房间干净整洁，地理位置优越，服务也很不错~~', '短评打分': 5}
{'短评内容': '房间略小 服务不错', '短评打分': 3}
{'短评内容': '酒店的服务不错，但是就是觉得房间有点小！早餐一般！', '短评打分': 5}
